# s	g2	z	x
8.40943	1.235	3.41159	1.96334
8.44092	1.23586	3.44238	1.95671
8.47242	1.2367	3.47306	1.9496
8.50391	1.23751	3.50362	1.94201
8.53541	1.2383	3.53407	1.93394
8.5669	1.23907	3.56438	1.92539
8.59839	1.23982	3.59455	1.91636
8.62989	1.24055	3.62458	1.90687
8.66138	1.24126	3.65445	1.8969
8.69288	1.24196	3.68417	1.88647
8.72437	1.24264	3.71372	1.87557
8.75587	1.2433	3.74309	1.8642
8.78736	1.24395	3.77228	1.85238
8.81886	1.24459	3.80128	1.8401
8.85035	1.24521	3.83009	1.82736
8.88185	1.24582	3.85869	1.81418
8.91334	1.24641	3.88708	1.80055
8.94483	1.24699	3.91525	1.78647
8.97633	1.24756	3.9432	1.77195
9.00782	1.24812	3.97092	1.75699
9.03932	1.24866	3.99839	1.74161
9.07081	1.24919	4.02563	1.72579
9.10231	1.24971	4.05261	1.70954
9.1338	1.25021	4.07933	1.69288
9.1653	1.25071	4.10579	1.67579
9.19679	1.25119	4.13198	1.6583
9.22828	1.25166	4.15789	1.64039
9.25978	1.25211	4.18351	1.62208
9.29127	1.25256	4.20884	1.60337
9.32277	1.25299	4.23388	1.58426
9.35426	1.2534	4.25861	1.56476
9.38576	1.25381	4.28304	1.54488
9.41725	1.2542	4.30714	1.52461
9.44875	1.25458	4.33093	1.50397
9.48024	1.25495	4.35439	1.48296
9.51173	1.2553	4.37752	1.46158
9.54323	1.25565	4.40031	1.43984
9.57472	1.25597	4.42275	1.41775
9.60622	1.25629	4.44484	1.39531
9.63771	1.25659	4.46658	1.37252
9.66921	1.25688	4.48796	1.34939
9.7007	1.25715	4.50897	1.32593
9.7322	1.25742	4.52961	1.30214
9.76369	1.25767	4.54988	1.27804
9.79518	1.2579	4.56976	1.25361
9.82668	1.25813	4.58926	1.22888
9.85817	1.25834	4.60837	1.20384
9.88967	1.25854	4.62708	1.17851
9.92116	1.25872	4.64539	1.15289
9.95266	1.2589	4.6633	1.12698
9.98415	1.25906	4.68079	1.10079
10.0156	1.25922	4.69788	1.07433
10.0471	1.25936	4.71454	1.04761
10.0786	1.25949	4.73079	1.02063
10.1101	1.25961	4.74661	0.993395
10.1416	1.25972	4.76199	0.965916
10.1731	1.25982	4.77695	0.938199
10.2046	1.25991	4.79147	0.910251
10.2361	1.25999	4.80555	0.882078
10.2676	1.26006	4.81918	0.853687
10.2991	1.26013	4.83236	0.825086
10.3306	1.26019	4.8451	0.796282
10.3621	1.26024	4.85738	0.76728
10.3936	1.26028	4.8692	0.73809
10.4251	1.26032	4.88057	0.708717
10.4566	1.26035	4.89147	0.67917
10.4881	1.26038	4.9019	0.649454
10.5196	1.2604	4.91187	0.619579
10.5511	1.26042	4.92136	0.589551
10.5825	1.26043	4.93039	0.559377
10.614	1.26044	4.93894	0.529065
10.6455	1.26045	4.94701	0.498623
10.677	1.26045	4.9546	0.468058
10.7085	1.26045	4.96171	0.437377
10.74	1.26045	4.96834	0.406589
10.7715	1.26045	4.97449	0.3757
10.803	1.26045	4.98014	0.344718
10.8345	1.26045	4.98532	0.313651
10.866	1.26044	4.99	0.282507
10.8975	1.26044	4.99419	0.251293
10.929	1.26043	4.99789	0.220017
10.9605	1.26042	5.0011	0.188687
10.992	1.26043	5.00382	0.15731
11.0235	1.26043	5.00604	0.125895
11.055	1.26043	5.00777	0.0944484
11.0865	1.26043	5.00901	0.0629786
11.118	1.26043	5.00975	0.0314932
11.1444	1.26043	5.01	0
11.2444	1.21782	5.11	0
11.3444	1.18609	5.21	0
11.4444	1.15955	5.31	0
11.5444	1.13487	5.41	0
11.6444	1.11053	5.51	0
11.7444	1.08628	5.61	0
11.8444	1.06262	5.71	0
11.9444	1.04048	5.81	0
12.0444	1.02082	5.91	0
12.1444	1.0045	6.01	0
12.2444	0.992045	6.11	0
12.3444	0.983669	6.21	0
12.4444	0.979219	6.31	0
12.5444	0.978244	6.41	0
12.6444	0.980075	6.51	0
12.7444	0.983915	6.61	0
12.8444	0.988932	6.71	0
12.9444	0.994345	6.81	0
13.0444	0.99949	6.91	0
13.1444	1.00386	7.01	0
13.2444	1.00713	7.11	0
13.3444	1.00914	7.21	0
13.4444	1.00992	7.31	0
13.5444	1.00958	7.41	0
13.6444	1.00837	7.51	0
13.7444	1.00656	7.61	0
13.8444	1.00444	7.71	0
13.9444	1.00227	7.81	0
14.0444	1.00029	7.91	0
14.1444	0.998646	8.01	0
14.2444	0.997453	8.11	0
14.3444	0.996743	8.21	0
14.4444	0.996498	8.31	0
14.5444	0.996655	8.41	0
14.6444	0.997123	8.51	0
14.7444	0.997796	8.61	0
14.8444	0.998567	8.71	0
14.9444	0.999339	8.81	0
15.0444	1.00003	8.91	0
15.1444	1.00059	9.01	0
15.2444	1.00099	9.11	0
15.3444	1.0012	9.21	0
15.4444	1.00126	9.31	0
15.5444	1.00117	9.41	0
15.6444	1.00098	9.51	0
15.7444	1.00073	9.61	0
15.8444	1.00045	9.71	0
15.9444	1.00017	9.81	0
16.0444	0.999932	9.91	0
16.1444	0.999743	10.01	0
16.2444	0.999616	10.11	0
16.3444	0.999553	10.21	0
16.4444	0.999547	10.31	0
16.5444	0.999589	10.41	0
16.6444	0.999666	10.51	0
16.7444	0.999762	10.61	0
16.8444	0.999865	10.71	0
16.9444	0.999963	10.81	0
17.0444	1.00005	10.91	0
17.1444	1.00011	11.01	0
17.2444	1.00015	11.11	0
17.3444	1.00017	11.21	0
17.4444	1.00016	11.31	0
17.5444	1.00014	11.41	0
17.6444	1.00011	11.51	0
17.7444	1.00008	11.61	0
17.8444	1.00004	11.71	0
17.9444	1	11.81	0
18.0444	0.999976	11.91	0
18.1444	0.999955	12.01	0
18.2444	0.999943	12.11	0
18.3444	0.999938	12.21	0
18.4444	0.999941	12.31	0
18.5444	0.99995	12.41	0
18.6444	0.999962	12.51	0
18.7444	0.999975	12.61	0
18.8444	0.999989	12.71	0
18.9444	1	12.81	0
19.0444	1.00001	12.91	0
