# s	g2	z	x
10.2991	3.71835	4.83236	0.825086
10.3306	3.71108	4.8451	0.796282
10.3621	3.70408	4.85738	0.76728
10.3936	3.69735	4.8692	0.73809
10.4251	3.69091	4.88057	0.708717
10.4566	3.68474	4.89147	0.67917
10.4881	3.67887	4.9019	0.649454
10.5196	3.67327	4.91187	0.619579
10.5511	3.66797	4.92136	0.589551
10.5825	3.66294	4.93039	0.559377
10.614	3.6582	4.93894	0.529065
10.6455	3.65375	4.94701	0.498623
10.677	3.64957	4.9546	0.468058
10.7085	3.64568	4.96171	0.437377
10.74	3.64206	4.96834	0.406589
10.7715	3.63872	4.97449	0.3757
10.803	3.63566	4.98014	0.344718
10.8345	3.63287	4.98532	0.313651
10.866	3.63035	4.99	0.282507
10.8975	3.6281	4.99419	0.251293
10.929	3.62611	4.99789	0.220017
10.9605	3.62436	5.0011	0.188687
10.992	3.62372	5.00382	0.15731
11.0235	3.6231	5.00604	0.125895
11.055	3.62264	5.00777	0.0944484
11.0865	3.62233	5.00901	0.0629786
11.118	3.62215	5.00975	0.0314932
11.1444	3.62209	5.01	0
11.2444	2.79273	5.11	0
11.3444	2.21638	5.21	0
11.4444	1.79881	5.31	0
11.5444	1.4894	5.41	0
11.6444	1.25456	5.51	0
11.7444	1.0723	5.61	0
11.8444	0.929849	5.71	0
11.9444	0.82109	5.81	0
12.0444	0.743818	5.91	0
12.1444	0.69733	6.01	0
12.2444	0.68063	6.11	0
12.3444	0.691375	6.21	0
12.4444	0.725519	6.31	0
12.5444	0.777525	6.41	0
12.6444	0.840936	6.51	0
12.7444	0.909082	6.61	0
12.8444	0.975757	6.71	0
12.9444	1.03575	6.81	0
13.0444	1.08519	6.91	0
13.1444	1.12165	7.01	0
13.2444	1.14412	7.11	0
13.3444	1.15259	7.21	0
13.4444	1.14812	7.31	0
13.5444	1.13276	7.41	0
13.6444	1.1093	7.51	0
13.7444	1.08093	7.61	0
13.8444	1.05087	7.71	0
13.9444	1.02202	7.81	0
14.0444	0.996719	7.91	0
14.1444	0.976628	8.01	0
14.2444	0.96263	8.11	0
14.3444	0.954878	8.21	0
14.4444	0.952897	8.31	0
14.5444	0.955743	8.41	0
14.6444	0.962181	8.51	0
14.7444	0.970874	8.61	0
14.8444	0.980534	8.71	0
14.9444	0.990042	8.81	0
15.0444	0.998521	8.91	0
15.1444	1.00537	9.01	0
15.2444	1.01026	9.11	0
15.3444	1.01312	9.21	0
15.4444	1.01407	9.31	0
15.5444	1.01339	9.41	0
15.6444	1.01148	9.51	0
15.7444	1.00878	9.61	0
15.8444	1.00571	9.71	0
15.9444	1.00267	9.81	0
16.0444	0.999957	9.91	0
16.1444	0.997794	10.01	0
16.2444	0.996297	10.11	0
16.3444	0.99549	10.21	0
16.4444	0.995323	10.31	0
16.5444	0.995686	10.41	0
16.6444	0.996437	10.51	0
16.7444	0.99742	10.61	0
16.8444	0.998487	10.71	0
16.9444	0.99951	10.81	0
17.0444	1.00039	10.91	0
17.1444	1.00106	11.01	0
17.2444	1.0015	11.11	0
17.3444	1.00169	11.21	0
17.4444	1.00168	11.31	0
17.5444	1.00148	11.41	0
17.6444	1.00117	11.51	0
17.7444	1.0008	11.61	0
17.8444	1.00041	11.71	0
17.9444	1.00004	11.81	0
18.0444	0.999744	11.91	0
18.1444	0.999525	12.01	0
18.2444	0.999395	12.11	0
18.3444	0.999352	12.21	0
18.4444	0.999383	12.31	0
18.5444	0.999473	12.41	0
18.6444	0.9996	12.51	0
18.7444	0.999745	12.61	0
18.8444	0.999889	12.71	0
18.9444	1.00002	12.81	0
19.0444	1.00012	12.91	0
