# s	g2	z	x
0	1.0002	3.005	10
0.1	1.00012	3.005	9.9
0.2	1.00001	3.005	9.8
0.3	0.999878	3.005	9.7
0.4	0.999728	3.005	9.6
0.5	0.999578	3.005	9.5
0.6	0.999448	3.005	9.4
0.7	0.999358	3.005	9.3
0.8	0.999329	3.005	9.2
0.9	0.999378	3.005	9.1
1	0.999517	3.005	9
1.1	0.999748	3.005	8.9
1.2	1.00006	3.005	8.8
1.3	1.00044	3.005	8.7
1.4	1.00085	3.005	8.6
1.5	1.00123	3.005	8.5
1.6	1.00155	3.005	8.4
1.7	1.00174	3.005	8.3
1.8	1.00175	3.005	8.2
1.9	1.00154	3.005	8.1
2	1.00107	3.005	8
2.1	1.00036	3.005	7.9
2.2	0.999436	3.005	7.8
2.3	0.99837	3.005	7.7
2.4	0.997265	3.005	7.6
2.5	0.996258	3.005	7.5
2.6	0.995502	3.005	7.4
2.7	0.995157	3.005	7.3
2.8	0.995368	3.005	7.2
2.9	0.996244	3.005	7.1
3	0.997835	3.005	7
3.1	1.00011	3.005	6.9
3.2	1.00295	3.005	6.8
3.3	1.00612	3.005	6.7
3.4	1.00931	3.005	6.6
3.5	1.0121	3.005	6.5
3.6	1.01405	3.005	6.4
3.7	1.01469	3.005	6.3
3.8	1.01361	3.005	6.2
3.9	1.0105	3.005	6.1
4	1.00525	3.005	6
4.1	0.997958	3.005	5.9
4.2	0.988999	3.005	5.8
4.3	0.979044	3.005	5.7
4.4	0.969039	3.005	5.6
4.5	0.960164	3.005	5.5
4.6	0.953741	3.005	5.4
4.7	0.951116	3.005	5.3
4.8	0.95351	3.005	5.2
4.9	0.961849	3.005	5.1
5	0.976598	3.005	5
5.1	0.997613	3.005	4.9
5.2	1.02403	3.005	4.8
5.3	1.05424	3.005	4.7
5.4	1.08589	3.005	4.6
5.5	1.11602	3.005	4.5
5.6	1.14129	3.005	4.4
5.7	1.15828	3.005	4.3
5.8	1.16383	3.005	4.2
5.9	1.15546	3.005	4.1
6	1.13174	3.005	4
6.1	1.09258	3.005	3.9
6.2	1.03949	3.005	3.8
6.3	0.975586	3.005	3.7
6.4	0.90548	3.005	3.6
6.5	0.834944	3.005	3.5
6.6	0.770419	3.005	3.4
6.7	0.718396	3.005	3.3
6.8	0.684777	3.005	3.2
6.9	0.674311	3.005	3.1
7	0.690274	3.005	3
7.1	0.734519	3.005	2.9
7.2	0.808069	3.005	2.8
7.3	0.912346	3.005	2.7
7.4	1.05114	3.005	2.6
7.5	1.23327	3.005	2.5
7.6	1.47597	3.005	2.4
7.7	1.80874	3.005	2.3
7.8	2.27745	3.005	2.2
7.9	2.94859	3.005	2.1
8	3.85632	3.005	2.005
8.03149	3.86363	3.03649	2.00475
8.06299	3.86312	3.06798	2.00401
8.09448	3.85787	3.09945	2.00277
8.12598	3.85005	3.13089	2.00104
8.15747	3.84111	3.16231	1.99882
8.18897	3.83203	3.19369	1.9961
8.22046	3.82345	3.22502	1.99289
8.25196	3.81578	3.25629	1.98919
8.28345	3.80926	3.28751	1.985
8.31494	3.80402	3.31865	1.98032
8.34644	3.80011	3.34972	1.97514
8.37793	3.79754	3.3807	1.96949
8.40943	3.79628	3.41159	1.96334
8.44092	3.79626	3.44238	1.95671
8.47242	3.79742	3.47306	1.9496
8.50391	3.79967	3.50362	1.94201
8.53541	3.80295	3.53407	1.93394
8.5669	3.80714	3.56438	1.92539
8.59839	3.81217	3.59455	1.91636
8.62989	3.81794	3.62458	1.90687
8.66138	3.82436	3.65445	1.8969
8.69288	3.83133	3.68417	1.88647
8.72437	3.83876	3.71372	1.87557
8.75587	3.84656	3.74309	1.8642
8.78736	3.85462	3.77228	1.85238
8.81886	3.86286	3.80128	1.8401
8.85035	3.87118	3.83009	1.82736
8.88185	3.87948	3.85869	1.81418
8.91334	3.88768	3.88708	1.80055
8.94483	3.89566	3.91525	1.78647
8.97633	3.90335	3.9432	1.77195
9.00782	3.91066	3.97092	1.75699
9.03932	3.9175	3.99839	1.74161
9.07081	3.92379	4.02563	1.72579
9.10231	3.92947	4.05261	1.70954
9.1338	3.93446	4.07933	1.69288
9.1653	3.93871	4.10579	1.67579
9.19679	3.94217	4.13198	1.6583
9.22828	3.9448	4.15789	1.64039
9.25978	3.94657	4.18351	1.62208
9.29127	3.94746	4.20884	1.60337
9.32277	3.94746	4.23388	1.58426
9.35426	3.94657	4.25861	1.56476
9.38576	3.94481	4.28304	1.54488
9.41725	3.94219	4.30714	1.52461
9.44875	3.93875	4.33093	1.50397
9.48024	3.93452	4.35439	1.48296
9.51173	3.92954	4.37752	1.46158
9.54323	3.92387	4.40031	1.43984
9.57472	3.91756	4.42275	1.41775
9.60622	3.91067	4.44484	1.39531
9.63771	3.90325	4.46658	1.37252
9.66921	3.89537	4.48796	1.34939
9.7007	3.88709	4.50897	1.32593
9.7322	3.87847	4.52961	1.30214
9.76369	3.86957	4.54988	1.27804
9.79518	3.86044	4.56976	1.25361
9.82668	3.85115	4.58926	1.22888
9.85817	3.84174	4.60837	1.20384
9.88967	3.83226	4.62708	1.17851
9.92116	3.82275	4.64539	1.15289
9.95266	3.81326	4.6633	1.12698
9.98415	3.80383	4.68079	1.10079
10.0156	3.79448	4.69788	1.07433
10.0471	3.78525	4.71454	1.04761
10.0786	3.77617	4.73079	1.02063
10.1101	3.76726	4.74661	0.993395
10.1416	3.75854	4.76199	0.965916
10.1731	3.75003	4.77695	0.938199
10.2046	3.74174	4.79147	0.910251
10.2361	3.73369	4.80555	0.882078
10.2676	3.72589	4.81918	0.853687
