# s	g2	z	x
8.09448	2.66712	3.09945	2.00277
8.12598	2.70543	3.13089	2.00104
8.15747	2.74257	3.16231	1.99882
8.18897	2.77851	3.19369	1.9961
8.22046	2.81324	3.22502	1.99289
8.25196	2.84673	3.25629	1.98919
8.28345	2.87896	3.28751	1.985
8.31494	2.90991	3.31865	1.98032
8.34644	2.94423	3.34972	1.97514
8.37793	2.98225	3.3807	1.96949
8.40943	3.01851	3.41159	1.96334
8.44092	3.053	3.44238	1.95671
8.47242	3.08572	3.47306	1.9496
8.50391	3.11664	3.50362	1.94201
8.53541	3.14577	3.53407	1.93394
8.5669	3.17311	3.56438	1.92539
8.59839	3.19866	3.59455	1.91636
8.62989	3.22241	3.62458	1.90687
8.66138	3.24439	3.65445	1.8969
8.69288	3.26459	3.68417	1.88647
8.72437	3.28302	3.71372	1.87557
8.75587	3.29971	3.74309	1.8642
8.78736	3.31465	3.77228	1.85238
8.81886	3.32788	3.80128	1.8401
8.85035	3.33941	3.83009	1.82736
8.88185	3.34926	3.85869	1.81418
8.91334	3.35746	3.88708	1.80055
8.94483	3.36402	3.91525	1.78647
8.97633	3.36899	3.9432	1.77195
9.00782	3.37239	3.97092	1.75699
9.03932	3.37425	3.99839	1.74161
9.07081	3.3746	4.02563	1.72579
9.10231	3.37348	4.05261	1.70954
9.1338	3.37092	4.07933	1.69288
9.1653	3.36697	4.10579	1.67579
9.19679	3.36167	4.13198	1.6583
9.22828	3.35505	4.15789	1.64039
9.25978	3.34715	4.18351	1.62208
9.29127	3.33803	4.20884	1.60337
9.32277	3.32772	4.23388	1.58426
9.35426	3.31627	4.25861	1.56476
9.38576	3.30374	4.28304	1.54488
9.41725	3.29015	4.30714	1.52461
9.44875	3.27558	4.33093	1.50397
9.48024	3.26005	4.35439	1.48296
9.51173	3.24364	4.37752	1.46158
9.54323	3.22638	4.40031	1.43984
9.57472	3.20832	4.42275	1.41775
9.60622	3.18953	4.44484	1.39531
9.63771	3.17005	4.46658	1.37252
9.66921	3.14993	4.48796	1.34939
9.7007	3.12923	4.50897	1.32593
9.7322	3.10799	4.52961	1.30214
9.76369	3.08628	4.54988	1.27804
9.79518	3.06415	4.56976	1.25361
9.82668	3.04165	4.58926	1.22888
9.85817	3.01882	4.60837	1.20384
9.88967	2.99573	4.62708	1.17851
9.92116	2.97243	4.64539	1.15289
9.95266	2.94897	4.6633	1.12698
9.98415	2.92553	4.68079	1.10079
10.0156	2.90789	4.69788	1.07433
10.0471	2.89025	4.71454	1.04761
10.0786	2.87264	4.73079	1.02063
10.1101	2.8551	4.74661	0.993395
10.1416	2.83766	4.76199	0.965916
10.1731	2.82036	4.77695	0.938199
10.2046	2.80324	4.79147	0.910251
10.2361	2.78632	4.80555	0.882078
10.2676	2.76964	4.81918	0.853687
10.2991	2.75323	4.83236	0.825086
10.3306	2.73713	4.8451	0.796282
10.3621	2.72136	4.85738	0.76728
10.3936	2.70597	4.8692	0.73809
10.4251	2.69096	4.88057	0.708717
10.4566	2.67638	4.89147	0.67917
10.4881	2.66225	4.9019	0.649454
10.5196	2.6486	4.91187	0.619579
10.5511	2.63544	4.92136	0.589551
10.5825	2.62282	4.93039	0.559377
10.614	2.61074	4.93894	0.529065
10.6455	2.59923	4.94701	0.498623
10.677	2.58832	4.9546	0.468058
10.7085	2.57801	4.96171	0.437377
10.74	2.56833	4.96834	0.406589
10.7715	2.55931	4.97449	0.3757
10.803	2.55094	4.98014	0.344718
10.8345	2.54325	4.98532	0.313651
10.866	2.53625	4.99	0.282507
10.8975	2.52996	4.99419	0.251293
10.929	2.52439	4.99789	0.220017
10.9605	2.51959	5.0011	0.188687
10.992	2.51554	5.00382	0.15731
11.0235	2.51224	5.00604	0.125895
11.055	2.50969	5.00777	0.0944484
11.0865	2.50787	5.00901	0.0629786
11.118	2.50678	5.00975	0.0314932
11.1444	2.50641	5.01	0
11.2444	2.07181	5.11	0
11.3444	1.79594	5.21	0
11.4444	1.59191	5.31	0
11.5444	1.43859	5.41	0
11.6444	1.32391	5.51	0
11.7444	1.22747	5.61	0
11.8444	1.14739	5.71	0
11.9444	1.07594	5.81	0
12.0444	1.02591	5.91	0
12.1444	0.984582	6.01	0
12.2444	0.948045	6.11	0
12.3444	0.917376	6.21	0
12.4444	0.897477	6.31	0
12.5444	0.88679	6.41	0
12.6444	0.880934	6.51	0
12.7444	0.890371	6.61	0
12.8444	0.909746	6.71	0
12.9444	0.938033	6.81	0
13.0444	0.972785	6.91	0
13.1444	1.01386	7.01	0
13.2444	1.0484	7.11	0
13.3444	1.06347	7.21	0
13.4444	1.06996	7.31	0
13.5444	1.06516	7.41	0
13.6444	1.05805	7.51	0
13.7444	1.04245	7.61	0
13.8444	1.02848	7.71	0
13.9444	1.01027	7.81	0
14.0444	0.999989	7.91	0
14.1444	0.988063	8.01	0
14.2444	0.977999	8.11	0
14.3444	0.969543	8.21	0
14.4444	0.970698	8.31	0
14.5444	0.972664	8.41	0
14.6444	0.976737	8.51	0
14.7444	0.978229	8.61	0
14.8444	0.984782	8.71	0
14.9444	0.99177	8.81	0
15.0444	0.994631	8.91	0
15.1444	0.999739	9.01	0
15.2444	1.00343	9.11	0
15.3444	1.01003	9.21	0
15.4444	1.01263	9.31	0
15.5444	1.00855	9.41	0
15.6444	1.00767	9.51	0
15.7444	1.00661	9.61	0
15.8444	1.00449	9.71	0
15.9444	1.00528	9.81	0
16.0444	1.00052	9.91	0
16.1444	1.00104	10.01	0
16.2444	0.999689	10.11	0
16.3444	1.00116	10.21	0
16.4444	0.995926	10.31	0
16.5444	0.997379	10.41	0
16.6444	0.997073	10.51	0
16.7444	0.998251	10.61	0
16.8444	0.996496	10.71	0
16.9444	0.99842	10.81	0
17.0444	0.997437	10.91	0
17.1444	0.998835	11.01	0
17.2444	0.999309	11.11	0
17.3444	1.00071	11.21	0
17.4444	1.00062	11.31	0
17.5444	1.00072	11.41	0
17.6444	1.0023	11.51	0
17.7444	1.00199	11.61	0
17.8444	1.00211	11.71	0
17.9444	1.0018	11.81	0
18.0444	0.999704	11.91	0
18.1444	0.997714	12.01	0
18.2444	0.999819	12.11	0
18.3444	0.999661	12.21	0
18.4444	0.999467	12.31	0
18.5444	0.998222	12.41	0
18.6444	0.999299	12.51	0
18.7444	1.00001	12.61	0
18.8444	1.00044	12.71	0
18.9444	0.997737	12.81	0
19.0444	1.00149	12.91	0
