# s	g2	z	x
10.5196	1.30038	4.91187	0.619579
10.5511	1.30048	4.92136	0.589551
10.5825	1.30056	4.93039	0.559377
10.614	1.30062	4.93894	0.529065
10.6455	1.30067	4.94701	0.498623
10.677	1.30072	4.9546	0.468058
10.7085	1.30075	4.96171	0.437377
10.74	1.30078	4.96834	0.406589
10.7715	1.3008	4.97449	0.3757
10.803	1.30081	4.98014	0.344718
10.8345	1.30082	4.98532	0.313651
10.866	1.30083	4.99	0.282507
10.8975	1.30083	4.99419	0.251293
10.929	1.30083	4.99789	0.220017
10.9605	1.30083	5.0011	0.188687
10.992	1.30083	5.00382	0.15731
11.0235	1.30083	5.00604	0.125895
11.055	1.30083	5.00777	0.0944484
11.0865	1.30083	5.00901	0.0629786
11.118	1.30083	5.00975	0.0314932
11.1444	1.30083	5.01	0
11.2444	1.26132	5.11	0
11.3444	1.23454	5.21	0
11.4444	1.20247	5.31	0
11.5444	1.17263	5.41	0
11.6444	1.14561	5.51	0
11.7444	1.12531	5.61	0
11.8444	1.09962	5.71	0
11.9444	1.08087	5.81	0
12.0444	1.0648	5.91	0
12.1444	1.04713	6.01	0
12.2444	1.03232	6.11	0
12.3444	1.01955	6.21	0
12.4444	1.0105	6.31	0
12.5444	0.999693	6.41	0
12.6444	0.990772	6.51	0
12.7444	0.987425	6.61	0
12.8444	0.986408	6.71	0
12.9444	0.984668	6.81	0
13.0444	0.984672	6.91	0
13.1444	0.987404	7.01	0
13.2444	0.992629	7.11	0
13.3444	0.994523	7.21	0
13.4444	0.997542	7.31	0
13.5444	0.997482	7.41	0
13.6444	0.99991	7.51	0
13.7444	1.00012	7.61	0
13.8444	0.999804	7.71	0
13.9444	1.00022	7.81	0
14.0444	1.00123	7.91	0
14.1444	1.00146	8.01	0
14.2444	1.00172	8.11	0
14.3444	1.00191	8.21	0
14.4444	1.00034	8.31	0
14.5444	1.00048	8.41	0
14.6444	1.00043	8.51	0
14.7444	0.999834	8.61	0
14.8444	1.00078	8.71	0
14.9444	1.00028	8.81	0
15.0444	0.999138	8.91	0
15.1444	1.00088	9.01	0
15.2444	0.999599	9.11	0
15.3444	0.999715	9.21	0
15.4444	1	9.31	0
15.5444	1.00113	9.41	0
15.6444	0.999603	9.51	0
15.7444	1.00016	9.61	0
15.8444	1.00084	9.71	0
15.9444	0.999405	9.81	0
16.0444	1.00047	9.91	0
16.1444	0.999386	10.01	0
16.2444	1.00092	10.11	0
16.3444	0.99987	10.21	0
16.4444	1.0004	10.31	0
16.5444	0.999572	10.41	0
16.6444	0.999664	10.51	0
16.7444	1.00005	10.61	0
16.8444	0.999568	10.71	0
16.9444	0.999127	10.81	0
17.0444	0.999268	10.91	0
17.1444	1.00072	11.01	0
17.2444	0.999908	11.11	0
17.3444	0.999765	11.21	0
17.4444	0.999355	11.31	0
17.5444	0.999651	11.41	0
17.6444	1.00002	11.51	0
17.7444	0.999818	11.61	0
17.8444	1.00097	11.71	0
17.9444	0.999671	11.81	0
18.0444	1.00039	11.91	0
18.1444	0.999392	12.01	0
18.2444	1.00009	12.11	0
18.3444	0.999984	12.21	0
18.4444	0.999163	12.31	0
18.5444	0.999698	12.41	0
18.6444	0.999511	12.51	0
18.7444	1.00069	12.61	0
18.8444	1.00047	12.71	0
18.9444	1.00015	12.81	0
19.0444	0.999899	12.91	0
