# s	g2	z	x
0	0.999058	3.005	10
0.1	0.998376	3.005	9.9
0.2	0.999337	3.005	9.8
0.3	0.999772	3.005	9.7
0.4	0.999171	3.005	9.6
0.5	0.999264	3.005	9.5
0.6	0.999958	3.005	9.4
0.7	1.00051	3.005	9.3
0.8	0.999233	3.005	9.2
0.9	0.999152	3.005	9.1
1	0.999969	3.005	9
1.1	0.999902	3.005	8.9
1.2	0.998361	3.005	8.8
1.3	0.999861	3.005	8.7
1.4	1.00131	3.005	8.6
1.5	0.99894	3.005	8.5
1.6	0.998176	3.005	8.4
1.7	0.998533	3.005	8.3
1.8	1.00001	3.005	8.2
1.9	1.00046	3.005	8.1
2	0.998326	3.005	8
2.1	0.997115	3.005	7.9
2.2	0.997767	3.005	7.8
2.3	0.998724	3.005	7.7
2.4	1.00005	3.005	7.6
2.5	0.998698	3.005	7.5
2.6	0.997696	3.005	7.4
2.7	1.0001	3.005	7.3
2.8	1.00099	3.005	7.2
2.9	1.0028	3.005	7.1
3	1.00129	3.005	7
3.1	1.00163	3.005	6.9
3.2	1.00204	3.005	6.8
3.3	1.0032	3.005	6.7
3.4	1.00306	3.005	6.6
3.5	1.00173	3.005	6.5
3.6	1.00214	3.005	6.4
3.7	1.00013	3.005	6.3
3.8	1.00126	3.005	6.2
3.9	0.998303	3.005	6.1
4	0.99564	3.005	6
4.1	0.992862	3.005	5.9
4.2	0.99328	3.005	5.8
4.3	0.99016	3.005	5.7
4.4	0.990288	3.005	5.6
4.5	0.990778	3.005	5.5
4.6	0.991998	3.005	5.4
4.7	0.993435	3.005	5.3
4.8	0.997518	3.005	5.2
4.9	1.00329	3.005	5.1
5	1.00757	3.005	5
5.1	1.01142	3.005	4.9
5.2	1.01723	3.005	4.8
5.3	1.0235	3.005	4.7
5.4	1.02776	3.005	4.6
5.5	1.03117	3.005	4.5
5.6	1.03275	3.005	4.4
5.7	1.02703	3.005	4.3
5.8	1.01963	3.005	4.2
5.9	1.00483	3.005	4.1
6	0.981343	3.005	4
6.1	0.95597	3.005	3.9
6.2	0.937477	3.005	3.8
6.3	0.917729	3.005	3.7
6.4	0.909934	3.005	3.6
6.5	0.9043	3.005	3.5
6.6	0.912649	3.005	3.4
6.7	0.920774	3.005	3.3
6.8	0.939342	3.005	3.2
6.9	0.964347	3.005	3.1
7	0.999122	3.005	3
7.1	1.03965	3.005	2.9
7.2	1.08903	3.005	2.8
7.3	1.15719	3.005	2.7
7.4	1.23007	3.005	2.6
7.5	1.31988	3.005	2.5
7.6	1.42109	3.005	2.4
7.7	1.54222	3.005	2.3
7.8	1.67896	3.005	2.2
7.9	1.84197	3.005	2.1
8	2.02848	3.005	2.005
8.03149	2.04084	3.03649	2.00475
8.06299	2.05287	3.06798	2.00401
8.09448	2.06458	3.09945	2.00277
8.12598	2.07729	3.13089	2.00104
8.15747	2.09052	3.16231	1.99882
8.18897	2.10336	3.19369	1.9961
8.22046	2.11581	3.22502	1.99289
8.25196	2.12787	3.25629	1.98919
8.28345	2.13956	3.28751	1.985
8.31494	2.15088	3.31865	1.98032
8.34644	2.16184	3.34972	1.97514
8.37793	2.17245	3.3807	1.96949
8.40943	2.18272	3.41159	1.96334
8.44092	2.19266	3.44238	1.95671
8.47242	2.20229	3.47306	1.9496
8.50391	2.21159	3.50362	1.94201
8.53541	2.22058	3.53407	1.93394
8.5669	2.22925	3.56438	1.92539
8.59839	2.23761	3.59455	1.91636
8.62989	2.24563	3.62458	1.90687
8.66138	2.25332	3.65445	1.8969
8.69288	2.26066	3.68417	1.88647
8.72437	2.26764	3.71372	1.87557
8.75587	2.27426	3.74309	1.8642
8.78736	2.2805	3.77228	1.85238
8.81886	2.28635	3.80128	1.8401
8.85035	2.2918	3.83009	1.82736
8.88185	2.29684	3.85869	1.81418
8.91334	2.30145	3.88708	1.80055
8.94483	2.30564	3.91525	1.78647
8.97633	2.30938	3.9432	1.77195
9.00782	2.31268	3.97092	1.75699
9.03932	2.31553	3.99839	1.74161
9.07081	2.31792	4.02563	1.72579
9.10231	2.31985	4.05261	1.70954
9.1338	2.32131	4.07933	1.69288
9.1653	2.32231	4.10579	1.67579
9.19679	2.32284	4.13198	1.6583
9.22828	2.32292	4.15789	1.64039
9.25978	2.32252	4.18351	1.62208
9.29127	2.32168	4.20884	1.60337
9.32277	2.32038	4.23388	1.58426
9.35426	2.31863	4.25861	1.56476
9.38576	2.31645	4.28304	1.54488
9.41725	2.31384	4.30714	1.52461
9.44875	2.31081	4.33093	1.50397
9.48024	2.30737	4.35439	1.48296
9.51173	2.30354	4.37752	1.46158
9.54323	2.29932	4.40031	1.43984
9.57472	2.29473	4.42275	1.41775
9.60622	2.28979	4.44484	1.39531
9.63771	2.28451	4.46658	1.37252
9.66921	2.27891	4.48796	1.34939
9.7007	2.273	4.50897	1.32593
9.7322	2.26681	4.52961	1.30214
9.76369	2.26034	4.54988	1.27804
9.79518	2.25363	4.56976	1.25361
9.82668	2.24668	4.58926	1.22888
9.85817	2.2396	4.60837	1.20384
9.88967	2.23308	4.62708	1.17851
9.92116	2.22721	4.64539	1.15289
9.95266	2.22193	4.6633	1.12698
9.98415	2.21721	4.68079	1.10079
10.0156	2.21297	4.69788	1.07433
10.0471	2.2092	4.71454	1.04761
10.0786	2.20583	4.73079	1.02063
10.1101	2.20283	4.74661	0.993395
10.1416	2.20018	4.76199	0.965916
10.1731	2.19783	4.77695	0.938199
10.2046	2.19576	4.79147	0.910251
10.2361	2.19395	4.80555	0.882078
10.2676	2.19236	4.81918	0.853687
10.2991	2.19097	4.83236	0.825086
10.3306	2.18976	4.8451	0.796282
10.3621	2.18872	4.85738	0.76728
10.3936	2.18783	4.8692	0.73809
10.4251	2.18707	4.88057	0.708717
10.4566	2.18643	4.89147	0.67917
10.4881	2.18588	4.9019	0.649454
10.5196	2.18543	4.91187	0.619579
10.5511	2.18506	4.92136	0.589551
10.5825	2.18476	4.93039	0.559377
10.614	2.18452	4.93894	0.529065
10.6455	2.18433	4.94701	0.498623
10.677	2.18418	4.9546	0.468058
10.7085	2.18408	4.96171	0.437377
10.74	2.184	4.96834	0.406589
10.7715	2.18395	4.97449	0.3757
10.803	2.18392	4.98014	0.344718
10.8345	2.18391	4.98532	0.313651
10.866	2.18391	4.99	0.282507
10.8975	2.18392	4.99419	0.251293
10.929	2.18394	4.99789	0.220017
10.9605	2.18395	5.0011	0.188687
10.992	2.18397	5.00382	0.15731
11.0235	2.18399	5.00604	0.125895
11.055	2.18401	5.00777	0.0944484
11.0865	2.18402	5.00901	0.0629786
11.118	2.18403	5.00975	0.0314932
11.1444	2.18403	5.01	0
11.2444	1.94342	5.11	0
11.3444	1.74958	5.21	0
11.4444	1.58234	5.31	0
11.5444	1.44173	5.41	0
11.6444	1.32618	5.51	0
11.7444	1.22259	5.61	0
11.8444	1.13264	5.71	0
11.9444	1.05905	5.81	0
12.0444	1.00377	5.91	0
12.1444	0.962948	6.01	0
12.2444	0.928581	6.11	0
12.3444	0.904218	6.21	0
12.4444	0.887922	6.31	0
12.5444	0.882879	6.41	0
12.6444	0.881348	6.51	0
12.7444	0.89353	6.61	0
12.8444	0.912038	6.71	0
12.9444	0.938111	6.81	0
13.0444	0.96503	6.91	0
13.1444	0.998615	7.01	0
13.2444	1.02388	7.11	0
13.3444	1.03968	7.21	0
13.4444	1.04289	7.31	0
13.5444	1.04669	7.41	0
13.6444	1.04284	7.51	0
13.7444	1.03512	7.61	0
13.8444	1.028	7.71	0
13.9444	1.0159	7.81	0
14.0444	1.00886	7.91	0
14.1444	1.00311	8.01	0
14.2444	0.996761	8.11	0
14.3444	0.989161	8.21	0
14.4444	0.984758	8.31	0
14.5444	0.986392	8.41	0
14.6444	0.984779	8.51	0
14.7444	0.986055	8.61	0
14.8444	0.988453	8.71	0
14.9444	0.991927	8.81	0
15.0444	0.992811	8.91	0
15.1444	0.996672	9.01	0
15.2444	1.00044	9.11	0
15.3444	1.00462	9.21	0
15.4444	1.00759	9.31	0
15.5444	1.00574	9.41	0
15.6444	1.00485	9.51	0
15.7444	1.00513	9.61	0
15.8444	1.0037	9.71	0
15.9444	1.00386	9.81	0
16.0444	1.00051	9.91	0
16.1444	1.00115	10.01	0
16.2444	1.00057	10.11	0
16.3444	1.00069	10.21	0
16.4444	0.997568	10.31	0
16.5444	0.997831	10.41	0
16.6444	0.997509	10.51	0
16.7444	0.999663	10.61	0
16.8444	0.996971	10.71	0
16.9444	0.997493	10.81	0
17.0444	0.997022	10.91	0
17.1444	0.998933	11.01	0
17.2444	1.00045	11.11	0
17.3444	1.00099	11.21	0
17.4444	0.999885	11.31	0
17.5444	0.998582	11.41	0
17.6444	1.00004	11.51	0
17.7444	1.00094	11.61	0
17.8444	1.0011	11.71	0
17.9444	0.999479	11.81	0
18.0444	1.00032	11.91	0
18.1444	0.998777	12.01	0
18.2444	0.999823	12.11	0
18.3444	0.999294	12.21	0
18.4444	1.00052	12.31	0
18.5444	0.999097	12.41	0
18.6444	0.999102	12.51	0
18.7444	1.00039	12.61	0
18.8444	1.0003	12.71	0
18.9444	0.998539	12.81	0
19.0444	1.00013	12.91	0
