# s	g2	z	x
7.1	1.00064	3.005	2.9
7.2	1.0791	3.005	2.8
7.3	1.17259	3.005	2.7
7.4	1.27904	3.005	2.6
7.5	1.39791	3.005	2.5
7.6	1.53196	3.005	2.4
7.7	1.68941	3.005	2.3
7.8	1.88648	3.005	2.2
7.9	2.15	3.005	2.1
8	2.49835	3.005	2.005
8.03149	2.50413	3.03649	2.00475
8.06299	2.508	3.06798	2.00401
8.09448	2.5104	3.09945	2.00277
8.12598	2.51169	3.13089	2.00104
8.15747	2.51214	3.16231	1.99882
8.18897	2.512	3.19369	1.9961
8.22046	2.51146	3.22502	1.99289
8.25196	2.51066	3.25629	1.98919
8.28345	2.50974	3.28751	1.985
8.31494	2.50878	3.31865	1.98032
8.34644	2.50788	3.34972	1.97514
8.37793	2.50708	3.3807	1.96949
8.40943	2.50644	3.41159	1.96334
8.44092	2.50597	3.44238	1.95671
8.47242	2.50572	3.47306	1.9496
8.50391	2.5057	3.50362	1.94201
8.53541	2.5059	3.53407	1.93394
8.5669	2.50634	3.56438	1.92539
8.59839	2.50701	3.59455	1.91636
8.62989	2.50791	3.62458	1.90687
8.66138	2.50903	3.65445	1.8969
8.69288	2.51035	3.68417	1.88647
8.72437	2.51185	3.71372	1.87557
8.75587	2.51354	3.74309	1.8642
8.78736	2.51537	3.77228	1.85238
8.81886	2.51734	3.80128	1.8401
8.85035	2.51943	3.83009	1.82736
8.88185	2.52161	3.85869	1.81418
8.91334	2.52387	3.88708	1.80055
8.94483	2.52617	3.91525	1.78647
8.97633	2.5285	3.9432	1.77195
9.00782	2.53084	3.97092	1.75699
9.03932	2.53315	3.99839	1.74161
9.07081	2.53543	4.02563	1.72579
9.10231	2.53765	4.05261	1.70954
9.1338	2.53979	4.07933	1.69288
9.1653	2.54183	4.10579	1.67579
9.19679	2.54375	4.13198	1.6583
9.22828	2.54553	4.15789	1.64039
9.25978	2.54717	4.18351	1.62208
9.29127	2.54863	4.20884	1.60337
9.32277	2.54992	4.23388	1.58426
9.35426	2.55101	4.25861	1.56476
9.38576	2.5519	4.28304	1.54488
9.41725	2.55259	4.30714	1.52461
9.44875	2.55306	4.33093	1.50397
9.48024	2.55331	4.35439	1.48296
9.51173	2.55334	4.37752	1.46158
9.54323	2.55316	4.40031	1.43984
9.57472	2.55275	4.42275	1.41775
9.60622	2.55213	4.44484	1.39531
9.63771	2.5513	4.46658	1.37252
9.66921	2.55026	4.48796	1.34939
9.7007	2.54903	4.50897	1.32593
9.7322	2.54761	4.52961	1.30214
9.76369	2.546	4.54988	1.27804
9.79518	2.54424	4.56976	1.25361
9.82668	2.54231	4.58926	1.22888
9.85817	2.54024	4.60837	1.20384
9.88967	2.53804	4.62708	1.17851
9.92116	2.53572	4.64539	1.15289
9.95266	2.53329	4.6633	1.12698
9.98415	2.53077	4.68079	1.10079
10.0156	2.52817	4.69788	1.07433
10.0471	2.52551	4.71454	1.04761
10.0786	2.52279	4.73079	1.02063
10.1101	2.52003	4.74661	0.993395
10.1416	2.51724	4.76199	0.965916
10.1731	2.51443	4.77695	0.938199
10.2046	2.51162	4.79147	0.910251
10.2361	2.50881	4.80555	0.882078
10.2676	2.50602	4.81918	0.853687
10.2991	2.50326	4.83236	0.825086
10.3306	2.50053	4.8451	0.796282
10.3621	2.49784	4.85738	0.76728
10.3936	2.49521	4.8692	0.73809
10.4251	2.49263	4.88057	0.708717
10.4566	2.49012	4.89147	0.67917
10.4881	2.48769	4.9019	0.649454
10.5196	2.48533	4.91187	0.619579
10.5511	2.48306	4.92136	0.589551
10.5825	2.48088	4.93039	0.559377
10.614	2.47879	4.93894	0.529065
10.6455	2.47681	4.94701	0.498623
10.677	2.47492	4.9546	0.468058
10.7085	2.47315	4.96171	0.437377
10.74	2.47148	4.96834	0.406589
10.7715	2.46993	4.97449	0.3757
10.803	2.46849	4.98014	0.344718
10.8345	2.46717	4.98532	0.313651
10.866	2.46597	4.99	0.282507
10.8975	2.46489	4.99419	0.251293
10.929	2.46393	4.99789	0.220017
10.9605	2.46298	5.0011	0.188687
10.992	2.46229	5.00382	0.15731
11.0235	2.46166	5.00604	0.125895
11.055	2.46118	5.00777	0.0944484
11.0865	2.46084	5.00901	0.0629786
11.118	2.46064	5.00975	0.0314932
11.1444	2.46057	5.01	0
11.2444	2.09814	5.11	0
11.3444	1.84981	5.21	0
11.4444	1.66555	5.31	0
11.5444	1.51697	5.41	0
11.6444	1.38856	5.51	0
11.7444	1.27313	5.61	0
11.8444	1.16874	5.71	0
11.9444	1.07651	5.81	0
12.0444	0.998874	5.91	0
12.1444	0.938309	6.01	0
12.2444	0.89642	6.11	0
12.3444	0.873476	6.21	0
12.4444	0.868261	6.31	0
12.5444	0.878214	6.41	0
12.6444	0.89977	6.51	0
12.7444	0.928816	6.61	0
12.8444	0.961169	6.71	0
12.9444	0.99301	6.81	0
13.0444	1.02122	6.91	0
13.1444	1.04359	7.01	0
13.2444	1.05888	7.11	0
13.3444	1.06673	7.21	0
13.4444	1.06758	7.31	0
13.5444	1.06243	7.41	0
13.6444	1.05271	7.51	0
13.7444	1.04005	7.61	0
13.8444	1.02608	7.71	0
13.9444	1.01232	7.81	0
14.0444	1.00001	7.91	0
14.1444	0.990041	8.01	0
14.2444	0.982924	8.11	0
14.3444	0.978814	8.21	0
14.4444	0.977545	8.31	0
14.5444	0.978705	8.41	0
14.6444	0.981717	8.51	0
14.7444	0.985932	8.61	0
14.8444	0.990703	8.71	0
14.9444	0.99545	8.81	0
15.0444	0.999706	8.91	0
15.1444	1.00314	9.01	0
15.2444	1.00558	9.11	0
15.3444	1.00696	9.21	0
15.4444	1.00736	9.31	0
15.5444	1.00693	9.41	0
15.6444	1.00587	9.51	0
15.7444	1.00442	9.61	0
15.8444	1.00279	9.71	0
15.9444	1.0012	9.81	0
16.0444	0.999787	9.91	0
16.1444	0.998674	10.01	0
16.2444	0.997914	10.11	0
16.3444	0.997518	10.21	0
16.4444	0.997457	10.31	0
16.5444	0.997674	10.41	0
16.6444	0.998093	10.51	0
16.7444	0.998632	10.61	0
16.8444	0.999211	10.71	0
16.9444	0.999764	10.81	0
17.0444	1.00024	10.91	0
17.1444	1.0006	11.01	0
17.2444	1.00083	11.11	0
17.3444	1.00093	11.21	0
17.4444	1.00091	11.31	0
17.5444	1.00081	11.41	0
17.6444	1.00064	11.51	0
17.7444	1.00043	11.61	0
17.8444	1.00022	11.71	0
17.9444	1.00003	11.81	0
18.0444	0.999863	11.91	0
18.1444	0.999746	12.01	0
18.2444	0.999676	12.11	0
18.3444	0.999652	12.21	0
18.4444	0.999669	12.31	0
18.5444	0.999716	12.41	0
18.6444	0.999784	12.51	0
18.7444	0.999862	12.61	0
18.8444	0.999939	12.71	0
18.9444	1.00001	12.81	0
19.0444	1.00006	12.91	0
