# s	g2	z	x
10.4566	3.02017	4.89147	0.67917
10.4881	3.02106	4.9019	0.649454
10.5196	3.0221	4.91187	0.619579
10.5511	3.02324	4.92136	0.589551
10.5825	3.02445	4.93039	0.559377
10.614	3.0257	4.93894	0.529065
10.6455	3.02698	4.94701	0.498623
10.677	3.02827	4.9546	0.468058
10.7085	3.02954	4.96171	0.437377
10.74	3.03078	4.96834	0.406589
10.7715	3.03198	4.97449	0.3757
10.803	3.03312	4.98014	0.344718
10.8345	3.03419	4.98532	0.313651
10.866	3.03519	4.99	0.282507
10.8975	3.0361	4.99419	0.251293
10.929	3.03692	4.99789	0.220017
10.9605	3.03764	5.0011	0.188687
10.992	3.03826	5.00382	0.15731
11.0235	3.03878	5.00604	0.125895
11.055	3.03918	5.00777	0.0944484
11.0865	3.03947	5.00901	0.0629786
11.118	3.03964	5.00975	0.0314932
11.1444	3.0397	5.01	0
11.2444	2.49546	5.11	0
11.3444	2.07184	5.21	0
11.4444	1.74724	5.31	0
11.5444	1.48664	5.41	0
11.6444	1.28283	5.51	0
11.7444	1.11454	5.61	0
11.8444	1.00336	5.71	0
11.9444	0.907596	5.81	0
12.0444	0.846477	5.91	0
12.1444	0.799124	6.01	0
12.2444	0.780506	6.11	0
12.3444	0.765385	6.21	0
12.4444	0.778962	6.31	0
12.5444	0.800299	6.41	0
12.6444	0.828809	6.51	0
12.7444	0.876339	6.61	0
12.8444	0.931117	6.71	0
12.9444	0.97731	6.81	0
13.0444	1.03773	6.91	0
13.1444	1.09896	7.01	0
13.2444	1.13324	7.11	0
13.3444	1.13465	7.21	0
13.4444	1.11902	7.31	0
13.5444	1.09508	7.41	0
13.6444	1.0628	7.51	0
13.7444	1.03201	7.61	0
13.8444	1.00564	7.71	0
13.9444	0.979041	7.81	0
14.0444	0.967672	7.91	0
14.1444	0.948243	8.01	0
14.2444	0.945113	8.11	0
14.3444	0.946077	8.21	0
14.4444	0.946615	8.31	0
14.5444	0.9564	8.41	0
14.6444	0.966136	8.51	0
14.7444	0.979795	8.61	0
14.8444	0.99485	8.71	0
14.9444	1.00553	8.81	0
15.0444	1.01307	8.91	0
15.1444	1.02405	9.01	0
15.2444	1.02553	9.11	0
15.3444	1.02818	9.21	0
15.4444	1.02513	9.31	0
15.5444	1.01985	9.41	0
15.6444	1.01251	9.51	0
15.7444	1.00314	9.61	0
15.8444	0.997878	9.71	0
15.9444	0.990807	9.81	0
16.0444	0.988496	9.91	0
16.1444	0.986081	10.01	0
16.2444	0.986064	10.11	0
16.3444	0.98687	10.21	0
16.4444	0.987835	10.31	0
16.5444	0.989778	10.41	0
16.6444	0.995876	10.51	0
16.7444	0.997498	10.61	0
16.8444	0.999163	10.71	0
16.9444	1.00305	10.81	0
17.0444	1.00518	10.91	0
17.1444	1.00512	11.01	0
17.2444	1.00731	11.11	0
17.3444	1.00507	11.21	0
17.4444	1.00428	11.31	0
17.5444	1.00365	11.41	0
17.6444	1.00099	11.51	0
17.7444	1.00015	11.61	0
17.8444	0.997451	11.71	0
17.9444	0.996439	11.81	0
18.0444	0.997266	11.91	0
18.1444	0.995488	12.01	0
18.2444	0.996061	12.11	0
18.3444	0.994589	12.21	0
18.4444	0.995892	12.31	0
18.5444	0.994685	12.41	0
18.6444	0.996167	12.51	0
18.7444	0.996333	12.61	0
18.8444	0.999746	12.71	0
18.9444	1.00287	12.81	0
19.0444	1.00058	12.91	0
