# s	g2	z	x
0	0.998858	3.005	10
0.1	0.999673	3.005	9.9
0.2	0.999829	3.005	9.8
0.3	0.999558	3.005	9.7
0.4	1.00003	3.005	9.6
0.5	1.00018	3.005	9.5
0.6	0.999822	3.005	9.4
0.7	1.00032	3.005	9.3
0.8	1.00022	3.005	9.2
0.9	0.999209	3.005	9.1
1	1.00049	3.005	9
1.1	1.00046	3.005	8.9
1.2	1.00042	3.005	8.8
1.3	0.999075	3.005	8.7
1.4	0.99957	3.005	8.6
1.5	0.99996	3.005	8.5
1.6	0.99936	3.005	8.4
1.7	1.00007	3.005	8.3
1.8	1.00034	3.005	8.2
1.9	1.00005	3.005	8.1
2	0.999816	3.005	8
2.1	0.999515	3.005	7.9
2.2	1.00029	3.005	7.8
2.3	1.00002	3.005	7.7
2.4	1.00042	3.005	7.6
2.5	1.00104	3.005	7.5
2.6	1.00049	3.005	7.4
2.7	1.00141	3.005	7.3
2.8	0.999711	3.005	7.2
2.9	1.00046	3.005	7.1
3	1.00139	3.005	7
3.1	1.00096	3.005	6.9
3.2	0.999232	3.005	6.8
3.3	0.999966	3.005	6.7
3.4	0.999334	3.005	6.6
3.5	1.00011	3.005	6.5
3.6	1.00042	3.005	6.4
3.7	0.998744	3.005	6.3
3.8	0.998188	3.005	6.2
3.9	0.998126	3.005	6.1
4	1.00082	3.005	6
4.1	0.998965	3.005	5.9
4.2	0.998986	3.005	5.8
4.3	0.999611	3.005	5.7
4.4	1.00021	3.005	5.6
4.5	1.00049	3.005	5.5
4.6	0.999741	3.005	5.4
4.7	1.00184	3.005	5.3
4.8	1.00195	3.005	5.2
4.9	1.00323	3.005	5.1
5	1.00237	3.005	5
5.1	1.00505	3.005	4.9
5.2	1.00514	3.005	4.8
5.3	1.00441	3.005	4.7
5.4	1.00382	3.005	4.6
5.5	1.00222	3.005	4.5
5.6	0.99965	3.005	4.4
5.7	0.997411	3.005	4.3
5.8	0.993091	3.005	4.2
5.9	0.987244	3.005	4.1
6	0.981979	3.005	4
6.1	0.972256	3.005	3.9
6.2	0.96786	3.005	3.8
6.3	0.967124	3.005	3.7
6.4	0.969539	3.005	3.6
6.5	0.977538	3.005	3.5
6.6	0.982186	3.005	3.4
6.7	0.994595	3.005	3.3
6.8	1.00894	3.005	3.2
6.9	1.02678	3.005	3.1
7	1.04786	3.005	3
7.1	1.0726	3.005	2.9
7.2	1.10565	3.005	2.8
7.3	1.13618	3.005	2.7
7.4	1.17296	3.005	2.6
7.5	1.21226	3.005	2.5
7.6	1.25637	3.005	2.4
7.7	1.31331	3.005	2.3
7.8	1.3662	3.005	2.2
7.9	1.42762	3.005	2.1
8	1.47972	3.005	2.005
8.03149	1.48564	3.03649	2.00475
8.06299	1.49145	3.06798	2.00401
8.09448	1.49812	3.09945	2.00277
8.12598	1.5057	3.13089	2.00104
8.15747	1.51312	3.16231	1.99882
8.18897	1.52038	3.19369	1.9961
8.22046	1.52747	3.22502	1.99289
8.25196	1.53439	3.25629	1.98919
8.28345	1.54114	3.28751	1.985
8.31494	1.54771	3.31865	1.98032
8.34644	1.5541	3.34972	1.97514
8.37793	1.56031	3.3807	1.96949
8.40943	1.56634	3.41159	1.96334
8.44092	1.57218	3.44238	1.95671
8.47242	1.57784	3.47306	1.9496
8.50391	1.58331	3.50362	1.94201
8.53541	1.58859	3.53407	1.93394
8.5669	1.59369	3.56438	1.92539
8.59839	1.59859	3.59455	1.91636
8.62989	1.60329	3.62458	1.90687
8.66138	1.60781	3.65445	1.8969
8.69288	1.61212	3.68417	1.88647
8.72437	1.61623	3.71372	1.87557
8.75587	1.62014	3.74309	1.8642
8.78736	1.62385	3.77228	1.85238
8.81886	1.62735	3.80128	1.8401
