# s	g2	z	x
8.85035	1.63064	3.83009	1.82736
8.88185	1.63373	3.85869	1.81418
8.91334	1.6366	3.88708	1.80055
8.94483	1.63927	3.91525	1.78647
8.97633	1.64172	3.9432	1.77195
9.00782	1.64396	3.97092	1.75699
9.03932	1.64599	3.99839	1.74161
9.07081	1.64781	4.02563	1.72579
9.10231	1.64942	4.05261	1.70954
9.1338	1.65082	4.07933	1.69288
9.1653	1.65201	4.10579	1.67579
9.19679	1.65299	4.13198	1.6583
9.22828	1.65376	4.15789	1.64039
9.25978	1.65434	4.18351	1.62208
9.29127	1.65471	4.20884	1.60337
9.32277	1.65489	4.23388	1.58426
9.35426	1.65487	4.25861	1.56476
9.38576	1.65466	4.28304	1.54488
9.41725	1.65427	4.30714	1.52461
9.44875	1.65369	4.33093	1.50397
9.48024	1.65294	4.35439	1.48296
9.51173	1.65202	4.37752	1.46158
9.54323	1.65093	4.40031	1.43984
9.57472	1.64968	4.42275	1.41775
9.60622	1.64827	4.44484	1.39531
9.63771	1.64672	4.46658	1.37252
9.66921	1.64502	4.48796	1.34939
9.7007	1.64319	4.50897	1.32593
9.7322	1.64123	4.52961	1.30214
9.76369	1.63915	4.54988	1.27804
9.79518	1.63696	4.56976	1.25361
9.82668	1.63466	4.58926	1.22888
9.85817	1.63229	4.60837	1.20384
9.88967	1.63004	4.62708	1.17851
9.92116	1.62795	4.64539	1.15289
9.95266	1.62602	4.6633	1.12698
9.98415	1.62422	4.68079	1.10079
10.0156	1.62256	4.69788	1.07433
10.0471	1.62102	4.71454	1.04761
10.0786	1.6196	4.73079	1.02063
10.1101	1.61829	4.74661	0.993395
10.1416	1.61708	4.76199	0.965916
10.1731	1.61596	4.77695	0.938199
10.2046	1.61493	4.79147	0.910251
10.2361	1.61398	4.80555	0.882078
10.2676	1.6131	4.81918	0.853687
10.2991	1.6123	4.83236	0.825086
10.3306	1.61157	4.8451	0.796282
10.3621	1.61089	4.85738	0.76728
10.3936	1.61027	4.8692	0.73809
10.4251	1.60971	4.88057	0.708717
10.4566	1.60919	4.89147	0.67917
10.4881	1.60872	4.9019	0.649454
10.5196	1.60829	4.91187	0.619579
10.5511	1.6079	4.92136	0.589551
10.5825	1.60754	4.93039	0.559377
10.614	1.60722	4.93894	0.529065
10.6455	1.60693	4.94701	0.498623
10.677	1.60666	4.9546	0.468058
10.7085	1.60643	4.96171	0.437377
10.74	1.60621	4.96834	0.406589
10.7715	1.60602	4.97449	0.3757
10.803	1.60586	4.98014	0.344718
10.8345	1.60571	4.98532	0.313651
10.866	1.60557	4.99	0.282507
10.8975	1.60546	4.99419	0.251293
10.929	1.60536	4.99789	0.220017
10.9605	1.60528	5.0011	0.188687
10.992	1.60521	5.00382	0.15731
11.0235	1.60515	5.00604	0.125895
11.055	1.60511	5.00777	0.0944484
11.0865	1.60508	5.00901	0.0629786
11.118	1.60506	5.00975	0.0314932
11.1444	1.60505	5.01	0
11.2444	1.51924	5.11	0
11.3444	1.43951	5.21	0
11.4444	1.37057	5.31	0
11.5444	1.29922	5.41	0
11.6444	1.24018	5.51	0
11.7444	1.19401	5.61	0
11.8444	1.14621	5.71	0
11.9444	1.10516	5.81	0
12.0444	1.07047	5.91	0
12.1444	1.0419	6.01	0
12.2444	1.01291	6.11	0
12.3444	0.993535	6.21	0
12.4444	0.976769	6.31	0
12.5444	0.966336	6.41	0
12.6444	0.960096	6.51	0
12.7444	0.953601	6.61	0
12.8444	0.952364	6.71	0
12.9444	0.959574	6.81	0
13.0444	0.967258	6.91	0
13.1444	0.97939	7.01	0
13.2444	0.989434	7.11	0
13.3444	0.99732	7.21	0
13.4444	1.00146	7.31	0
13.5444	1.00653	7.41	0
13.6444	1.00873	7.51	0
13.7444	1.00844	7.61	0
13.8444	1.0089	7.71	0
13.9444	1.00793	7.81	0
14.0444	1.00776	7.91	0
14.1444	1.0046	8.01	0
14.2444	1.00384	8.11	0
14.3444	1.00313	8.21	0
14.4444	1.00192	8.31	0
14.5444	0.999657	8.41	0
14.6444	1.00038	8.51	0
14.7444	0.998475	8.61	0
14.8444	0.998886	8.71	0
14.9444	0.998095	8.81	0
15.0444	0.998154	8.91	0
15.1444	0.99945	9.01	0
15.2444	0.997257	9.11	0
15.3444	0.997057	9.21	0
15.4444	0.99915	9.31	0
15.5444	1.00074	9.41	0
15.6444	1.00014	9.51	0
15.7444	1.00058	9.61	0
15.8444	1.00008	9.71	0
15.9444	0.999268	9.81	0
16.0444	0.999644	9.91	0
16.1444	1.00039	10.01	0
16.2444	1.00005	10.11	0
16.3444	1.00089	10.21	0
16.4444	1.00141	10.31	0
16.5444	1.00016	10.41	0
16.6444	0.999883	10.51	0
16.7444	1.0011	10.61	0
16.8444	1.00016	10.71	0
16.9444	0.999097	10.81	0
17.0444	0.998909	10.91	0
17.1444	0.99991	11.01	0
17.2444	1.00036	11.11	0
17.3444	1.00046	11.21	0
17.4444	1.00011	11.31	0
17.5444	0.999109	11.41	0
17.6444	0.999682	11.51	0
17.7444	0.999392	11.61	0
17.8444	0.999871	11.71	0
17.9444	1.00021	11.81	0
18.0444	1.00055	11.91	0
18.1444	1.00034	12.01	0
18.2444	0.999814	12.11	0
18.3444	1.0004	12.21	0
18.4444	1.00037	12.31	0
18.5444	0.998748	12.41	0
18.6444	1.00031	12.51	0
18.7444	0.999574	12.61	0
18.8444	0.999675	12.71	0
18.9444	1.00002	12.81	0
19.0444	1.00021	12.91	0
