# s	g2	z	x
0	0.999422	3.005	10
0.1	0.999055	3.005	9.9
0.2	0.999468	3.005	9.8
0.3	1.00021	3.005	9.7
0.4	1.00019	3.005	9.6
0.5	1.00046	3.005	9.5
0.6	0.999927	3.005	9.4
0.7	0.999902	3.005	9.3
0.8	1.00021	3.005	9.2
0.9	1.00012	3.005	9.1
1	1.0006	3.005	9
1.1	1.00088	3.005	8.9
1.2	1.00055	3.005	8.8
1.3	1.00033	3.005	8.7
1.4	0.99992	3.005	8.6
1.5	0.999322	3.005	8.5
1.6	0.999968	3.005	8.4
1.7	0.999292	3.005	8.3
1.8	1.00034	3.005	8.2
1.9	1.00013	3.005	8.1
2	1.00011	3.005	8
2.1	0.998921	3.005	7.9
2.2	0.998923	3.005	7.8
2.3	0.999418	3.005	7.7
2.4	1.00004	3.005	7.6
2.5	0.998865	3.005	7.5
2.6	1.00012	3.005	7.4
2.7	1.00154	3.005	7.3
2.8	1.00157	3.005	7.2
2.9	0.999992	3.005	7.1
3	1.00015	3.005	7
3.1	1.00024	3.005	6.9
3.2	1.00102	3.005	6.8
3.3	1.00052	3.005	6.7
3.4	1.00125	3.005	6.6
3.5	0.998592	3.005	6.5
3.6	1.00075	3.005	6.4
3.7	0.999466	3.005	6.3
3.8	0.997644	3.005	6.2
3.9	0.997558	3.005	6.1
4	0.998593	3.005	6
4.1	0.997669	3.005	5.9
4.2	0.996861	3.005	5.8
4.3	0.997126	3.005	5.7
4.4	0.997326	3.005	5.6
4.5	0.99868	3.005	5.5
4.6	0.998677	3.005	5.4
4.7	1.00044	3.005	5.3
4.8	1.00494	3.005	5.2
4.9	1.00513	3.005	5.1
5	1.00772	3.005	5
5.1	1.01027	3.005	4.9
5.2	1.01092	3.005	4.8
5.3	1.01267	3.005	4.7
5.4	1.01371	3.005	4.6
5.5	1.01282	3.005	4.5
5.6	1.01352	3.005	4.4
5.7	1.00756	3.005	4.3
5.8	0.998912	3.005	4.2
5.9	0.989555	3.005	4.1
6	0.975055	3.005	4
6.1	0.963299	3.005	3.9
6.2	0.951622	3.005	3.8
6.3	0.942175	3.005	3.7
6.4	0.94364	3.005	3.6
6.5	0.945554	3.005	3.5
6.6	0.953777	3.005	3.4
6.7	0.963343	3.005	3.3
6.8	0.982882	3.005	3.2
6.9	1.00484	3.005	3.1
7	1.03718	3.005	3
7.1	1.069	3.005	2.9
7.2	1.10705	3.005	2.8
7.3	1.15563	3.005	2.7
7.4	1.21202	3.005	2.6
7.5	1.26674	3.005	2.5
7.6	1.34036	3.005	2.4
7.7	1.4246	3.005	2.3
7.8	1.51207	3.005	2.2
7.9	1.61205	3.005	2.1
8	1.72134	3.005	2.005
8.03149	1.72418	3.03649	2.00475
8.06299	1.7266	3.06798	2.00401
8.09448	1.72867	3.09945	2.00277
8.12598	1.73045	3.13089	2.00104
8.15747	1.73197	3.16231	1.99882
8.18897	1.73329	3.19369	1.9961
8.22046	1.73443	3.22502	1.99289
8.25196	1.73544	3.25629	1.98919
8.28345	1.73632	3.28751	1.985
8.31494	1.73712	3.31865	1.98032
8.34644	1.73784	3.34972	1.97514
8.37793	1.73852	3.3807	1.96949
8.40943	1.73916	3.41159	1.96334
8.44092	1.73988	3.44238	1.95671
8.47242	1.74059	3.47306	1.9496
8.50391	1.7413	3.50362	1.94201
8.53541	1.742	3.53407	1.93394
8.5669	1.74272	3.56438	1.92539
8.59839	1.74345	3.59455	1.91636
8.62989	1.7442	3.62458	1.90687
8.66138	1.74497	3.65445	1.8969
8.69288	1.74577	3.68417	1.88647
8.72437	1.74659	3.71372	1.87557
8.75587	1.74744	3.74309	1.8642
8.78736	1.74831	3.77228	1.85238
8.81886	1.7492	3.80128	1.8401
8.85035	1.75011	3.83009	1.82736
8.88185	1.75104	3.85869	1.81418
8.91334	1.75198	3.88708	1.80055
8.94483	1.75293	3.91525	1.78647
8.97633	1.75389	3.9432	1.77195
9.00782	1.75485	3.97092	1.75699
9.03932	1.75581	3.99839	1.74161
9.07081	1.75676	4.02563	1.72579
9.10231	1.7577	4.05261	1.70954
9.1338	1.75862	4.07933	1.69288
9.1653	1.75952	4.10579	1.67579
9.19679	1.7604	4.13198	1.6583
9.22828	1.76125	4.15789	1.64039
9.25978	1.76207	4.18351	1.62208
9.29127	1.76285	4.20884	1.60337
9.32277	1.76359	4.23388	1.58426
9.35426	1.76428	4.25861	1.56476
9.38576	1.76493	4.28304	1.54488
9.41725	1.76553	4.30714	1.52461
9.44875	1.76607	4.33093	1.50397
9.48024	1.76656	4.35439	1.48296
9.51173	1.76699	4.37752	1.46158
9.54323	1.76737	4.40031	1.43984
9.57472	1.76768	4.42275	1.41775
9.60622	1.76793	4.44484	1.39531
9.63771	1.76813	4.46658	1.37252
9.66921	1.76826	4.48796	1.34939
9.7007	1.76833	4.50897	1.32593
9.7322	1.76834	4.52961	1.30214
9.76369	1.76829	4.54988	1.27804
9.79518	1.76819	4.56976	1.25361
9.82668	1.76803	4.58926	1.22888
9.85817	1.76781	4.60837	1.20384
9.88967	1.76754	4.62708	1.17851
9.92116	1.76722	4.64539	1.15289
9.95266	1.76685	4.6633	1.12698
9.98415	1.76643	4.68079	1.10079
10.0156	1.76597	4.69788	1.07433
10.0471	1.76548	4.71454	1.04761
10.0786	1.76494	4.73079	1.02063
10.1101	1.76437	4.74661	0.993395
10.1416	1.76378	4.76199	0.965916
10.1731	1.76315	4.77695	0.938199
10.2046	1.76251	4.79147	0.910251
10.2361	1.76184	4.80555	0.882078
10.2676	1.76115	4.81918	0.853687
10.2991	1.76046	4.83236	0.825086
10.3306	1.75975	4.8451	0.796282
10.3621	1.75904	4.85738	0.76728
10.3936	1.75833	4.8692	0.73809
10.4251	1.75762	4.88057	0.708717
10.4566	1.75691	4.89147	0.67917
10.4881	1.75621	4.9019	0.649454
10.5196	1.75552	4.91187	0.619579
10.5511	1.75484	4.92136	0.589551
10.5825	1.75418	4.93039	0.559377
10.614	1.75354	4.93894	0.529065
10.6455	1.75292	4.94701	0.498623
10.677	1.75233	4.9546	0.468058
10.7085	1.75176	4.96171	0.437377
10.74	1.75123	4.96834	0.406589
10.7715	1.75072	4.97449	0.3757
10.803	1.75025	4.98014	0.344718
10.8345	1.74981	4.98532	0.313651
10.866	1.74941	4.99	0.282507
10.8975	1.74904	4.99419	0.251293
10.929	1.74872	4.99789	0.220017
10.9605	1.74837	5.0011	0.188687
10.992	1.74811	5.00382	0.15731
11.0235	1.74787	5.00604	0.125895
11.055	1.74767	5.00777	0.0944484
11.0865	1.74754	5.00901	0.0629786
11.118	1.74746	5.00975	0.0314932
11.1444	1.74743	5.01	0
11.2444	1.61937	5.11	0
11.3444	1.5167	5.21	0
11.4444	1.42876	5.31	0
11.5444	1.34246	5.41	0
11.6444	1.26388	5.51	0
11.7444	1.21309	5.61	0
11.8444	1.15792	5.71	0
11.9444	1.1023	5.81	0
12.0444	1.06777	5.91	0
12.1444	1.03738	6.01	0
12.2444	1.0002	6.11	0
12.3444	0.981199	6.21	0
12.4444	0.959718	6.31	0
12.5444	0.95213	6.41	0
12.6444	0.943328	6.51	0
12.7444	0.940548	6.61	0
12.8444	0.939632	6.71	0
12.9444	0.950778	6.81	0
13.0444	0.964433	6.91	0
13.1444	0.976309	7.01	0
13.2444	0.990142	7.11	0
13.3444	1.00186	7.21	0
13.4444	1.00758	7.31	0
13.5444	1.01301	7.41	0
13.6444	1.0146	7.51	0
13.7444	1.01355	7.61	0
13.8444	1.01393	7.71	0
13.9444	1.01131	7.81	0
14.0444	1.00908	7.91	0
14.1444	1.00635	8.01	0
14.2444	1.00435	8.11	0
14.3444	1.00485	8.21	0
14.4444	1.00235	8.31	0
14.5444	0.998284	8.41	0
14.6444	0.999768	8.51	0
14.7444	0.997477	8.61	0
14.8444	0.996899	8.71	0
14.9444	0.997966	8.81	0
15.0444	0.996942	8.91	0
15.1444	0.99847	9.01	0
15.2444	0.996692	9.11	0
15.3444	0.996299	9.21	0
