# s	g2	z	x
0	0.998632	3.005	10
0.1	0.998587	3.005	9.9
0.2	0.998635	3.005	9.8
0.3	0.99891	3.005	9.7
0.4	0.998566	3.005	9.6
0.5	0.998821	3.005	9.5
0.6	0.998697	3.005	9.4
0.7	0.998311	3.005	9.3
0.8	0.998519	3.005	9.2
0.9	0.998487	3.005	9.1
1	0.998371	3.005	9
1.1	0.998921	3.005	8.9
1.2	0.998368	3.005	8.8
1.3	0.998857	3.005	8.7
1.4	0.998741	3.005	8.6
1.5	0.998533	3.005	8.5
1.6	0.998142	3.005	8.4
1.7	0.998597	3.005	8.3
1.8	0.998802	3.005	8.2
1.9	0.998749	3.005	8.1
2	0.998791	3.005	8
2.1	0.998583	3.005	7.9
2.2	0.998059	3.005	7.8
2.3	0.998578	3.005	7.7
2.4	0.998454	3.005	7.6
2.5	0.998671	3.005	7.5
2.6	0.998398	3.005	7.4
2.7	0.99865	3.005	7.3
2.8	0.9988	3.005	7.2
2.9	0.998894	3.005	7.1
3	0.998494	3.005	7
3.1	0.999012	3.005	6.9
3.2	0.99812	3.005	6.8
3.3	0.998851	3.005	6.7
3.4	0.999083	3.005	6.6
3.5	0.998453	3.005	6.5
3.6	0.998607	3.005	6.4
3.7	0.998332	3.005	6.3
3.8	0.998829	3.005	6.2
3.9	0.998226	3.005	6.1
4	0.999178	3.005	6
4.1	0.998501	3.005	5.9
4.2	0.998726	3.005	5.8
4.3	0.998938	3.005	5.7
4.4	0.998701	3.005	5.6
4.5	0.998856	3.005	5.5
4.6	0.999027	3.005	5.4
4.7	0.999674	3.005	5.3
4.8	0.999777	3.005	5.2
4.9	0.999709	3.005	5.1
5	0.999554	3.005	5
5.1	0.999272	3.005	4.9
5.2	0.998805	3.005	4.8
5.3	0.998867	3.005	4.7
5.4	0.998295	3.005	4.6
5.5	0.997201	3.005	4.5
5.6	0.996742	3.005	4.4
5.7	0.996331	3.005	4.3
5.8	0.99457	3.005	4.2
5.9	0.992308	3.005	4.1
6	0.990025	3.005	4
6.1	0.988427	3.005	3.9
6.2	0.988819	3.005	3.8
6.3	0.989412	3.005	3.7
6.4	0.992442	3.005	3.6
6.5	0.99639	3.005	3.5
6.6	1.00215	3.005	3.4
6.7	1.00966	3.005	3.3
6.8	1.01735	3.005	3.2
6.9	1.02606	3.005	3.1
7	1.03749	3.005	3
7.1	1.05032	3.005	2.9
7.2	1.06437	3.005	2.8
7.3	1.07864	3.005	2.7
7.4	1.09612	3.005	2.6
7.5	1.11199	3.005	2.5
7.6	1.13282	3.005	2.4
7.7	1.15284	3.005	2.3
7.8	1.17662	3.005	2.2
7.9	1.19802	3.005	2.1
8	1.22335	3.005	2.005
8.03149	1.22476	3.03649	2.00475
8.06299	1.2261	3.06798	2.00401
8.09448	1.22738	3.09945	2.00277
8.12598	1.22861	3.13089	2.00104
8.15747	1.22979	3.16231	1.99882
8.18897	1.23092	3.19369	1.9961
8.22046	1.232	3.22502	1.99289
8.25196	1.23304	3.25629	1.98919
8.28345	1.23405	3.28751	1.985
8.31494	1.23502	3.31865	1.98032
8.34644	1.23595	3.34972	1.97514
8.37793	1.23686	3.3807	1.96949
8.40943	1.23773	3.41159	1.96334
8.44092	1.23858	3.44238	1.95671
8.47242	1.2394	3.47306	1.9496
8.50391	1.2402	3.50362	1.94201
8.53541	1.24097	3.53407	1.93394
8.5669	1.24172	3.56438	1.92539
8.59839	1.24245	3.59455	1.91636
8.62989	1.24316	3.62458	1.90687
8.66138	1.24386	3.65445	1.8969
8.69288	1.24453	3.68417	1.88647
8.72437	1.24519	3.71372	1.87557
8.75587	1.24584	3.74309	1.8642
8.78736	1.24646	3.77228	1.85238
8.81886	1.24708	3.80128	1.8401
8.85035	1.24768	3.83009	1.82736
8.88185	1.24826	3.85869	1.81418
8.91334	1.24883	3.88708	1.80055
8.94483	1.24939	3.91525	1.78647
8.97633	1.24993	3.9432	1.77195
9.00782	1.25046	3.97092	1.75699
9.03932	1.25098	3.99839	1.74161
9.07081	1.25149	4.02563	1.72579
9.10231	1.25198	4.05261	1.70954
9.1338	1.25247	4.07933	1.69288
9.1653	1.25294	4.10579	1.67579
9.19679	1.25339	4.13198	1.6583
9.22828	1.25384	4.15789	1.64039
9.25978	1.25427	4.18351	1.62208
9.29127	1.25469	4.20884	1.60337
9.32277	1.2551	4.23388	1.58426
9.35426	1.2555	4.25861	1.56476
9.38576	1.25588	4.28304	1.54488
9.41725	1.25625	4.30714	1.52461
9.44875	1.25661	4.33093	1.50397
9.48024	1.25695	4.35439	1.48296
9.51173	1.25729	4.37752	1.46158
9.54323	1.25761	4.40031	1.43984
9.57472	1.25792	4.42275	1.41775
9.60622	1.25821	4.44484	1.39531
9.63771	1.2585	4.46658	1.37252
9.66921	1.25877	4.48796	1.34939
9.7007	1.25903	4.50897	1.32593
9.7322	1.25927	4.52961	1.30214
9.76369	1.25951	4.54988	1.27804
9.79518	1.25973	4.56976	1.25361
9.82668	1.25994	4.58926	1.22888
9.85817	1.26013	4.60837	1.20384
9.88967	1.26032	4.62708	1.17851
9.92116	1.2605	4.64539	1.15289
9.95266	1.26066	4.6633	1.12698
9.98415	1.26081	4.68079	1.10079
10.0156	1.26095	4.69788	1.07433
10.0471	1.26109	4.71454	1.04761
10.0786	1.26121	4.73079	1.02063
10.1101	1.26132	4.74661	0.993395
10.1416	1.26142	4.76199	0.965916
10.1731	1.26151	4.77695	0.938199
10.2046	1.2616	4.79147	0.910251
10.2361	1.26168	4.80555	0.882078
10.2676	1.26174	4.81918	0.853687
10.2991	1.2618	4.83236	0.825086
10.3306	1.26186	4.8451	0.796282
10.3621	1.26191	4.85738	0.76728
10.3936	1.26195	4.8692	0.73809
10.4251	1.26198	4.88057	0.708717
10.4566	1.26201	4.89147	0.67917
10.4881	1.26204	4.9019	0.649454
10.5196	1.26206	4.91187	0.619579
10.5511	1.26207	4.92136	0.589551
10.5825	1.26209	4.93039	0.559377
10.614	1.2621	4.93894	0.529065
10.6455	1.26211	4.94701	0.498623
10.677	1.26211	4.9546	0.468058
10.7085	1.26211	4.96171	0.437377
10.74	1.26211	4.96834	0.406589
10.7715	1.26211	4.97449	0.3757
10.803	1.26211	4.98014	0.344718
10.8345	1.26211	4.98532	0.313651
10.866	1.2621	4.99	0.282507
10.8975	1.2621	4.99419	0.251293
10.929	1.26209	4.99789	0.220017
10.9605	1.26207	5.0011	0.188687
10.992	1.26209	5.00382	0.15731
11.0235	1.26209	5.00604	0.125895
11.055	1.26209	5.00777	0.0944484
11.0865	1.26209	5.00901	0.0629786
11.118	1.26209	5.00975	0.0314932
11.1444	1.26209	5.01	0
11.2444	1.22872	5.11	0
11.3444	1.20478	5.21	0
11.4444	1.17751	5.31	0
11.5444	1.15185	5.41	0
11.6444	1.12806	5.51	0
11.7444	1.11053	5.61	0
11.8444	1.08822	5.71	0
11.9444	1.07244	5.81	0
12.0444	1.05775	5.91	0
12.1444	1.0422	6.01	0
12.2444	1.02934	6.11	0
12.3444	1.01846	6.21	0
12.4444	1.01007	6.31	0
12.5444	1.00038	6.41	0
12.6444	0.992791	6.51	0
