# s	g2	z	x
12.7444	0.989686	6.61	0
12.8444	0.988294	6.71	0
12.9444	0.986584	6.81	0
13.0444	0.986623	6.91	0
13.1444	0.988725	7.01	0
13.2444	0.992977	7.11	0
13.3444	0.994601	7.21	0
13.4444	0.997386	7.31	0
13.5444	0.997026	7.41	0
13.6444	0.999239	7.51	0
13.7444	0.999437	7.61	0
13.8444	0.999359	7.71	0
13.9444	0.999433	7.81	0
14.0444	1.00014	7.91	0
14.1444	1.00034	8.01	0
14.2444	1.00071	8.11	0
14.3444	1.00083	8.21	0
14.4444	0.999687	8.31	0
14.5444	0.999753	8.41	0
14.6444	0.999628	8.51	0
14.7444	0.999103	8.61	0
14.8444	1	8.71	0
14.9444	0.999481	8.81	0
15.0444	0.998691	8.91	0
15.1444	1.00003	9.01	0
15.2444	0.999077	9.11	0
15.3444	0.999169	9.21	0
15.4444	0.999248	9.31	0
15.5444	1.00012	9.41	0
15.6444	0.998936	9.51	0
15.7444	0.999443	9.61	0
15.8444	1.00001	9.71	0
15.9444	0.998604	9.81	0
16.0444	0.999698	9.91	0
16.1444	0.99893	10.01	0
16.2444	0.999954	10.11	0
16.3444	0.999157	10.21	0
16.4444	0.999527	10.31	0
16.5444	0.998933	10.41	0
16.6444	0.999086	10.51	0
16.7444	0.999428	10.61	0
16.8444	0.999065	10.71	0
16.9444	0.998551	10.81	0
17.0444	0.998809	10.91	0
17.1444	0.999824	11.01	0
17.2444	0.999282	11.11	0
17.3444	0.999102	11.21	0
17.4444	0.998904	11.31	0
17.5444	0.999021	11.41	0
17.6444	0.999296	11.51	0
17.7444	0.99918	11.61	0
17.8444	1.00009	11.71	0
17.9444	0.999022	11.81	0
18.0444	0.999722	11.91	0
18.1444	0.998815	12.01	0
18.2444	0.99935	12.11	0
18.3444	0.999377	12.21	0
18.4444	0.998653	12.31	0
18.5444	0.999048	12.41	0
18.6444	0.998963	12.51	0
18.7444	0.999777	12.61	0
18.8444	0.999674	12.71	0
18.9444	0.999416	12.81	0
19.0444	0.999246	12.91	0
