# version: 0.0.0-207-gf4e294c-dirty
# well_width: 1.3
# ff: 0.3
# N: 12
# walls: 0
# cell dimensions: (4.44366, 4.44366, 8.48528)
# seed: 13
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 72
# min_T: 0.2
# fractional_sample_error after initialization: 0.0226459
# min_important_energy after initialization: 48

# histogram method: simple flat
# init_iter_limit: 14400000
# iterations: 14400000
# working moves: 90880803
# total moves: 172800000
# acceptance rate: 0.525931

# min_important_energy: 48

# energy   counts
13  10
14  19
15  172
16  912
17  5599
18  26679
19  104630
20  349294
21  931455
22  2042831
23  3681596
24  5418269
25  6499057
26  6456539
27  6481555
28  6505349
29  6512372
30  6536748
31  6549094
32  6545608
33  6489774
34  6515570
35  6443449
36  6437630
37  6473504
38  6452176
39  6410427
40  6287937
41  6242967
42  6101209
43  6029235
44  6040966
45  6034621
46  7572958
47  8554541
48  8043171
49  2015748
50  6329
