# energies_found, t, ehi, elo
110 11689 1206 1332
111 11829 1205 1332
112 12230 1205 1332
113 12252 1205 1332
114 13470 1204 1332
115 13497 1203 1332
116 13518 1202 1332
117 14676 1201 1332
118 14680 1200 1332
119 14689 1199 1332
120 14713 1198 1332
121 14716 1197 1332
122 14724 1196 1332
123 14729 1195 1332
124 14756 1194 1332
125 15752 1193 1332
126 15792 1192 1332
127 15800 1191 1332
128 15801 1190 1332
129 15803 1189 1332
130 15806 1188 1332
131 15812 1187 1332
132 15813 1186 1332
133 15815 1184 1332
134 15816 1184 1332
135 15965 1182 1332
136 15974 1181 1332
137 15986 1180 1332
138 15999 1180 1332
139 17980 1179 1332
140 18005 1178 1332
141 18016 1177 1332
142 18026 1176 1332
143 18028 1175 1332
144 18033 1174 1332
145 18074 1173 1332
146 18201 1172 1332
147 18225 1171 1332
148 18235 1170 1332
149 18239 1168 1332
150 18243 1168 1332
151 18939 1167 1332
152 18945 1166 1332
153 19044 1165 1332
154 19079 1164 1332
155 22293 1163 1332
156 22309 1162 1332
157 22311 1161 1332
158 23323 1160 1332
159 23324 1158 1332
160 23335 1157 1332
161 23344 1157 1332
162 23368 1156 1332
163 23377 1155 1332
164 23430 1154 1332
165 23449 1153 1332
166 24209 1152 1332
167 24214 1151 1332
168 24229 1150 1332
169 24242 1148 1332
170 24251 1147 1332
171 24268 1147 1332
172 24572 1146 1332
173 24594 1145 1332
174 24645 1144 1332
175 24648 1143 1332
176 24651 1142 1332
177 24686 1140 1332
178 24695 1140 1332
179 26394 1139 1332
180 26417 1138 1332
181 26419 1137 1332
182 26422 1136 1332
183 26426 1135 1332
184 26446 1134 1332
185 26450 1133 1332
186 26451 1132 1332
187 26463 1131 1332
188 26473 1130 1332
189 26483 1129 1332
190 26495 1128 1332
191 26538 1127 1332
192 26689 1126 1332
193 27751 1125 1332
194 27753 1124 1332
195 27763 1123 1332
196 27799 1122 1332
197 27809 1121 1332
198 27810 1120 1332
199 27846 1118 1332
200 27847 1118 1332
201 27863 1117 1332
202 27866 1116 1332
203 27933 1115 1332
204 27941 1114 1332
205 27943 1113 1332
206 29539 1112 1332
207 34800 1111 1332
208 34865 1110 1332
209 34916 1109 1332
210 34917 1108 1332
211 34918 1107 1332
212 34933 1106 1332
213 34938 1104 1332
214 34954 1104 1332
215 36394 1103 1332
216 36400 1102 1332
217 36414 1101 1332
218 36436 1100 1332
219 36507 1099 1332
220 36508 1098 1332
221 38130 1097 1332
222 38490 1096 1332
223 39117 1094 1332
224 39121 1093 1332
225 39131 1091 1332
226 39135 1090 1332
227 39155 1089 1332
228 39157 1088 1332
229 39158 1087 1332
230 39183 1086 1332
231 39251 1085 1332
232 39257 1084 1332
233 39258 1083 1332
234 39267 1082 1332
235 39276 1081 1332
236 39305 1080 1332
237 39306 1079 1332
238 39593 1079 1332
239 41135 1079 1332
240 43232 1077 1332
241 43243 1076 1332
242 43245 1076 1332
243 43307 1075 1332
244 43334 1074 1332
245 43706 1073 1332
246 43709 1072 1332
247 53080 1071 1332
248 53099 1070 1332
249 53100 1069 1332
250 53167 1067 1332
251 53168 1067 1332
252 54751 1066 1332
253 54777 1065 1332
254 54860 1064 1332
255 54889 1063 1332
256 54893 1062 1332
257 55094 1061 1332
258 55110 1060 1332
259 55126 1056 1332
260 55130 1055 1332
261 55143 1054 1332
262 55157 1053 1332
263 55166 1052 1332
264 55177 1051 1332
265 55251 1051 1332
266 55275 1051 1332
267 55276 1051 1332
268 62363 1049 1332
269 62371 1049 1332
270 62376 1048 1332
271 62377 1047 1332
272 79053 1046 1332
273 79151 1045 1332
274 79154 1044 1332
275 79161 1043 1332
276 79184 1042 1332
277 79185 1041 1332
278 79195 1040 1332
279 79202 1039 1332
280 79211 1038 1332
281 79223 1037 1332
282 80199 1036 1332
283 80309 1035 1332
284 83592 1033 1332
285 83595 1032 1332
286 83602 1032 1332
287 83675 1031 1332
288 83841 1030 1332
289 83939 1029 1332
290 83943 1028 1332
291 84502 1027 1332
292 84512 1026 1332
293 84598 1025 1332
294 84603 1023 1332
295 84607 1022 1332
296 84613 1021 1332
297 84634 1020 1332
298 84642 1019 1332
299 84651 1018 1332
300 84656 1017 1332
301 84748 1017 1332
302 88520 1016 1332
303 88893 1015 1332
304 88894 1014 1332
305 88945 1013 1332
306 88954 1012 1332
307 88958 1011 1332
308 88968 1010 1332
309 91870 1009 1332
310 91934 1007 1332
311 91935 1007 1332
312 91947 1006 1332
313 91966 1005 1332
314 92022 1004 1332
315 92063 1003 1332
316 92082 1002 1332
317 92104 1001 1332
318 92236 1000 1332
319 92239 999 1332
320 152179 999 1332
321 194772 999 1332
322 194834 999 1332
323 195621 999 1332
324 312331 999 1332
325 312367 999 1332
326 342117 999 1332
327 342193 999 1332
328 342630 999 1332
329 342671 999 1332
330 342778 999 1332
331 342835 999 1332
332 342878 999 1332
333 342918 999 1332
334 342940 999 1332
335 346877 999 1333
336 347810 999 1334
337 347818 999 1335
338 352817 999 1336
339 352831 999 1337
340 352839 999 1338
341 360659 999 1339
342 360697 999 1340
343 360890 999 1341
344 360921 999 1342
345 360940 999 1343
346 363450 999 1344
347 364400 999 1345
348 364556 999 1346
349 364694 999 1347
350 364699 999 1348
351 365020 999 1349
352 365434 999 1350
353 365593 999 1351
354 365601 999 1352
355 365605 999 1353
356 365615 999 1354
357 541377 999 1355
358 541385 999 1356
359 541442 999 1357
360 541510 999 1358
361 541518 999 1359
362 562117 999 1360
363 564470 999 1361
364 567429 999 1362
365 567459 999 1363
366 567460 999 1364
367 567465 999 1365
368 567476 999 1366
369 568119 999 1367
370 568159 999 1368
371 568428 999 1369
372 568745 999 1370
373 568760 999 1371
374 568790 999 1372
375 568836 999 1373
376 568897 999 1374
377 568966 999 1375
378 568967 999 1376
379 569035 999 1377
380 569086 999 1378
381 569091 999 1379
382 569110 999 1380
383 569206 999 1381
384 569220 999 1382
385 573176 999 1383
386 575919 999 1384
387 575953 999 1385
388 577642 999 1386
389 577958 999 1387
390 577987 999 1388
391 578250 999 1389
392 578368 999 1390
393 578383 999 1391
394 578432 999 1392
395 578551 999 1393
396 578588 999 1394
397 578591 999 1395
398 578914 999 1396
399 578972 999 1397
400 578973 999 1398
401 578987 999 1399
402 579056 999 1400
403 579290 999 1401
404 579298 999 1402
405 601147 999 1403
406 601150 999 1404
407 601163 999 1405
408 602936 999 1406
409 603007 999 1407
410 603024 999 1408
411 603368 999 1409
412 603395 999 1410
413 603565 999 1411
414 603622 999 1412
415 607136 999 1413
416 607178 999 1414
417 607180 999 1415
418 607381 999 1416
419 607433 999 1417
420 607547 999 1418
421 607556 999 1419
422 607635 999 1420
423 607931 999 1421
424 607976 999 1422
425 609450 999 1423
426 609454 999 1424
427 609565 999 1425
428 610553 999 1426
429 610554 999 1427
430 610560 999 1428
431 610583 999 1429
432 610589 999 1430
433 617965 999 1431
434 618234 999 1432
435 636600 999 1433
436 636704 999 1434
437 637173 999 1435
438 637221 999 1436
439 637231 999 1437
440 637368 999 1438
441 637595 999 1439
442 637613 999 1440
443 637625 999 1441
444 637803 999 1442
445 637810 999 1443
446 637899 999 1444
447 637905 999 1445
448 638017 999 1446
449 638061 999 1447
450 638531 999 1448
451 641495 999 1449
452 641535 999 1450
453 641747 999 1451
454 643111 999 1452
455 643333 999 1454
456 643348 999 1454
457 643404 999 1455
458 643478 999 1456
459 643499 999 1457
460 643526 999 1458
461 643527 999 1459
462 664866 999 1460
463 665149 999 1461
464 665154 999 1462
465 665160 999 1463
466 665186 999 1464
467 672146 999 1465
468 672222 999 1466
469 673792 999 1467
470 673882 999 1468
471 673883 999 1469
472 673888 999 1470
473 679593 999 1471
474 679605 999 1472
475 679830 999 1473
476 679845 999 1474
477 680861 999 1475
478 680874 999 1476
479 680878 999 1477
480 680880 999 1478
481 680898 999 1479
482 680901 999 1480
483 680923 999 1481
484 681205 999 1482
485 681211 999 1483
486 681217 999 1484
487 681229 999 1485
488 684864 999 1486
489 685334 999 1487
490 686091 999 1488
491 686144 999 1489
492 686173 999 1490
493 686234 999 1491
494 686238 999 1492
495 686310 999 1493
496 687465 999 1494
497 688395 999 1495
498 688719 999 1496
499 688727 999 1497
500 691539 999 1498
501 693923 999 1499
502 696210 999 1500
503 696240 999 1501
504 696473 999 1502
505 721336 999 1503
506 721662 999 1504
507 721732 999 1505
508 755699 999 1506
509 760830 999 1507
510 760865 999 1508
511 761815 999 1509
512 762123 999 1510
513 762551 999 1511
514 762576 999 1512
515 762583 999 1513
516 762594 999 1514
517 762811 999 1515
518 762821 999 1516
519 762858 999 1517
520 763506 999 1518
521 763705 999 1519
522 764367 999 1520
523 8464490 999 1521
524 8817460 999 1522
525 8817462 999 1523
526 8817904 999 1524
527 10491959 998 1524
528 10492035 997 1524
529 10492660 996 1524
530 10492676 994 1524
531 10492682 994 1524
532 10492692 993 1524
533 10492723 992 1524
534 10492774 991 1524
535 10492851 989 1524
536 10492854 988 1524
537 10492858 987 1524
538 10492866 987 1524
539 10492948 986 1524
540 10492949 985 1524
541 10492962 984 1524
542 10492963 983 1524
543 10493567 982 1524
544 10493571 981 1524
545 10493572 980 1524
546 10493574 979 1524
547 10493576 978 1524
548 10493581 977 1524
549 10493586 976 1524
550 10493593 975 1524
551 10493717 974 1524
552 10493756 973 1524
553 10493777 972 1524
554 10493920 971 1524
555 10493940 970 1524
556 10493945 969 1524
557 10494056 968 1524
558 10494076 967 1524
559 10494079 966 1524
560 10494083 965 1524
561 10494103 964 1524
562 10494107 963 1524
563 10494122 962 1524
564 10494396 961 1524
565 10494406 960 1524
566 10494417 959 1524
567 10494419 958 1524
568 10494823 957 1524
569 10494828 956 1524
570 10494902 955 1524
571 10494995 954 1524
572 10495017 953 1524
573 10495019 952 1524
574 10495024 951 1524
575 10495029 950 1524
576 10495057 949 1524
577 10495059 948 1524
578 10495091 947 1524
579 10495260 946 1524
580 10495358 945 1524
581 10495399 944 1524
582 10499513 943 1524
583 10499514 942 1524
584 10499515 941 1524
585 10505288 940 1524
586 10505311 939 1524
587 10505373 938 1524
588 10506008 937 1524
589 10506094 936 1524
590 10506119 934 1524
591 10506135 934 1524
592 10506208 933 1524
593 10506521 932 1524
594 10506529 931 1524
595 10506531 930 1524
596 10506768 929 1524
597 10506773 928 1524
598 10506775 927 1524
599 10506792 926 1524
600 10506820 925 1524
601 10507411 924 1524
602 10507412 922 1524
603 10507414 921 1524
604 10507416 920 1524
605 10507421 919 1524
606 10507423 918 1524
607 10507425 917 1524
608 10507435 916 1524
609 10507514 915 1524
610 10507571 914 1524
611 10507579 913 1524
612 10507581 912 1524
613 10507592 911 1524
614 10507776 911 1524
615 10609839 910 1524
616 10609931 909 1524
617 10611321 908 1524
618 10611335 907 1524
619 10611343 906 1524
620 10611377 905 1524
621 10611415 904 1524
622 10611468 903 1524
623 10611529 902 1524
624 10611547 901 1524
625 10611552 900 1524
626 10611613 899 1524
627 10611622 898 1524
628 10611748 897 1524
629 10611815 895 1524
630 10612099 895 1524
631 10613825 894 1524
632 10613922 893 1524
633 10613927 892 1524
634 10614965 891 1524
635 10614978 890 1524
636 10614999 889 1524
637 10615142 888 1524
638 10615228 886 1524
639 10615231 885 1524
640 10615250 885 1524
641 10615404 884 1524
642 10615596 883 1524
643 10615599 882 1524
644 10629585 881 1524
645 10629608 880 1524
646 10629610 879 1524
647 10629663 878 1524
648 10629798 877 1524
649 10629832 876 1524
650 10629834 875 1524
651 10629856 874 1524
652 10629864 873 1524
653 10629876 872 1524
654 10629930 871 1524
655 10629936 870 1524
656 10638660 869 1524
657 10638663 868 1524
658 10638745 867 1524
659 10638759 866 1524
660 10638823 865 1524
661 10638825 864 1524
662 10638891 863 1524
663 10638896 862 1524
664 10638968 861 1524
665 10638992 860 1524
666 10639001 859 1524
667 10639011 858 1524
668 10640525 857 1524
669 10640532 856 1524
670 10640637 855 1524
671 10640651 854 1524
672 10640665 853 1524
673 10640683 852 1524
674 10640692 851 1524
675 10640894 850 1524
676 10640907 849 1524
677 10640933 848 1524
678 10717559 847 1524
679 10726332 846 1524
680 10726338 845 1524
681 10726339 844 1524
682 10726342 843 1524
683 10728179 842 1524
684 10729225 841 1524
685 10729228 840 1524
686 10729229 839 1524
687 10729406 838 1524
688 10729418 837 1524
689 10729419 836 1524
690 10732766 835 1524
691 10732777 834 1524
692 10732783 833 1524
693 10732785 832 1524
694 10732789 831 1524
695 10732802 830 1524
696 10732822 829 1524
697 10732846 828 1524
698 10732861 827 1524
699 10732865 826 1524
700 10732883 825 1524
701 10732947 824 1524
702 10732950 823 1524
703 10732963 822 1524
704 10734218 821 1524
705 10734221 820 1524
706 10869738 819 1524
707 10871505 818 1524
708 10889581 817 1524
709 10889588 816 1524
710 10889595 815 1524
711 10889600 814 1524
712 10889602 813 1524
713 10889607 812 1524
714 10889610 811 1524
715 10889611 810 1524
716 11187463 809 1524
717 11345321 808 1524
718 11345471 807 1524
719 11345484 806 1524
720 11345505 805 1524
721 11345506 804 1524
722 11345507 803 1524
723 13812461 802 1524
724 13812513 801 1524
725 13812514 800 1524
726 13812527 799 1524
727 13813699 798 1524
728 13817983 797 1524
729 13817988 796 1524
730 13818296 795 1524
731 13818309 794 1524
732 13818350 793 1524
733 13819967 791 1524
734 13819974 791 1524
735 13820271 790 1524
736 13820280 789 1524
737 15214678 789 1525
738 15214831 789 1526
739 15217688 789 1527
740 15217729 789 1528
741 15217750 789 1529
742 15217915 789 1530
743 16289199 788 1530
744 16289381 787 1530
745 16289473 786 1530
746 16289488 785 1530
747 16289556 784 1530
748 16315093 783 1530
749 16315097 782 1530
750 16315113 781 1530
751 16315117 780 1530
752 16315119 779 1530
753 16315133 778 1530
754 16315170 777 1530
755 16374227 776 1530
756 17905282 776 1531
757 17905515 776 1532
758 17906423 776 1533
759 23887610 775 1533
760 23887619 774 1533
761 23887801 773 1533
762 23887802 772 1533
763 23887809 771 1533
764 25779862 770 1533
765 25779868 769 1533
766 25779878 768 1533
767 25779880 767 1533
768 25779927 766 1533
769 25779939 765 1533
770 25779998 764 1533
771 27257130 764 1534
772 27649204 764 1535
773 27649425 764 1536
774 27649430 764 1537
775 27649437 764 1539
776 27649458 764 1540
777 27649488 764 1540
778 27650943 764 1541
779 27650957 764 1542
780 27650966 764 1543
781 27653152 764 1544
782 27653154 764 1545
783 27653162 764 1546
784 27653197 764 1547
785 27762676 764 1548
786 27762687 764 1549
787 27762805 764 1550
788 27762844 764 1551
789 27762860 764 1552
790 27762896 764 1553
791 27762928 764 1554
792 27762986 764 1555
793 27801527 764 1556
794 27801663 764 1557
795 27801669 764 1558
796 27826985 764 1559
797 33539055 764 1560
798 33539083 764 1561
799 33539604 764 1562
800 33539613 764 1563
801 33539776 764 1564
802 33539796 764 1565
803 33539875 764 1566
804 33539884 764 1567
805 33542124 764 1568
806 33586126 764 1569
807 33586136 764 1570
808 33586153 764 1571
809 33586173 764 1572
810 33586381 764 1573
811 33586387 764 1574
812 33586395 764 1575
813 33586459 764 1576
814 33586713 764 1577
815 33586717 764 1578
816 33586880 764 1579
817 33613198 764 1580
818 33613210 764 1581
819 33613227 764 1582
820 33613253 764 1583
821 33613262 764 1584
822 33613289 764 1585
823 33624441 764 1586
824 33624443 764 1587
825 33624445 764 1588
826 35656039 764 1589
827 35656046 764 1590
828 35662679 764 1591
829 35662716 764 1592
830 35662746 764 1593
831 40052336 763 1593
832 40052388 762 1593
833 40052499 761 1593
834 40052517 760 1593
835 40052521 759 1593
836 40052524 758 1593
837 40052527 757 1593
838 40052583 756 1593
839 44098650 755 1593
840 44098822 754 1593
841 45886390 754 1594
842 46227233 754 1595
843 46299961 754 1596
844 46518935 754 1597
845 46518943 754 1598
846 46540916 754 1599
847 46540930 754 1600
848 46541368 754 1601
849 46543173 754 1602
850 46543266 754 1603
851 46543273 754 1606
852 46543297 754 1606
853 46543302 754 1606
854 46545591 754 1608
855 46545596 754 1609
856 46545672 754 1609
857 46547935 754 1610
858 46548064 754 1611
859 46548114 754 1612
860 46548131 754 1613
861 46548141 754 1614
862 48522133 754 1615
863 48524058 754 1616
864 48524065 754 1617
865 48524096 754 1618
866 48524103 754 1619
867 48524108 754 1620
868 48526734 754 1621
869 48526741 754 1622
870 48526747 754 1623
871 48526756 754 1624
872 48526865 754 1625
873 48526873 754 1626
874 57347149 754 1627
875 57347154 754 1628
876 57347172 754 1629
877 57347207 754 1630
878 57347208 754 1631
879 57347290 754 1632
880 57347336 754 1633
881 59120260 753 1633
882 59120270 752 1633
883 59120273 751 1633
884 59120275 750 1633
885 59120297 749 1633
886 59120473 748 1633
887 68814284 748 1634
888 68815986 748 1636
889 68815991 748 1637
890 68816058 748 1637
891 70085975 748 1638
892 70085983 748 1639
893 70086007 748 1640
894 70104599 748 1641
895 70104602 748 1642
896 70104637 748 1643
897 70104659 748 1644
898 70113249 748 1645
899 70113288 748 1646
900 70113347 748 1647
901 70120994 748 1648
902 70121023 748 1649
903 70121027 748 1650
904 70125402 748 1651
905 70125700 748 1652
906 70132460 748 1653
907 70132719 748 1654
908 70132722 748 1655
909 70144490 748 1656
910 71002550 748 1657
911 71002759 748 1658
912 71003415 748 1659
913 71136583 748 1660
914 71136588 748 1661
915 71137318 748 1662
916 71146319 748 1663
917 71155553 748 1664
918 71155556 748 1665
919 71155621 748 1666
920 71155633 748 1667
921 71155654 748 1668
922 71156860 748 1669
923 71156950 748 1670
924 71156952 748 1671
925 75070573 748 1673
926 75070577 748 1673
927 75081212 748 1674
928 75081215 748 1675
929 75081271 748 1676
930 75081276 748 1677
931 75081283 748 1678
932 75081474 748 1679
933 75082157 748 1680
934 75083086 748 1681
935 75083097 748 1682
936 75083105 748 1683
937 75083107 748 1684
938 75083259 748 1685
939 75237285 748 1686
940 75237313 748 1687
941 75237448 748 1688
942 75237492 748 1689
943 75237496 748 1691
944 75237508 748 1691
945 75237581 748 1692
946 75237612 748 1693
947 75477660 748 1694
948 75477767 748 1695
949 75477779 748 1696
950 75477792 748 1697
951 75549606 748 1698
952 75578863 748 1699
953 75578876 748 1700
954 92267026 748 1701
955 92267205 748 1702
956 92268526 748 1703
957 92268568 748 1704
958 92268594 748 1705
959 92268716 748 1706
960 92268781 748 1708
961 92268783 748 1708
962 92269094 748 1709
963 92269109 748 1710
964 92269261 748 1711
965 92269305 748 1712
966 92269353 748 1713
967 92269357 748 1714
968 92279632 748 1715
969 92279876 748 1716
970 92280228 748 1717
971 92280247 748 1718
972 92280303 748 1719
973 92280480 748 1720
974 92280518 748 1721
975 105377385 747 1721
976 105377386 746 1721
977 105377389 745 1721
978 105377400 744 1721
979 118053960 743 1721
980 118054003 742 1721
981 135359117 742 1722
982 135391938 742 1723
983 135392033 742 1724
984 135392362 742 1725
985 135392383 742 1726
986 135397542 742 1727
987 135548569 742 1728
988 135548681 742 1729
989 135548699 742 1730
990 135548706 742 1731
991 135915681 742 1732
992 135915689 742 1733
993 135915691 742 1734
994 135915717 742 1735
995 135915777 742 1736
996 135915844 742 1737
997 135964421 742 1738
998 135964429 742 1739
999 135964433 742 1740
1000 136010745 742 1741
1001 136010757 742 1742
1002 136069090 742 1743
1003 136069441 742 1744
1004 136069448 742 1745
1005 136069450 742 1746
1006 137050084 742 1747
1007 137050137 742 1748
1008 137191106 742 1749
1009 137319981 742 1750
1010 137720213 742 1751
1011 137722965 742 1752
1012 137725012 742 1753
1013 137725025 742 1754
1014 137727191 742 1755
1015 137727620 742 1756
1016 137728416 742 1757
1017 137728568 742 1758
1018 137728599 742 1759
1019 137728768 742 1760
1020 137728774 742 1761
1021 137776452 742 1762
1022 137776805 742 1763
1023 137776816 742 1764
1024 137776819 742 1765
1025 137776832 742 1766
1026 137776834 742 1767
1027 137777090 742 1768
1028 137777095 742 1769
1029 137777118 742 1770
1030 137777173 742 1771
1031 137777192 742 1772
1032 137810545 742 1773
1033 137810574 742 1774
1034 137810984 742 1775
1035 137811004 742 1776
1036 137811599 742 1777
1037 137811668 742 1778
1038 137812235 742 1779
1039 137812240 742 1780
1040 137812352 742 1781
1041 137812378 742 1782
1042 137812405 742 1783
1043 137812454 742 1784
1044 137816349 742 1785
1045 137816352 742 1786
1046 137816362 742 1787
1047 137816372 742 1788
1048 137816531 742 1789
1049 137873691 742 1790
1050 137874927 742 1791
1051 137874930 742 1792
1052 137874956 742 1793
1053 137874978 742 1794
1054 137875398 742 1795
1055 137875480 742 1796
1056 137875499 742 1797
1057 137875548 742 1799
1058 137875566 742 1800
1059 137875608 742 1800
1060 137875776 742 1801
1061 137890932 742 1802
1062 137890940 742 1803
1063 137890957 742 1804
1064 137890968 742 1805
1065 137892253 742 1806
1066 137892350 742 1807
1067 137892365 742 1808
1068 137892397 742 1809
1069 137892512 742 1810
1070 137892519 742 1811
1071 137892537 742 1812
1072 137892610 742 1813
1073 137893154 742 1814
1074 137893253 742 1815
1075 137893309 742 1816
1076 137997463 742 1817
1077 137997568 742 1818
1078 137997614 742 1819
1079 137997615 742 1820
1080 137997908 742 1821
1081 137997995 742 1822
1082 138008576 742 1823
1083 138009272 742 1824
1084 146383914 741 1824
1085 146383963 740 1824
1086 146383990 739 1824
1087 146383995 738 1824
1088 146384003 737 1824
1089 162254266 737 1825
1090 162254457 737 1826
1091 162488395 737 1827
1092 190124004 737 1828
1093 190124008 737 1829
1094 190124069 737 1830
1095 190124169 737 1831
1096 190124178 737 1832
1097 190124179 737 1833
1098 190124404 737 1834
1099 190144064 737 1835
1100 190144293 737 1836
1101 190146532 737 1837
1102 190146554 737 1838
1103 190146558 737 1839
1104 190146571 737 1840
1105 196135069 737 1841
1106 197466086 737 1842
1107 197500955 737 1843
1108 197501054 737 1844
1109 197501111 737 1845
1110 197501116 737 1846
1111 197501141 737 1847
1112 198039001 737 1848
1113 198039074 737 1849
1114 198039132 737 1850
1115 198039341 737 1851
1116 201097107 737 1852
1117 201097145 737 1853
1118 201099334 737 1854
1119 201099347 737 1855
1120 201099352 737 1856
1121 201099615 737 1857
1122 210717855 736 1857
1123 242887757 736 1858
1124 242925181 736 1859
1125 247976716 736 1860
1126 247976846 736 1861
1127 247980923 736 1862
1128 247986582 736 1863
1129 247986628 736 1864
1130 248007475 736 1865
1131 248007505 736 1866
1132 248007668 736 1867
1133 248026779 736 1868
1134 248030493 736 1869
1135 248030869 736 1870
1136 248031050 736 1871
1137 248394232 736 1872
1138 248395352 736 1873
1139 248395364 736 1874
1140 248396343 736 1875
1141 248450820 736 1876
1142 248450853 736 1877
1143 248450911 736 1878
1144 248450921 736 1879
1145 248450926 736 1880
1146 248479152 736 1881
1147 248479308 736 1882
1148 248479309 736 1883
1149 248479339 736 1884
1150 248514712 736 1885
1151 248516936 736 1886
1152 248516968 736 1887
1153 248517042 736 1888
1154 248517187 736 1889
1155 248517286 736 1890
1156 248517305 736 1891
1157 248517322 736 1892
1158 278870501 736 1893
1159 280992214 736 1894
1160 280992310 736 1895
1161 280992319 736 1896
1162 280993337 736 1897
1163 280993525 736 1898
1164 281024384 736 1899
1165 281024562 736 1900
1166 281024658 736 1901
1167 281024666 736 1902
1168 281024786 736 1903
1169 281030647 736 1904
1170 281030785 736 1905
1171 281030814 736 1906
1172 281030827 736 1907
1173 281030872 736 1908
1174 281030958 736 1909
1175 281030965 736 1910
1176 281127179 736 1911
1177 281127400 736 1912
1178 281127609 736 1913
1179 281127948 736 1914
1180 281129997 736 1915
1181 281130802 736 1916
1182 281130805 736 1917
1183 281130825 736 1918
1184 281130894 736 1919
1185 281133519 736 1920
1186 281133524 736 1921
1187 281133551 736 1922
1188 281133555 736 1923
1189 281239867 736 1924
1190 281239880 736 1925
1191 281240469 736 1926
1192 281240764 736 1927
1193 281240895 736 1928
1194 281240896 736 1929
1195 281240919 736 1930
1196 281240925 736 1931
1197 281240948 736 1932
1198 281831389 736 1933
1199 281834195 736 1934
1200 281834215 736 1935
1201 281839068 736 1936
1202 281839112 736 1937
1203 281839183 736 1938
1204 281839186 736 1939
1205 287020342 736 1940
1206 287020380 736 1941
1207 287020383 736 1942
1208 287020409 736 1943
1209 287021210 736 1944
1210 287021624 736 1945
1211 287021636 736 1946
1212 287021642 736 1947
1213 287021653 736 1948
1214 287021669 736 1949
1215 287023224 736 1950
1216 287023248 736 1951
1217 287120424 736 1952
1218 287120512 736 1953
1219 287123080 736 1954
1220 287123116 736 1955
1221 287126543 736 1956
1222 287126546 736 1957
1223 287385455 736 1958
1224 287385556 736 1959
1225 287385568 736 1960
1226 287385638 736 1961
1227 287385652 736 1962
1228 287385657 736 1963
1229 287396789 736 1964
1230 287397889 736 1965
1231 287398127 736 1966
1232 287398354 736 1967
1233 287398367 736 1968
1234 287581867 736 1969
1235 287581869 736 1970
1236 287581926 736 1971
1237 287581929 736 1972
1238 287581935 736 1973
1239 287585849 736 1974
1240 287585954 736 1975
1241 287586003 736 1976
1242 287617375 736 1977
1243 287617638 736 1978
1244 287620577 736 1979
1245 288355162 736 1980
1246 288355286 736 1981
1247 288355295 736 1982
1248 288355296 736 1983
1249 288355301 736 1984
1250 288369346 736 1985
1251 288369377 736 1986
1252 288424823 736 1987
1253 288424836 736 1988
1254 288424869 736 1989
1255 288424918 736 1990
1256 288425109 736 1991
1257 288425123 736 1992
1258 288425139 736 1993
1259 288430183 736 1994
1260 288430200 736 1995
1261 288431180 736 1996
1262 288431228 736 1997
1263 288431395 736 1998
1264 288431426 736 1999
1265 290803216 736 2000
