# version: 0.0.0-704-g91cdea9
# well_width: 1.3
# ff: 0.08571856064136844
# N: 30
# walls: 0
# cell dimensions: (11.36, 11.36, 11.36)
# seed: 0
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 271
# min_T: 0.5

# pessimmistic_min_samples: 10000
# iterations: 871774638
# working moves: 18214006669
# total moves: 26153239140
# acceptance rate: 0.696434
# converged state: 114
# converged temperature: 0.296664

# max_entropy_state: 14
# min_important_energy: 87

# energy   counts
0  0
1  3.55158
2  5.95476
3  8.01995
4  9.68466
5  11.0754
6  12.2415
7  13.216
8  14.0163
9  14.6601
10  15.1616
11  15.5319
12  15.779
13  15.912
14  15.9377
15  15.8631
16  15.6946
17  15.4371
18  15.0962
19  14.6773
20  14.183
21  13.6195
22  12.9892
23  12.2968
24  11.5455
25  10.7403
26  9.88351
27  8.97856
28  8.02764
29  7.03432
30  6.00131
31  4.93136
32  3.82689
33  2.68985
34  1.52267
35  0.326577
36  -0.89563
37  -2.14314
38  -3.41393
39  -4.70754
40  -6.02133
41  -7.35401
42  -8.70547
43  -10.0749
44  -11.4601
45  -12.8599
46  -14.2747
47  -15.7046
48  -17.148
49  -18.6039
50  -20.072
51  -21.5527
52  -23.0456
53  -24.5506
54  -26.0675
55  -27.5953
56  -29.1348
57  -30.6856
58  -32.2484
59  -33.8226
60  -35.4078
61  -37.0044
62  -38.6124
63  -40.2312
64  -41.8632
65  -43.5074
66  -45.1623
67  -46.8299
68  -48.5101
69  -50.2027
70  -51.9087
71  -53.6274
72  -55.3595
73  -57.1045
74  -58.8642
75  -60.6378
76  -62.4265
77  -64.231
78  -66.0514
79  -67.8876
80  -69.7408
81  -71.6107
82  -73.4993
83  -75.4056
84  -77.3295
85  -79.2717
86  -81.2351
87  -83.2187
88  -85.2236
89  -87.2487
90  -89.2957
91  -91.3691
92  -93.4652
93  -95.5867
94  -97.7311
95  -99.9009
96  -102.103
97  -104.329
98  -106.585
99  -108.874
100  -111.198
101  -113.557
102  -115.948
103  -118.378
104  -120.843
105  -123.342
106  -125.907
107  -128.52
108  -131.234
109  -133.978
110  -136.757
111  -139.518
112  -142.641
113  -145.876
114  -149.246
