1e-05	0.000943711	8.75334e-09	0.00110205	1.05735e-08	0.00126039	1.22702e-08	0.00141873	1.3918e-08	0.00157707	1.55429e-08	0.00173541	1.71558e-08	0.00189376	1.87618e-08	0.0020521	2.03635e-08	0.00221044	2.19623e-08	0.00236878	2.35593e-08
1.02e-05	0.000943711	8.91507e-09	0.00110205	1.0776e-08	0.00126039	1.25089e-08	0.00141873	1.41909e-08	0.00157707	1.58491e-08	0.00173541	1.74949e-08	0.00189376	1.91334e-08	0.0020521	2.07675e-08	0.00221044	2.23987e-08	0.00236878	2.40278e-08
1.0404e-05	0.000943711	9.07953e-09	0.00110205	1.09822e-08	0.00126039	1.27521e-08	0.00141873	1.4469e-08	0.00157707	1.61613e-08	0.00173541	1.78406e-08	0.00189376	1.95124e-08	0.0020521	2.11796e-08	0.00221044	2.28437e-08	0.00236878	2.45057e-08
1.06121e-05	0.000943711	9.24674e-09	0.00110205	1.11922e-08	0.00126039	1.29999e-08	0.00141873	1.47525e-08	0.00157707	1.64795e-08	0.00173541	1.8193e-08	0.00189376	1.98988e-08	0.0020521	2.15997e-08	0.00221044	2.32974e-08	0.00236878	2.4993e-08
1.08243e-05	0.000943711	9.41674e-09	0.00110205	1.1406e-08	0.00126039	1.32523e-08	0.00141873	1.50414e-08	0.00157707	1.68039e-08	0.00173541	1.85524e-08	0.00189376	2.02927e-08	0.0020521	2.20281e-08	0.00221044	2.37601e-08	0.00236878	2.54899e-08
1.10408e-05	0.000943711	9.58957e-09	0.00110205	1.16237e-08	0.00126039	1.35095e-08	0.00141873	1.53359e-08	0.00157707	1.71346e-08	0.00173541	1.89187e-08	0.00189376	2.06944e-08	0.0020521	2.24649e-08	0.00221044	2.42319e-08	0.00236878	2.59966e-08
1.12616e-05	0.000943711	9.76526e-09	0.00110205	1.18453e-08	0.00126039	1.37715e-08	0.00141873	1.5636e-08	0.00157707	1.74716e-08	0.00173541	1.92922e-08	0.00189376	2.11039e-08	0.0020521	2.29103e-08	0.00221044	2.47131e-08	0.00236878	2.65134e-08
1.14869e-05	0.000943711	9.94384e-09	0.00110205	1.2071e-08	0.00126039	1.40384e-08	0.00141873	1.59418e-08	0.00157707	1.78152e-08	0.00173541	1.96729e-08	0.00189376	2.15215e-08	0.0020521	2.33644e-08	0.00221044	2.52037e-08	0.00236878	2.70403e-08
1.17166e-05	0.000943711	1.01254e-08	0.00110205	1.23007e-08	0.00126039	1.43103e-08	0.00141873	1.62534e-08	0.00157707	1.81654e-08	0.00173541	2.0061e-08	0.00189376	2.19472e-08	0.0020521	2.38275e-08	0.00221044	2.57039e-08	0.00236878	2.75777e-08
1.19509e-05	0.000943711	1.03098e-08	0.00110205	1.25345e-08	0.00126039	1.45873e-08	0.00141873	1.6571e-08	0.00157707	1.85224e-08	0.00173541	2.04567e-08	0.00189376	2.23813e-08	0.0020521	2.42997e-08	0.00221044	2.6214e-08	0.00236878	2.81256e-08
1.21899e-05	0.000943711	1.04973e-08	0.00110205	1.27726e-08	0.00126039	1.48695e-08	0.00141873	1.68947e-08	0.00157707	1.88863e-08	0.00173541	2.08601e-08	0.00189376	2.28238e-08	0.0020521	2.47811e-08	0.00221044	2.67342e-08	0.00236878	2.86844e-08
1.24337e-05	0.000943711	1.06878e-08	0.00110205	1.30149e-08	0.00126039	1.5157e-08	0.00141873	1.72245e-08	0.00157707	1.92571e-08	0.00173541	2.12714e-08	0.00189376	2.3275e-08	0.0020521	2.5272e-08	0.00221044	2.72646e-08	0.00236878	2.92542e-08
1.26824e-05	0.000943711	1.08814e-08	0.00110205	1.32615e-08	0.00126039	1.54497e-08	0.00141873	1.75606e-08	0.00157707	1.96351e-08	0.00173541	2.16906e-08	0.00189376	2.37349e-08	0.0020521	2.57724e-08	0.00221044	2.78054e-08	0.00236878	2.98353e-08
1.29361e-05	0.000943711	1.1078e-08	0.00110205	1.35125e-08	0.00126039	1.5748e-08	0.00141873	1.79031e-08	0.00157707	2.00204e-08	0.00173541	2.21179e-08	0.00189376	2.42039e-08	0.0020521	2.62828e-08	0.00221044	2.83569e-08	0.00236878	3.04278e-08
1.31948e-05	0.000943711	1.12778e-08	0.00110205	1.3768e-08	0.00126039	1.60518e-08	0.00141873	1.8252e-08	0.00157707	2.04131e-08	0.00173541	2.25536e-08	0.00189376	2.4682e-08	0.0020521	2.68031e-08	0.00221044	2.89192e-08	0.00236878	3.1032e-08
1.34587e-05	0.000943711	1.14808e-08	0.00110205	1.4028e-08	0.00126039	1.63612e-08	0.00141873	1.86076e-08	0.00157707	2.08134e-08	0.00173541	2.29976e-08	0.00189376	2.51695e-08	0.0020521	2.73336e-08	0.00221044	2.94926e-08	0.00236878	3.16481e-08
1.37279e-05	0.000943711	1.1687e-08	0.00110205	1.42926e-08	0.00126039	1.66763e-08	0.00141873	1.897e-08	0.00157707	2.12213e-08	0.00173541	2.34503e-08	0.00189376	2.56664e-08	0.0020521	2.78744e-08	0.00221044	3.00772e-08	0.00236878	3.22763e-08
1.40024e-05	0.000943711	1.18964e-08	0.00110205	1.45618e-08	0.00126039	1.69973e-08	0.00141873	1.93391e-08	0.00157707	2.1637e-08	0.00173541	2.39117e-08	0.00189376	2.6173e-08	0.0020521	2.84259e-08	0.00221044	3.06733e-08	0.00236878	3.29169e-08
1.42825e-05	0.000943711	1.2109e-08	0.00110205	1.48358e-08	0.00126039	1.73241e-08	0.00141873	1.97153e-08	0.00157707	2.20608e-08	0.00173541	2.43821e-08	0.00189376	2.66895e-08	0.0020521	2.89882e-08	0.00221044	3.12811e-08	0.00236878	3.35702e-08
1.45681e-05	0.000943711	1.2325e-08	0.00110205	1.51147e-08	0.00126039	1.7657e-08	0.00141873	2.00985e-08	0.00157707	2.24926e-08	0.00173541	2.48616e-08	0.00189376	2.7216e-08	0.0020521	2.95614e-08	0.00221044	3.19009e-08	0.00236878	3.42362e-08
1.48595e-05	0.000943711	1.25443e-08	0.00110205	1.53983e-08	0.00126039	1.7996e-08	0.00141873	2.0489e-08	0.00157707	2.29327e-08	0.00173541	2.53503e-08	0.00189376	2.77528e-08	0.0020521	3.01459e-08	0.00221044	3.25328e-08	0.00236878	3.49154e-08
1.51567e-05	0.000943711	1.27669e-08	0.00110205	1.5687e-08	0.00126039	1.83413e-08	0.00141873	2.08868e-08	0.00157707	2.33812e-08	0.00173541	2.58484e-08	0.00189376	2.83e-08	0.0020521	3.07417e-08	0.00221044	3.31771e-08	0.00236878	3.5608e-08
1.54598e-05	0.000943711	1.29929e-08	0.00110205	1.59806e-08	0.00126039	1.86928e-08	0.00141873	2.12921e-08	0.00157707	2.38382e-08	0.00173541	2.63562e-08	0.00189376	2.88578e-08	0.0020521	3.13492e-08	0.00221044	3.3834e-08	0.00236878	3.63142e-08
1.5769e-05	0.000943711	1.32223e-08	0.00110205	1.62793e-08	0.00126039	1.90508e-08	0.00141873	2.17051e-08	0.00157707	2.4304e-08	0.00173541	2.68737e-08	0.00189376	2.94264e-08	0.0020521	3.19686e-08	0.00221044	3.45038e-08	0.00236878	3.70342e-08
