0	-6.50826173661211e-10	-6.50822293464266e-10	6.80062905999267e-06	6.80062906063672e-06	0.00146862
0.05	2.1135758477625e-06	2.11205472916729e-06	-9.80672074057248e-07	-9.80672074271931e-07	0.000251809
0.1	1.77186524747338e-05	1.77064834968483e-05	-2.21524894037154e-06	-2.21524893929813e-06	0.00348491
0.15	6.21201932508993e-05	6.20791229400773e-05	-3.57344694617039e-05	-3.57344694614892e-05	0.00660743
0.2	0.000167702481516001	0.00016760512966176	-0.000136877375585211	-0.000136877375583064	0.0105978
0.3	0.000781044185807148	0.000780715623287327	-0.000461819081267585	-0.000461819081263721	0.104406
0.4	0.00262567880914076	0.00262489999427147	-0.00102275123640954	-0.00102275123640653	0.514876
0.5	0.00618376874166293	0.00618224761885987	-0.00180150495160557	-0.001801504951603	1.40828
0.6	0.0113561684833568	0.0113535399830893	-0.0029861136349274	-0.00298611363491988	2.7867
0.7	0.0179327908638749	0.0179286169027636	-0.00497730788740058	-0.00497730788740058	4.62646
0.8	0.0257486971140622	0.0257424665948452	-0.00838045452520958	-0.008380454525204	6.85212
0.9	0.0347093356211286	0.0347004644326372	-0.0135619767555374	-0.013561976755543	9.43589
1	0.0448101283644859	0.0447979593816681	-0.0210403980831892	-0.0210403980831798	-nan
1.2	0.0686189418695881	0.0685979138673595	-0.0435587170768012	-0.0435587170768124	19.4131
1.4	0.0968968328608723	0.0968634411722639	-0.0792341283682247	-0.0792341283682401	-nan
1.6	0.129737591485567	0.129687747332451	-0.130678808836065	-0.130678808836062	-nan
2	0.208693698877777	0.208596347016632	-0.290309954420432	-0.290309954420427	-nan
