# iterations	 errorinentropy	 maxerror
5.49e+04	13.09	87.86
1.23e+05	11.32	83.77
2.136e+05	10.88	83.77
3.261e+05	9.306	43.99
4.606e+05	6.975	33.59
6.161e+05	5.934	33.59
7.961e+05	5.625	33.59
9.966e+05	4.938	33.59
1.22e+06	4.839	28.13
1.465e+06	4.726	28.13
1.736e+06	4.623	28.13
2.029e+06	4.602	28.13
2.346e+06	4.888	28.13
2.683e+06	4.638	28.13
3.038e+06	4.381	28.13
3.411e+06	4.102	28.13
3.805e+06	4.17	28.13
4.225e+06	4.118	28.13
4.674e+06	4.1	28.13
5.138e+06	4.138	28.13
5.631e+06	4.199	28.13
6.142e+06	4.244	28.13
6.684e+06	4.134	28.13
7.25e+06	4.164	28.13
7.832e+06	4.265	28.13
8.43e+06	3.957	28.13
9.054e+06	3.738	28.13
9.697e+06	3.685	28.13
1.036e+07	3.664	28.13
1.105e+07	3.686	28.13
1.175e+07	3.667	28.13
1.248e+07	3.702	28.13
1.324e+07	3.71	28.13
1.402e+07	3.73	28.13
1.482e+07	3.771	28.13
1.564e+07	3.766	28.13
1.649e+07	3.794	28.13
1.736e+07	3.805	28.13
1.825e+07	3.774	28.13
1.915e+07	3.778	28.13
2.007e+07	3.731	28.13
2.103e+07	3.717	28.13
2.201e+07	3.733	28.13
2.303e+07	3.707	28.13
2.406e+07	3.708	28.13
2.512e+07	3.713	28.13
2.62e+07	3.705	28.13
2.729e+07	3.713	28.13
2.84e+07	3.724	28.13
2.954e+07	3.735	28.13
3.07e+07	3.75	28.13
3.19e+07	3.764	28.13
3.31e+07	3.755	28.13
3.43e+07	3.742	28.13
3.551e+07	3.756	28.13
3.677e+07	3.769	28.13
3.806e+07	3.781	28.13
3.935e+07	3.791	28.13
4.068e+07	3.788	28.13
4.202e+07	3.802	28.13
4.339e+07	3.82	28.13
4.479e+07	3.823	28.13
4.619e+07	3.835	28.13
4.765e+07	3.839	28.13
4.911e+07	3.862	28.13
5.058e+07	3.862	28.13
5.201e+07	3.874	28.13
5.351e+07	3.885	28.13
5.481e+07	3.894	28.13
5.613e+07	3.905	28.13
5.757e+07	3.903	28.13
5.902e+07	3.887	28.13
6.049e+07	3.899	28.13
6.212e+07	3.898	28.13
6.358e+07	3.91	28.13
6.503e+07	3.92	28.13
6.659e+07	3.924	28.13
6.833e+07	3.933	28.13
7.01e+07	3.924	28.13
7.188e+07	3.921	28.13
7.367e+07	3.929	28.13
7.551e+07	3.936	28.13
7.735e+07	3.944	28.13
7.922e+07	3.956	28.13
8.111e+07	3.967	28.13
8.304e+07	3.98	28.13
8.498e+07	3.987	28.13
8.694e+07	3.973	28.13
8.893e+07	3.974	28.13
9.094e+07	3.974	28.13
9.297e+07	3.978	28.13
9.502e+07	3.987	28.13
9.71e+07	3.999	28.13
9.919e+07	3.999	28.13
1.013e+08	4.01	28.13
1.034e+08	4.019	28.13
1.056e+08	4.028	28.13
1.078e+08	4.035	28.13
1.1e+08	4.041	28.13
1.122e+08	4.049	28.13
1.145e+08	4.057	28.13
