# unused	g3	z	x
0	3.14464	-2.1	0
0	3.14356	-2.09997	0.0105
0	3.14289	-2.0999	0.0209997
0	3.14264	-2.09976	0.0314988
0	3.1428	-2.09958	0.0419972
0	3.14336	-2.09934	0.0524945
0	3.14434	-2.09906	0.0629906
0	3.14402	-2.09871	0.073485
0	3.14325	-2.09832	0.0839776
0	3.14289	-2.09787	0.0944681
0	3.14292	-2.09738	0.104956
0	3.14334	-2.09682	0.115442
0	3.14416	-2.09622	0.125924
0	3.14453	-2.09557	0.136404
0	3.14363	-2.09486	0.14688
0	3.14309	-2.0941	0.157352
0	3.14293	-2.09328	0.167821
0	3.14312	-2.09242	0.178285
0	3.14368	-2.0915	0.188745
0	3.14459	-2.09053	0.1992
0	3.1435	-2.08951	0.20965
0	3.14271	-2.08843	0.220095
0	3.14225	-2.08731	0.230534
0	3.1421	-2.08613	0.240968
0	3.14227	-2.0849	0.251396
0	3.14275	-2.08362	0.261817
0	3.14215	-2.08228	0.272232
0	3.14099	-2.08089	0.28264
0	3.1401	-2.07945	0.293041
0	3.13947	-2.07796	0.303434
0	3.13911	-2.07642	0.31382
0	3.139	-2.07482	0.324198
0	3.13868	-2.07318	0.334568
0	3.13703	-2.07148	0.34493
0	3.13558	-2.06973	0.355283
0	3.13435	-2.06793	0.365627
0	3.13331	-2.06607	0.375962
0	3.13246	-2.06417	0.386288
0	3.1318	-2.06221	0.396604
0	3.12988	-2.0602	0.40691
0	3.13049	-2.05814	0.417206
0	3.13191	-2.05603	0.427491
0	3.13347	-2.05386	0.437766
0	3.13518	-2.05165	0.44803
0	3.13701	-2.04938	0.458282
0	3.13846	-2.04707	0.468523
0	3.13898	-2.0447	0.478753
0	3.13959	-2.04228	0.48897
0	3.14025	-2.03981	0.499176
0	3.14097	-2.03729	0.509368
0	3.14173	-2.03472	0.519548
0	3.14252	-2.03209	0.529715
0	3.14234	-2.02942	0.539869
0	3.14194	-2.02669	0.550009
0	3.14152	-2.02392	0.560136
0	3.14107	-2.02109	0.570249
0	3.14058	-2.01822	0.580347
0	3.14004	-2.01529	0.590431
0	3.13923	-2.01231	0.6005
0	3.13771	-2.00928	0.610554
0	3.13609	-2.00621	0.620592
0	3.13436	-2.00308	0.630616
0	3.13253	-1.9999	0.640623
0	3.13057	-1.99667	0.650615
0	3.12847	-1.99339	0.66059
0	3.1309	-1.99007	0.670548
0	3.13297	-1.98669	0.68049
0	3.1348	-1.98326	0.690415
0	3.13637	-1.97978	0.700323
0	3.13766	-1.97626	0.710213
0	3.13867	-1.97268	0.720085
0	3.13937	-1.96906	0.72994
0	3.13973	-1.96538	0.739776
0	3.13977	-1.96166	0.749594
0	3.13948	-1.95789	0.759392
0	3.13886	-1.95407	0.769172
0	3.13789	-1.9502	0.778933
0	3.13655	-1.94628	0.788674
0	3.13489	-1.94231	0.798396
0	3.13321	-1.93829	0.808097
0	3.13115	-1.93423	0.817779
0	3.12871	-1.93012	0.827439
0	3.12722	-1.92595	0.83708
0	3.12976	-1.92174	0.846699
0	3.13174	-1.91749	0.856297
0	3.13332	-1.91318	0.865874
0	3.13501	-1.90883	0.875429
0	3.13614	-1.90443	0.884962
0	3.13669	-1.89998	0.894473
0	3.13666	-1.89548	0.903962
0	3.13603	-1.89094	0.913428
0	3.13479	-1.88635	0.922871
0	3.13323	-1.88171	0.932291
0	3.13213	-1.87703	0.941688
0	3.13044	-1.87229	0.951061
0	3.12815	-1.86751	0.960411
0	3.12526	-1.86269	0.969736
0	3.12515	-1.85782	0.979038
0	3.12713	-1.8529	0.988314
0	3.12844	-1.84793	0.997566
