# unused	g3	z	x
0	2.68573	7	0
0	2.6818	6.99	0
0	2.67782	6.98	0
0	2.67375	6.97	0
0	2.66962	6.96	0
0	2.66543	6.95	0
0	2.66117	6.94	0
0	2.65685	6.93	0
0	2.65248	6.92	0
0	2.64804	6.91	0
0	2.64351	6.9	0
0	2.63892	6.89	0
0	2.63426	6.88	0
0	2.62955	6.87	0
0	2.62478	6.86	0
0	2.61995	6.85	0
0	2.61504	6.84	0
0	2.61006	6.83	0
0	2.60501	6.82	0
0	2.5999	6.81	0
0	2.59474	6.8	0
0	2.58952	6.79	0
0	2.58424	6.78	0
0	2.57887	6.77	0
0	2.57343	6.76	0
0	2.56794	6.75	0
0	2.56239	6.74	0
0	2.55679	6.73	0
0	2.55113	6.72	0
0	2.54541	6.71	0
0	2.53959	6.7	0
0	2.53372	6.69	0
0	2.5278	6.68	0
0	2.52182	6.67	0
0	2.5158	6.66	0
0	2.50973	6.65	0
0	2.50358	6.64	0
0	2.49735	6.63	0
0	2.49107	6.62	0
0	2.48474	6.61	0
0	2.47837	6.6	0
0	2.47196	6.59	0
0	2.4655	6.58	0
0	2.45894	6.57	0
0	2.45234	6.56	0
0	2.44569	6.55	0
0	2.439	6.54	0
0	2.43227	6.53	0
0	2.4255	6.52	0
0	2.41868	6.51	0
0	2.41178	6.5	0
0	2.40483	6.49	0
0	2.39786	6.48	0
0	2.39085	6.47	0
0	2.38381	6.46	0
0	2.37674	6.45	0
0	2.3696	6.44	0
0	2.36241	6.43	0
0	2.35519	6.42	0
0	2.34795	6.41	0
0	2.34068	6.4	0
0	2.33339	6.39	0
0	2.32608	6.38	0
0	2.31869	6.37	0
0	2.31128	6.36	0
0	2.30385	6.35	0
0	2.29641	6.34	0
0	2.28895	6.33	0
0	2.28147	6.32	0
0	2.27398	6.31	0
0	2.26643	6.3	0
0	2.25888	6.29	0
0	2.25132	6.28	0
0	2.24375	6.27	0
0	2.23618	6.26	0
0	2.22861	6.25	0
0	2.22102	6.24	0
0	2.21341	6.23	0
0	2.2058	6.22	0
0	2.1982	6.21	0
0	2.1906	6.2	0
0	2.18301	6.19	0
0	2.17544	6.18	0
0	2.16785	6.17	0
0	2.16027	6.16	0
0	2.15271	6.15	0
0	2.14516	6.14	0
0	2.13764	6.13	0
0	2.13014	6.12	0
0	2.12266	6.11	0
0	2.11519	6.1	0
0	2.10775	6.09	0
0	2.10034	6.08	0
0	2.09297	6.07	0
0	2.08563	6.06	0
0	2.07833	6.05	0
0	2.07106	6.04	0
0	2.06384	6.03	0
0	2.05666	6.02	0
0	2.04953	6.01	0
0	2.04245	6	0
0	2.03541	5.99	0
0	2.02843	5.98	0
0	2.02152	5.97	0
0	2.01467	5.96	0
0	2.00788	5.95	0
0	2.00115	5.94	0
0	1.99449	5.93	0
0	1.98789	5.92	0
0	1.98137	5.91	0
0	1.97495	5.9	0
0	1.9686	5.89	0
0	1.96233	5.88	0
0	1.95614	5.87	0
0	1.95003	5.86	0
0	1.94401	5.85	0
0	1.93811	5.84	0
0	1.93232	5.83	0
0	1.92662	5.82	0
0	1.92101	5.81	0
0	1.9155	5.8	0
0	1.91009	5.79	0
0	1.90479	5.78	0
0	1.89966	5.77	0
0	1.89465	5.76	0
0	1.88974	5.75	0
0	1.88494	5.74	0
0	1.88026	5.73	0
0	1.87571	5.72	0
0	1.87131	5.71	0
0	1.86709	5.7	0
0	1.86299	5.69	0
0	1.85903	5.68	0
0	1.8552	5.67	0
0	1.85151	5.66	0
0	1.84796	5.65	0
0	1.84463	5.64	0
0	1.84147	5.63	0
0	1.83846	5.62	0
0	1.8356	5.61	0
0	1.83289	5.6	0
0	1.83034	5.59	0
0	1.82797	5.58	0
0	1.82587	5.57	0
0	1.82393	5.56	0
0	1.82216	5.55	0
0	1.82056	5.54	0
0	1.81914	5.53	0
0	1.8179	5.52	0
0	1.8169	5.51	0
0	1.81616	5.5	0
0	1.81561	5.49	0
0	1.81524	5.48	0
0	1.81507	5.47	0
0	1.81509	5.46	0
0	1.81532	5.45	0
0	1.81587	5.44	0
0	1.81666	5.43	0
0	1.81765	5.42	0
0	1.81885	5.41	0
0	1.82027	5.4	0
0	1.82191	5.39	0
0	1.8238	5.38	0
0	1.82604	5.37	0
0	1.82851	5.36	0
0	1.83121	5.35	0
0	1.83414	5.34	0
0	1.83732	5.33	0
0	1.84073	5.32	0
0	1.84448	5.31	0
0	1.84855	5.3	0
0	1.85286	5.29	0
0	1.85744	5.28	0
0	1.86227	5.27	0
0	1.86736	5.26	0
0	1.87271	5.25	0
0	1.87848	5.24	0
0	1.88453	5.23	0
0	1.89086	5.22	0
0	1.89746	5.21	0
0	1.90435	5.2	0
0	1.91151	5.19	0
0	1.91901	5.18	0
0	1.92691	5.17	0
0	1.9351	5.16	0
0	1.94359	5.15	0
0	1.95238	5.14	0
0	1.96148	5.13	0
0	1.97088	5.12	0
0	1.98068	5.11	0
0	1.99084	5.1	0
0	2.00132	5.09	0
0	2.01212	5.08	0
0	2.02325	5.07	0
0	2.0347	5.06	0
0	2.04648	5.05	0
0	2.05871	5.04	0
0	2.07128	5.03	0
0	2.08418	5.02	0
0	2.09744	5.01	0
0	2.11103	5	0
0	2.12498	4.99	0
0	2.13931	4.98	0
0	2.15405	4.97	0
0	2.16914	4.96	0
0	2.18461	4.95	0
0	2.20044	4.94	0
0	2.21664	4.93	0
0	2.23321	4.92	0
0	2.25018	4.91	0
0	2.26754	4.9	0
0	2.28528	4.89	0
0	2.30341	4.88	0
0	2.32194	4.87	0
0	2.34086	4.86	0
0	2.36017	4.85	0
0	2.37985	4.84	0
0	2.39993	4.83	0
0	2.42042	4.82	0
0	2.44133	4.81	0
0	2.46265	4.8	0
0	2.4844	4.79	0
0	2.50651	4.78	0
0	2.52898	4.77	0
0	2.55188	4.76	0
0	2.57521	4.75	0
0	2.59899	4.74	0
0	2.62321	4.73	0
0	2.64788	4.72	0
0	2.67282	4.71	0
0	2.69816	4.7	0
0	2.72396	4.69	0
0	2.75023	4.68	0
0	2.77697	4.67	0
0	2.80419	4.66	0
0	2.83185	4.65	0
0	2.85966	4.64	0
0	2.88797	4.63	0
0	2.91677	4.62	0
0	2.94607	4.61	0
0	2.97589	4.6	0
0	3.00624	4.59	0
0	3.03685	4.58	0
0	3.0677	4.57	0
0	3.09908	4.56	0
0	3.13101	4.55	0
0	3.1635	4.54	0
0	3.19655	4.53	0
0	3.23017	4.52	0
0	3.26377	4.51	0
0	3.29783	4.5	0
0	3.33248	4.49	0
0	3.36774	4.48	0
0	3.40361	4.47	0
0	3.44012	4.46	0
0	3.4771	4.45	0
0	3.51399	4.44	0
0	3.55152	4.43	0
0	3.58973	4.42	0
0	3.62863	4.41	0
0	3.66823	4.4	0
0	3.70856	4.39	0
0	3.74904	4.38	0
0	3.78975	4.37	0
0	3.83122	4.36	0
0	3.87347	4.35	0
0	3.91653	4.34	0
0	3.96041	4.33	0
0	4.00514	4.32	0
0	4.04963	4.31	0
0	4.09487	4.3	0
0	4.14101	4.29	0
0	4.18808	4.28	0
0	4.23611	4.27	0
0	4.28514	4.26	0
0	4.33487	4.25	0
0	4.38467	4.24	0
0	4.43553	4.23	0
0	4.48749	4.22	0
0	4.54061	4.21	0
0	4.5949	4.2	0
0	4.5949	4.2	0
0	4.59494	4.19997	0.0105
0	4.59494	4.1999	0.0209997
0	4.59492	4.19976	0.0314988
0	4.59486	4.19958	0.0419972
0	4.59478	4.19934	0.0524945
0	4.59467	4.19906	0.0629906
0	4.59459	4.19871	0.073485
0	4.59452	4.19832	0.0839776
0	4.59442	4.19787	0.0944681
0	4.59428	4.19738	0.104956
0	4.59412	4.19682	0.115442
0	4.59393	4.19622	0.125924
0	4.59375	4.19557	0.136404
0	4.5936	4.19486	0.14688
0	4.59343	4.1941	0.157352
0	4.59322	4.19328	0.167821
0	4.59299	4.19242	0.178285
0	4.59273	4.1915	0.188745
0	4.59244	4.19053	0.1992
0	4.59223	4.18951	0.20965
0	4.59198	4.18843	0.220095
0	4.59171	4.18731	0.230534
0	4.59142	4.18613	0.240968
0	4.59095	4.1849	0.251396
0	4.59044	4.18362	0.261817
0	4.58996	4.18228	0.272232
0	4.58948	4.18089	0.28264
0	4.58897	4.17945	0.293041
0	4.58843	4.17796	0.303434
0	4.58786	4.17642	0.31382
0	4.58726	4.17482	0.324198
0	4.58665	4.17318	0.334568
0	4.58608	4.17148	0.34493
0	4.58549	4.16973	0.355283
0	4.58486	4.16793	0.365627
0	4.58421	4.16607	0.375962
0	4.58353	4.16417	0.386288
0	4.58282	4.16221	0.396604
0	4.58216	4.1602	0.40691
0	4.58149	4.15814	0.417206
0	4.5808	4.15603	0.427491
0	4.58008	4.15386	0.437766
0	4.57934	4.15165	0.44803
0	4.57857	4.14938	0.458282
0	4.57781	4.14707	0.468523
0	4.57708	4.1447	0.478753
0	4.57633	4.14228	0.48897
0	4.57556	4.13981	0.499176
0	4.57477	4.13729	0.509368
0	4.57396	4.13472	0.519548
0	4.57313	4.13209	0.529715
0	4.57235	4.12942	0.539869
0	4.57157	4.12669	0.550009
0	4.57077	4.12392	0.560136
0	4.56995	4.12109	0.570249
0	4.56896	4.11822	0.580347
0	4.56778	4.11529	0.590431
0	4.56659	4.11231	0.6005
0	4.56544	4.10928	0.610554
0	4.56427	4.10621	0.620592
0	4.56308	4.10308	0.630616
0	4.56187	4.0999	0.640623
0	4.56064	4.09667	0.650615
0	4.55939	4.09339	0.66059
0	4.55818	4.09007	0.670548
0	4.55697	4.08669	0.68049
0	4.55575	4.08326	0.690415
0	4.55452	4.07978	0.700323
0	4.55327	4.07626	0.710213
0	4.552	4.07268	0.720085
0	4.55072	4.06906	0.72994
0	4.5495	4.06538	0.739776
0	4.54828	4.06166	0.749594
0	4.54704	4.05789	0.759392
0	4.5458	4.05407	0.769172
0	4.54424	4.0502	0.778933
0	4.54258	4.04628	0.788674
0	4.54091	4.04231	0.798396
0	4.53928	4.03829	0.808097
0	4.53765	4.03423	0.817779
0	4.536	4.03012	0.827439
0	4.53433	4.02595	0.83708
0	4.53265	4.02174	0.846699
0	4.53096	4.01749	0.856297
0	4.52927	4.01318	0.865874
0	4.52763	4.00883	0.875429
0	4.52599	4.00443	0.884962
0	4.52433	3.99998	0.894473
0	4.52266	3.99548	0.903962
0	4.52099	3.99094	0.913428
0	4.51928	3.98635	0.922871
0	4.51722	3.98171	0.932291
0	4.51519	3.97703	0.941688
0	4.51315	3.97229	0.951061
0	4.5111	3.96751	0.960411
0	4.50903	3.96269	0.969736
0	4.50695	3.95782	0.979038
0	4.50486	3.9529	0.988314
0	4.50277	3.94793	0.997566
0	4.50073	3.94292	1.00679
0	4.49868	3.93787	1.016
0	4.49663	3.93276	1.02517
0	4.49457	3.92761	1.03432
0	4.4925	3.92242	1.04345
0	4.49022	3.91718	1.05255
0	4.48777	3.91189	1.06162
0	4.48537	3.90656	1.07067
0	4.48296	3.90119	1.07969
0	4.48054	3.89577	1.08868
0	4.4781	3.8903	1.09764
0	4.47566	3.88479	1.10658
0	4.4732	3.87924	1.11549
0	4.47073	3.87364	1.12437
0	4.46828	3.86799	1.13323
0	4.46587	3.8623	1.14205
0	4.46345	3.85657	1.15085
0	4.46086	3.8508	1.15962
0	4.45812	3.84498	1.16836
0	4.45536	3.83911	1.17707
0	4.45257	3.8332	1.18575
0	4.44977	3.82725	1.1944
0	4.44701	3.82126	1.20302
0	4.44425	3.81522	1.21161
0	4.44148	3.80914	1.22017
0	4.43869	3.80302	1.2287
0	4.43589	3.79686	1.2372
0	4.43308	3.79065	1.24567
0	4.43016	3.7844	1.25411
0	4.42709	3.77811	1.26252
0	4.42408	3.77178	1.27089
0	4.42105	3.7654	1.27923
0	4.41799	3.75898	1.28755
0	4.41492	3.75253	1.29582
0	4.41182	3.74603	1.30407
0	4.4087	3.73948	1.31228
0	4.40556	3.7329	1.32047
0	4.40239	3.72628	1.32861
0	4.39927	3.71962	1.33673
0	4.39604	3.71291	1.34481
0	4.39278	3.70617	1.35286
0	4.38948	3.69938	1.36087
0	4.38615	3.69256	1.36885
0	4.38279	3.6857	1.3768
0	4.3794	3.67879	1.38471
0	4.37598	3.67185	1.39258
0	4.37259	3.66487	1.40043
0	4.36921	3.65784	1.40823
0	4.36581	3.65078	1.416
0	4.36236	3.64368	1.42374
0	4.35888	3.63655	1.43144
0	4.35535	3.62937	1.43911
0	4.35178	3.62216	1.44674
0	4.34816	3.6149	1.45433
0	4.34451	3.60761	1.46188
0	4.34093	3.60028	1.4694
0	4.33731	3.59292	1.47689
0	4.3337	3.58552	1.48433
0	4.33012	3.57808	1.49174
0	4.32649	3.5706	1.49911
0	4.32281	3.56308	1.50645
0	4.31908	3.55553	1.51374
0	4.31529	3.54795	1.521
0	4.31145	3.54032	1.52822
0	4.30769	3.53266	1.53541
0	4.30388	3.52497	1.54255
0	4.30017	3.51724	1.54966
0	4.2965	3.50947	1.55672
0	4.29277	3.50167	1.56375
0	4.28898	3.49384	1.57074
0	4.28513	3.48596	1.57769
0	4.28121	3.47806	1.5846
0	4.27723	3.47012	1.59147
0	4.27327	3.46214	1.5983
0	4.26937	3.45414	1.60509
0	4.26573	3.44609	1.61184
0	4.26202	3.43802	1.61855
0	4.25823	3.42991	1.62522
0	4.25438	3.42177	1.63185
0	4.25045	3.41359	1.63844
0	4.24645	3.40538	1.64499
0	4.24238	3.39714	1.65149
0	4.23824	3.38887	1.65796
0	4.2346	3.38056	1.66438
0	4.23096	3.37222	1.67076
0	4.22725	3.36385	1.6771
0	4.22345	3.35545	1.6834
0	4.21958	3.34702	1.68966
0	4.21563	3.33855	1.69587
0	4.21159	3.33006	1.70204
0	4.20754	3.32153	1.70817
0	4.20396	3.31298	1.71426
0	4.20029	3.30439	1.7203
0	4.19652	3.29578	1.7263
0	4.19281	3.28713	1.73226
0	4.18906	3.27845	1.73817
0	4.18521	3.26975	1.74404
0	4.18129	3.26101	1.74987
0	4.17757	3.25225	1.75565
0	4.1742	3.24346	1.76139
0	4.17073	3.23463	1.76709
0	4.16716	3.22579	1.77274
0	4.16349	3.21691	1.77835
0	4.15972	3.208	1.78391
0	4.15585	3.19907	1.78943
0	4.15193	3.19011	1.7949
0	4.14886	3.18112	1.80033
0	4.14575	3.1721	1.80571
0	4.14254	3.16306	1.81105
0	4.13923	3.15399	1.81634
0	4.13582	3.1449	1.82159
0	4.13231	3.13578	1.82679
0	4.1287	3.12663	1.83195
0	4.12555	3.11746	1.83706
0	4.12268	3.10826	1.84212
0	4.1197	3.09904	1.84714
0	4.1166	3.08979	1.85211
0	4.1134	3.08052	1.85704
0	4.11016	3.07122	1.86192
0	4.10698	3.0619	1.86675
0	4.10413	3.05255	1.87154
0	4.10179	3.04318	1.87627
0	4.09933	3.03379	1.88097
0	4.09676	3.02437	1.88561
0	4.09409	3.01493	1.89021
0	4.0913	3.00547	1.89476
0	4.08841	2.99599	1.89927
0	4.08584	2.98648	1.90372
0	4.08387	2.97695	1.90813
0	4.08178	2.9674	1.91249
0	4.07958	2.95782	1.9168
0	4.07727	2.94823	1.92107
0	4.07485	2.93861	1.92529
0	4.07247	2.92898	1.92946
0	4.07061	2.91932	1.93358
0	4.06933	2.90964	1.93765
0	4.06794	2.89994	1.94167
0	4.06644	2.89022	1.94565
0	4.06483	2.88049	1.94957
0	4.06311	2.87073	1.95345
0	4.06129	2.86095	1.95728
0	4.06015	2.85116	1.96106
0	4.05941	2.84134	1.96479
0	4.05856	2.83151	1.96848
0	4.0576	2.82166	1.97211
0	4.05654	2.81179	1.97569
0	4.05537	2.8019	1.97923
0	4.0541	2.79199	1.98271
0	4.05391	2.78207	1.98615
0	4.05379	2.77213	1.98953
0	4.05357	2.76218	1.99287
0	4.05345	2.7522	1.99615
0	4.05327	2.74222	1.99939
0	4.05299	2.73221	2.00258
0	4.05292	2.72219	2.00571
0	4.05387	2.71215	2.0088
0	4.05473	2.7021	2.01183
0	4.05549	2.69204	2.01482
0	4.05615	2.68195	2.01775
0	4.05673	2.67186	2.02064
0	4.05721	2.66175	2.02347
0	4.05851	2.65162	2.02626
0	4.0603	2.64149	2.02899
0	4.06199	2.63133	2.03167
0	4.0636	2.62117	2.0343
0	4.06513	2.61099	2.03688
0	4.06657	2.6008	2.03941
0	4.06805	2.5906	2.04189
0	4.07085	2.58038	2.04432
0	4.07358	2.57015	2.04669
0	4.07623	2.55991	2.04902
0	4.07881	2.54966	2.05129
0	4.08132	2.5394	2.05352
0	4.08375	2.52913	2.05569
0	4.08705	2.51884	2.05781
0	4.09092	2.50855	2.05988
0	4.09493	2.49825	2.06189
0	4.09887	2.48793	2.06386
0	4.10275	2.47761	2.06577
0	4.10658	2.46727	2.06763
0	4.11059	2.45693	2.06944
0	4.11591	2.44658	2.0712
0	4.12118	2.43622	2.07291
0	4.12639	2.42585	2.07457
0	4.13157	2.41547	2.07617
0	4.1367	2.40509	2.07772
0	4.14179	2.3947	2.07922
0	4.14806	2.3843	2.08067
0	4.15471	2.37389	2.08206
0	4.16133	2.36348	2.08341
0	4.16792	2.35306	2.0847
0	4.17449	2.34263	2.08594
0	4.18103	2.3322	2.08712
0	4.18816	2.32176	2.08826
0	4.19633	2.31131	2.08934
0	4.20449	2.30086	2.09037
0	4.21263	2.29041	2.09135
0	4.22077	2.27995	2.09228
0	4.22891	2.26949	2.09315
0	4.23706	2.25902	2.09397
0	4.2469	2.24855	2.09474
0	4.25674	2.23807	2.09546
0	4.26659	2.22759	2.09612
0	4.27645	2.21711	2.09673
0	4.28633	2.20663	2.09729
0	4.29624	2.19614	2.0978
0	4.30733	2.18565	2.09825
0	4.31901	2.17516	2.09865
0	4.33073	2.16466	2.099
0	4.34248	2.15417	2.0993
0	4.35428	2.14367	2.09955
0	4.36613	2.13317	2.09974
0	4.37863	2.12267	2.09988
0	4.39233	2.11217	2.09996
0	4.40609	2.10167	2.1
0	4.41992	2.09117	2.09998
0	4.43382	2.08067	2.09991
0	4.44779	2.07017	2.09979
0	4.46187	2.05967	2.09961
0	4.47778	2.04918	2.09938
0	4.49377	2.03868	2.0991
0	4.50987	2.02819	2.09877
0	4.52607	2.01769	2.09839
0	4.54237	2.0072	2.09795
0	4.55879	1.99671	2.09746
0	4.57653	1.98623	2.09692
0	4.59498	1.97574	2.09632
0	4.61355	1.96526	2.09567
0	4.63226	1.95479	2.09497
0	4.65111	1.94432	2.09422
0	4.67011	1.93385	2.09342
0	4.68987	1.92338	2.09256
0	4.71099	1.91292	2.09165
0	4.73227	1.90246	2.09069
0	4.75372	1.89201	2.08968
0	4.77536	1.88157	2.08861
0	4.79718	1.87113	2.08749
0	4.81918	1.86069	2.08632
0	4.84317	1.85026	2.0851
0	4.86741	1.83984	2.08382
0	4.89186	1.82943	2.0825
0	4.91653	1.81902	2.08112
0	4.94142	1.80862	2.07969
0	4.96655	1.79822	2.0782
0	4.993	1.78783	2.07667
0	5.02045	1.77745	2.07508
0	5.04816	1.76708	2.07344
0	5.07613	1.75672	2.07175
0	5.10437	1.74637	2.07001
0	5.13289	1.73602	2.06822
0	5.16203	1.72568	2.06637
0	5.19296	1.71536	2.06447
0	5.2242	1.70504	2.06252
0	5.25575	1.69473	2.06052
0	5.28805	1.68443	2.05847
0	5.32092	1.67415	2.05637
0	5.35417	1.66387	2.05421
0	5.38915	1.6536	2.05201
0	5.42501	1.64335	2.04975
0	5.46128	1.63311	2.04744
0	5.49796	1.62288	2.04508
0	5.53507	1.61266	2.04267
0	5.5726	1.60245	2.04021
0	5.611	1.59225	2.03769
0	5.65126	1.58207	2.03513
0	5.69198	1.5719	2.03251
0	5.73317	1.56175	2.02985
0	5.77485	1.5516	2.02713
0	5.81701	1.54148	2.02436
0	5.85968	1.53136	2.02155
0	5.9041	1.52126	2.01868
0	5.94962	1.51117	2.01576
0	5.99568	1.5011	2.01279
0	6.04229	1.49105	2.00977
0	6.08944	1.48101	2.0067
0	6.13716	1.47098	2.00358
0	6.18559	1.46097	2.00041
0	6.23625	1.45098	1.99719
0	6.28752	1.441	1.99392
0	6.34078	1.43104	1.9906
0	6.39502	1.42109	1.98723
0	6.44996	1.41116	1.98381
0	6.50562	1.40125	1.98034
0	6.56271	1.39136	1.97682
0	6.6216	1.38149	1.97326
