# unused	g3	z	x
0	2.82191	-7	0
0	2.8228	-6.99	0
0	2.8203	-6.98	0
0	2.81813	-6.97	0
0	2.81893	-6.96	0
0	2.81872	-6.95	0
0	2.82143	-6.94	0
0	2.82177	-6.93	0
0	2.82054	-6.92	0
0	2.82362	-6.91	0
0	2.82773	-6.9	0
0	2.82704	-6.89	0
0	2.82331	-6.88	0
0	2.82428	-6.87	0
0	2.83017	-6.86	0
0	2.83353	-6.85	0
0	2.83347	-6.84	0
0	2.83382	-6.83	0
0	2.83244	-6.82	0
0	2.83419	-6.81	0
0	2.83659	-6.8	0
0	2.83614	-6.79	0
0	2.83712	-6.78	0
0	2.83679	-6.77	0
0	2.83614	-6.76	0
0	2.83796	-6.75	0
0	2.83935	-6.74	0
0	2.84015	-6.73	0
0	2.83801	-6.72	0
0	2.83656	-6.71	0
0	2.84124	-6.7	0
0	2.84023	-6.69	0
0	2.83871	-6.68	0
0	2.84124	-6.67	0
0	2.84073	-6.66	0
0	2.83916	-6.65	0
0	2.8416	-6.64	0
0	2.8434	-6.63	0
0	2.84361	-6.62	0
0	2.84492	-6.61	0
0	2.84831	-6.6	0
0	2.84856	-6.59	0
0	2.85106	-6.58	0
0	2.85338	-6.57	0
0	2.85025	-6.56	0
0	2.85011	-6.55	0
0	2.85493	-6.54	0
0	2.85749	-6.53	0
0	2.85488	-6.52	0
0	2.85591	-6.51	0
0	2.85993	-6.5	0
0	2.86306	-6.49	0
0	2.86029	-6.48	0
0	2.85778	-6.47	0
0	2.85898	-6.46	0
0	2.85826	-6.45	0
0	2.85905	-6.44	0
0	2.85787	-6.43	0
0	2.85719	-6.42	0
0	2.85901	-6.41	0
0	2.8607	-6.4	0
0	2.86445	-6.39	0
0	2.86413	-6.38	0
0	2.8618	-6.37	0
0	2.86002	-6.36	0
0	2.86163	-6.35	0
0	2.8636	-6.34	0
0	2.86337	-6.33	0
0	2.86519	-6.32	0
0	2.86759	-6.31	0
0	2.86845	-6.3	0
0	2.86525	-6.29	0
0	2.85999	-6.28	0
0	2.85877	-6.27	0
0	2.8626	-6.26	0
0	2.86347	-6.25	0
0	2.86249	-6.24	0
0	2.8637	-6.23	0
0	2.86032	-6.22	0
0	2.85949	-6.21	0
0	2.85945	-6.2	0
0	2.86399	-6.19	0
0	2.8646	-6.18	0
0	2.8556	-6.17	0
0	2.85872	-6.16	0
0	2.86014	-6.15	0
0	2.85906	-6.14	0
0	2.86072	-6.13	0
0	2.85801	-6.12	0
0	2.85694	-6.11	0
0	2.85431	-6.1	0
0	2.85372	-6.09	0
