# unused	g3	z	x
0	1.06444	11	0
0	1.06525	10.99	0
0	1.06452	10.98	0
0	1.06512	10.97	0
0	1.06585	10.96	0
0	1.06534	10.95	0
0	1.06929	10.94	0
0	1.06945	10.93	0
0	1.0687	10.92	0
0	1.07126	10.91	0
0	1.07228	10.9	0
0	1.07134	10.89	0
0	1.07185	10.88	0
0	1.07467	10.87	0
0	1.07586	10.86	0
0	1.07485	10.85	0
0	1.07457	10.84	0
0	1.07658	10.83	0
0	1.07937	10.82	0
0	1.0811	10.81	0
0	1.08001	10.8	0
0	1.08101	10.79	0
0	1.08415	10.78	0
0	1.08304	10.77	0
0	1.08437	10.76	0
0	1.08669	10.75	0
0	1.08567	10.74	0
0	1.08862	10.73	0
0	1.09074	10.72	0
0	1.09181	10.71	0
0	1.09216	10.7	0
0	1.09079	10.69	0
0	1.09381	10.68	0
0	1.0964	10.67	0
0	1.09608	10.66	0
0	1.0964	10.65	0
0	1.09765	10.64	0
0	1.09934	10.63	0
0	1.09814	10.62	0
0	1.09859	10.61	0
0	1.10328	10.6	0
0	1.10166	10.59	0
0	1.09968	10.58	0
0	1.10263	10.57	0
0	1.10663	10.56	0
0	1.10837	10.55	0
0	1.10682	10.54	0
0	1.10698	10.53	0
0	1.11116	10.52	0
0	1.11231	10.51	0
0	1.11139	10.5	0
0	1.11064	10.49	0
0	1.11155	10.48	0
0	1.11235	10.47	0
0	1.11186	10.46	0
0	1.11383	10.45	0
0	1.11448	10.44	0
0	1.11615	10.43	0
0	1.11728	10.42	0
0	1.11777	10.41	0
0	1.11863	10.4	0
0	1.11912	10.39	0
0	1.12078	10.38	0
0	1.11899	10.37	0
0	1.11888	10.36	0
0	1.12041	10.35	0
0	1.11947	10.34	0
0	1.12172	10.33	0
0	1.12371	10.32	0
0	1.12227	10.31	0
0	1.12346	10.3	0
0	1.12286	10.29	0
0	1.12226	10.28	0
0	1.1221	10.27	0
0	1.11929	10.26	0
0	1.12159	10.25	0
0	1.12315	10.24	0
0	1.12204	10.23	0
0	1.12172	10.22	0
0	1.12043	10.21	0
0	1.11847	10.2	0
0	1.11866	10.19	0
0	1.11795	10.18	0
0	1.11835	10.17	0
0	1.12054	10.16	0
0	1.11914	10.15	0
0	1.11856	10.14	0
0	1.11981	10.13	0
0	1.11593	10.12	0
0	1.11212	10.11	0
0	1.11454	10.1	0
0	1.11401	10.09	0
0	1.11015	10.08	0
0	1.11043	10.07	0
0	1.1113	10.06	0
0	1.10962	10.05	0
0	1.10477	10.04	0
0	1.10367	10.03	0
0	1.10371	10.02	0
0	1.09985	10.01	0
0	1.09997	10	0
0	1.10107	9.99	0
0	1.09881	9.98	0
0	1.09526	9.97	0
0	1.09023	9.96	0
0	1.08931	9.95	0
0	1.09084	9.94	0
0	1.08878	9.93	0
0	1.08657	9.92	0
0	1.08641	9.91	0
0	1.08626	9.9	0
0	1.08112	9.89	0
0	1.08058	9.88	0
0	1.08075	9.87	0
0	1.07569	9.86	0
0	1.07442	9.85	0
0	1.07182	9.84	0
0	1.06854	9.83	0
0	1.06895	9.82	0
0	1.06661	9.81	0
0	1.0638	9.8	0
0	1.06148	9.79	0
0	1.06034	9.78	0
0	1.05927	9.77	0
0	1.05713	9.76	0
0	1.05288	9.75	0
0	1.05045	9.74	0
0	1.05021	9.73	0
0	1.04674	9.72	0
0	1.04408	9.71	0
0	1.04275	9.7	0
0	1.04169	9.69	0
0	1.03996	9.68	0
0	1.03963	9.67	0
0	1.03758	9.66	0
0	1.03675	9.65	0
0	1.03762	9.64	0
0	1.03313	9.63	0
0	1.02885	9.62	0
0	1.02582	9.61	0
0	1.02414	9.6	0
0	1.02382	9.59	0
0	1.02141	9.58	0
0	1.01994	9.57	0
0	1.02211	9.56	0
0	1.02248	9.55	0
0	1.01991	9.54	0
0	1.01462	9.53	0
0	1.01043	9.52	0
0	1.00893	9.51	0
0	1.00843	9.5	0
0	1.00821	9.49	0
0	1.00561	9.48	0
0	1.00493	9.47	0
0	1.00372	9.46	0
0	1.00528	9.45	0
0	1.00691	9.44	0
0	1.00464	9.43	0
0	1.005	9.42	0
0	1.00743	9.41	0
0	1.00518	9.4	0
0	1.00301	9.39	0
0	0.99952	9.38	0
0	0.998331	9.37	0
0	1.00153	9.36	0
0	0.999495	9.35	0
0	0.997511	9.34	0
0	1.00131	9.33	0
0	1.00444	9.32	0
0	1.0025	9.31	0
0	0.999317	9.3	0
0	1.00043	9.29	0
0	1.00196	9.28	0
0	1.00051	9.27	0
0	0.9998	9.26	0
0	0.997666	9.25	0
0	0.996482	9.24	0
0	0.999065	9.23	0
0	1.00455	9.22	0
0	1.00404	9.21	0
0	1.00242	9.2	0
0	1.00531	9.19	0
0	1.00604	9.18	0
0	1.00823	9.17	0
0	1.01048	9.16	0
0	1.01026	9.15	0
0	1.01008	9.14	0
0	1.01156	9.13	0
0	1.015	9.12	0
0	1.01824	9.11	0
0	1.01871	9.1	0
0	1.01883	9.09	0
0	1.02402	9.08	0
0	1.02375	9.07	0
0	1.02301	9.06	0
0	1.02542	9.05	0
0	1.02787	9.04	0
0	1.02912	9.03	0
0	1.02837	9.02	0
0	1.03167	9.01	0
0	1.03551	9	0
0	1.04021	8.99	0
0	1.04406	8.98	0
0	1.04719	8.97	0
0	1.0469	8.96	0
0	1.04956	8.95	0
0	1.0562	8.94	0
0	1.05846	8.93	0
0	1.06085	8.92	0
0	1.06441	8.91	0
0	1.06894	8.9	0
0	1.07321	8.89	0
0	1.07496	8.88	0
0	1.07803	8.87	0
0	1.08311	8.86	0
0	1.08395	8.85	0
0	1.08518	8.84	0
0	1.09172	8.83	0
0	1.09668	8.82	0
0	1.09996	8.81	0
0	1.10443	8.8	0
0	1.10997	8.79	0
0	1.11303	8.78	0
0	1.11429	8.77	0
0	1.11997	8.76	0
0	1.1221	8.75	0
0	1.12494	8.74	0
0	1.13345	8.73	0
0	1.13814	8.72	0
0	1.14103	8.71	0
0	1.14404	8.7	0
0	1.14721	8.69	0
0	1.14976	8.68	0
0	1.15448	8.67	0
0	1.16264	8.66	0
0	1.16736	8.65	0
0	1.17043	8.64	0
0	1.1754	8.63	0
0	1.18143	8.62	0
0	1.18842	8.61	0
0	1.19109	8.6	0
0	1.19154	8.59	0
0	1.19366	8.58	0
0	1.20206	8.57	0
0	1.20679	8.56	0
0	1.20839	8.55	0
0	1.21838	8.54	0
0	1.22263	8.53	0
0	1.2239	8.52	0
0	1.2309	8.51	0
0	1.23448	8.5	0
0	1.23923	8.49	0
0	1.2446	8.48	0
0	1.24608	8.47	0
0	1.24606	8.46	0
0	1.25038	8.45	0
0	1.25586	8.44	0
0	1.25904	8.43	0
0	1.26459	8.42	0
0	1.26389	8.41	0
0	1.26521	8.4	0
0	1.27074	8.39	0
0	1.27175	8.38	0
0	1.27042	8.37	0
0	1.27533	8.36	0
0	1.27988	8.35	0
0	1.27816	8.34	0
0	1.27835	8.33	0
0	1.27882	8.32	0
0	1.27837	8.31	0
