# unused	g3	z	x
0	1.04224	10	0
0	1.04131	9.99	0
0	1.04037	9.98	0
0	1.03943	9.97	0
0	1.03848	9.96	0
0	1.03752	9.95	0
0	1.03657	9.94	0
0	1.0356	9.93	0
0	1.03464	9.92	0
0	1.03367	9.91	0
0	1.0327	9.9	0
0	1.03173	9.89	0
0	1.03076	9.88	0
0	1.02979	9.87	0
0	1.02882	9.86	0
0	1.02786	9.85	0
0	1.02691	9.84	0
0	1.02596	9.83	0
0	1.02502	9.82	0
0	1.02409	9.81	0
0	1.02317	9.8	0
0	1.02226	9.79	0
0	1.02136	9.78	0
0	1.02047	9.77	0
0	1.0196	9.76	0
0	1.01875	9.75	0
0	1.01791	9.74	0
0	1.0171	9.73	0
0	1.0163	9.72	0
0	1.01553	9.71	0
0	1.01478	9.7	0
0	1.01405	9.69	0
0	1.01334	9.68	0
0	1.01267	9.67	0
0	1.01202	9.66	0
0	1.0114	9.65	0
0	1.01081	9.64	0
0	1.01026	9.63	0
0	1.00973	9.62	0
0	1.00925	9.61	0
0	1.00879	9.6	0
0	1.00838	9.59	0
0	1.008	9.58	0
0	1.00766	9.57	0
0	1.00736	9.56	0
0	1.00711	9.55	0
0	1.0069	9.54	0
0	1.00673	9.53	0
0	1.00661	9.52	0
0	1.00654	9.51	0
0	1.00651	9.5	0
0	1.00653	9.49	0
0	1.0066	9.48	0
0	1.00672	9.47	0
0	1.0069	9.46	0
0	1.00712	9.45	0
0	1.00741	9.44	0
0	1.00774	9.43	0
0	1.00814	9.42	0
0	1.00858	9.41	0
0	1.00909	9.4	0
0	1.00965	9.39	0
0	1.01027	9.38	0
0	1.01095	9.37	0
0	1.01169	9.36	0
0	1.01249	9.35	0
0	1.01335	9.34	0
0	1.01427	9.33	0
0	1.01525	9.32	0
0	1.0163	9.31	0
0	1.0174	9.3	0
0	1.01857	9.29	0
0	1.0198	9.28	0
0	1.02109	9.27	0
0	1.02245	9.26	0
0	1.02386	9.25	0
0	1.02534	9.24	0
0	1.02688	9.23	0
0	1.02849	9.22	0
0	1.03015	9.21	0
0	1.03187	9.2	0
0	1.03366	9.19	0
0	1.0355	9.18	0
0	1.03741	9.17	0
0	1.03937	9.16	0
0	1.04139	9.15	0
0	1.04347	9.14	0
0	1.0456	9.13	0
0	1.04779	9.12	0
0	1.05003	9.11	0
0	1.05232	9.1	0
0	1.05467	9.09	0
0	1.05707	9.08	0
0	1.05952	9.07	0
0	1.06201	9.06	0
0	1.06455	9.05	0
0	1.06713	9.04	0
0	1.06976	9.03	0
0	1.07243	9.02	0
0	1.07514	9.01	0
0	1.07788	9	0
0	1.08066	8.99	0
0	1.08348	8.98	0
0	1.08632	8.97	0
0	1.0892	8.96	0
0	1.0921	8.95	0
0	1.09503	8.94	0
0	1.09797	8.93	0
0	1.10094	8.92	0
0	1.10392	8.91	0
0	1.10692	8.9	0
0	1.10994	8.89	0
0	1.11296	8.88	0
0	1.11599	8.87	0
0	1.11903	8.86	0
0	1.12206	8.85	0
0	1.12509	8.84	0
0	1.12811	8.83	0
0	1.13113	8.82	0
0	1.13413	8.81	0
0	1.13713	8.8	0
0	1.14011	8.79	0
0	1.14306	8.78	0
0	1.146	8.77	0
0	1.14891	8.76	0
0	1.15179	8.75	0
0	1.15462	8.74	0
0	1.15743	8.73	0
0	1.16019	8.72	0
0	1.16291	8.71	0
0	1.16559	8.7	0
0	1.16822	8.69	0
0	1.17079	8.68	0
0	1.17331	8.67	0
0	1.17578	8.66	0
0	1.17817	8.65	0
0	1.18049	8.64	0
0	1.18274	8.63	0
0	1.18492	8.62	0
0	1.18702	8.61	0
0	1.18905	8.6	0
0	1.19099	8.59	0
0	1.19285	8.58	0
0	1.19462	8.57	0
0	1.19629	8.56	0
0	1.19787	8.55	0
0	1.19934	8.54	0
0	1.20071	8.53	0
0	1.20197	8.52	0
0	1.20313	8.51	0
0	1.20418	8.5	0
0	1.20512	8.49	0
0	1.20594	8.48	0
0	1.20664	8.47	0
0	1.20722	8.46	0
0	1.20767	8.45	0
0	1.20799	8.44	0
0	1.20819	8.43	0
0	1.20825	8.42	0
0	1.20818	8.41	0
0	1.20798	8.4	0
0	1.20764	8.39	0
0	1.20716	8.38	0
0	1.20655	8.37	0
0	1.20579	8.36	0
0	1.20488	8.35	0
0	1.20382	8.34	0
0	1.20262	8.33	0
0	1.20127	8.32	0
0	1.19977	8.31	0
0	1.19813	8.3	0
0	1.19634	8.29	0
0	1.1944	8.28	0
0	1.1923	8.27	0
0	1.19006	8.26	0
0	1.18766	8.25	0
0	1.18511	8.24	0
0	1.1824	8.23	0
0	1.17955	8.22	0
0	1.17655	8.21	0
0	1.1734	8.2	0
0	1.1701	8.19	0
0	1.16665	8.18	0
0	1.16306	8.17	0
0	1.15932	8.16	0
0	1.15544	8.15	0
0	1.15141	8.14	0
0	1.14725	8.13	0
0	1.14294	8.12	0
0	1.1385	8.11	0
0	1.13392	8.1	0
0	1.12922	8.09	0
0	1.12438	8.08	0
0	1.11942	8.07	0
0	1.11434	8.06	0
0	1.10913	8.05	0
0	1.10381	8.04	0
0	1.09837	8.03	0
0	1.09283	8.02	0
0	1.08717	8.01	0
0	1.08142	8	0
0	1.07557	7.99	0
0	1.06962	7.98	0
0	1.06358	7.97	0
0	1.05745	7.96	0
0	1.05125	7.95	0
0	1.04497	7.94	0
0	1.03863	7.93	0
0	1.03221	7.92	0
0	1.02573	7.91	0
0	1.0192	7.9	0
0	1.01261	7.89	0
0	1.00598	7.88	0
0	0.999303	7.87	0
0	0.992595	7.86	0
0	0.98587	7.85	0
0	0.979121	7.84	0
0	0.972355	7.83	0
0	0.965578	7.82	0
0	0.958795	7.81	0
0	0.952013	7.8	0
0	0.945239	7.79	0
0	0.938477	7.78	0
0	0.931736	7.77	0
0	0.925023	7.76	0
0	0.918357	7.75	0
0	0.911731	7.74	0
0	0.90515	7.73	0
0	0.898621	7.72	0
0	0.892151	7.71	0
0	0.885747	7.7	0
0	0.879415	7.69	0
0	0.873161	7.68	0
0	0.866993	7.67	0
0	0.860921	7.66	0
0	0.854963	7.65	0
0	0.849111	7.64	0
0	0.84337	7.63	0
0	0.837747	7.62	0
0	0.832248	7.61	0
0	0.82688	7.6	0
0	0.82165	7.59	0
0	0.816563	7.58	0
0	0.811626	7.57	0
0	0.80685	7.56	0
