# unused	g3	z	x
0	2.58284	7	0
0	2.58336	6.99	0
0	2.59603	6.98	0
0	2.5961	6.97	0
0	2.59447	6.96	0
0	2.60082	6.95	0
0	2.6071	6.94	0
0	2.61131	6.93	0
0	2.61062	6.92	0
0	2.61933	6.91	0
0	2.62956	6.9	0
0	2.6412	6.89	0
0	2.65145	6.88	0
0	2.65963	6.87	0
0	2.65937	6.86	0
0	2.66653	6.85	0
0	2.68388	6.84	0
0	2.69074	6.83	0
0	2.69737	6.82	0
0	2.7065	6.81	0
0	2.71903	6.8	0
0	2.73119	6.79	0
0	2.73597	6.78	0
0	2.74399	6.77	0
0	2.75787	6.76	0
0	2.76159	6.75	0
0	2.76621	6.74	0
0	2.7829	6.73	0
0	2.7954	6.72	0
0	2.80538	6.71	0
0	2.81767	6.7	0
0	2.83197	6.69	0
0	2.84084	6.68	0
0	2.84594	6.67	0
0	2.86158	6.66	0
0	2.86799	6.65	0
0	2.87627	6.64	0
0	2.89771	6.63	0
0	2.9105	6.62	0
0	2.91957	6.61	0
0	2.92788	6.6	0
0	2.9365	6.59	0
0	2.94398	6.58	0
0	2.95748	6.57	0
0	2.97935	6.56	0
0	2.99187	6.55	0
0	3.00054	6.54	0
0	3.01409	6.53	0
0	3.03046	6.52	0
0	3.04888	6.51	0
0	3.05621	6.5	0
0	3.05865	6.49	0
0	3.06476	6.48	0
0	3.08655	6.47	0
0	3.09942	6.46	0
0	3.10384	6.45	0
0	3.12944	6.44	0
0	3.14092	6.43	0
0	3.14468	6.42	0
0	3.16313	6.41	0
0	3.17266	6.4	0
0	3.1848	6.39	0
0	3.19866	6.38	0
0	3.20267	6.37	0
0	3.20274	6.36	0
0	3.21401	6.35	0
0	3.22819	6.34	0
0	3.23575	6.33	0
0	3.24959	6.32	0
0	3.24747	6.31	0
0	3.25038	6.3	0
0	3.26437	6.29	0
0	3.26681	6.28	0
0	3.26282	6.27	0
0	3.27474	6.26	0
0	3.28534	6.25	0
0	3.27958	6.24	0
0	3.27905	6.23	0
0	3.27937	6.22	0
0	3.27718	6.21	0
0	3.26922	6.2	0
0	3.26314	6.19	0
0	3.26792	6.18	0
0	3.26239	6.17	0
0	3.25282	6.16	0
0	3.24116	6.15	0
0	3.22051	6.14	0
0	3.20757	6.13	0
0	3.19822	6.12	0
0	3.18548	6.11	0
0	3.15543	6.1	0
0	3.12172	6.09	0
0	3.11748	6.08	0
0	3.10873	6.07	0
0	3.08974	6.06	0
0	3.06538	6.05	0
0	3.03802	6.04	0
0	3.02403	6.03	0
0	3.00355	6.02	0
0	2.98265	6.01	0
0	2.95873	6	0
0	2.93744	5.99	0
0	2.91971	5.98	0
0	2.90296	5.97	0
0	2.88286	5.96	0
0	2.86645	5.95	0
0	2.85088	5.94	0
0	2.82453	5.93	0
0	2.79705	5.92	0
0	2.78712	5.91	0
0	2.77324	5.9	0
0	2.74373	5.89	0
0	2.71871	5.88	0
0	2.69948	5.87	0
0	2.68198	5.86	0
0	2.65835	5.85	0
0	2.63543	5.84	0
0	2.62018	5.83	0
0	2.60904	5.82	0
0	2.60076	5.81	0
0	2.5743	5.8	0
0	2.53308	5.79	0
0	2.5188	5.78	0
0	2.5133	5.77	0
0	2.48833	5.76	0
0	2.4706	5.75	0
0	2.46366	5.74	0
0	2.44914	5.73	0
