0	0	0.182396	3.05	0	7.16197e-06	0.690625
0.1	0	0.182262	3.05	0	7.16197e-06	0.690625
0.2	0	0.181855	3.05	0	7.16197e-06	0.690625
0.3	0	0.181164	3.05	0	7.16197e-06	0.690625
0.4	0	0.180172	3.05	0	7.16197e-06	0.690625
0.5	0	0.178873	3.05	0	7.16197e-06	0.690625
0.6	0	0.177272	3.05	0	7.16197e-06	0.690625
0.7	0	0.175397	3.05	0	7.16197e-06	0.690625
0.8	0	0.173308	3.05	0	7.16197e-06	0.690625
0.9	0	0.171093	3.05	0	7.16197e-06	0.690625
1	0	0.168871	3.05	0	7.16197e-06	0.690625
1.1	0	0.166783	3.05	0	7.16197e-06	0.690625
1.2	0	0.164986	3.05	0	7.16197e-06	0.690625
1.3	0	0.16364	3.05	0	7.16197e-06	0.690625
1.4	0	0.162905	3.05	0	7.16197e-06	0.690625
1.5	0	0.162934	3.05	0	7.16197e-06	0.690625
1.6	0	0.163869	3.05	0	7.16197e-06	0.690625
1.7	0	0.165848	3.05	0	7.16197e-06	0.690625
1.8	0	0.169001	3.05	0	7.16197e-06	0.690625
1.9	0	0.173463	3.05	0	7.16197e-06	0.690625
2	0	0.179376	3.05	0	7.16197e-06	0.690625
2.1	0	0.186899	3.05	0	7.16197e-06	0.690625
2.2	0	0.196215	3.05	0	7.16197e-06	0.690625
2.3	0	0.207539	3.05	0	7.16197e-06	0.690625
2.4	0	0.221126	3.05	0	7.16197e-06	0.690625
2.5	0	0.23728	3.05	0	7.16197e-06	0.690625
2.6	0	0.256364	3.05	0	7.16197e-06	0.690625
2.7	0	0.278806	3.05	0	7.16197e-06	0.690625
2.8	0	0.305112	3.05	0	7.16197e-06	0.690625
2.9	0	0.33587	3.05	0	7.16197e-06	0.690625
3	0	0.0684999	3.05	0	7.16197e-06	0.138125
3.1	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.2	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.3	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.4	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.5	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.6	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.7	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.8	-nan	7.16197e-06	3.05	0	7.16197e-06	0
3.9	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.1	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.2	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.3	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.4	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.5	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.6	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.7	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.8	-nan	7.16197e-06	3.05	0	7.16197e-06	0
4.9	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.1	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.2	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.3	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.4	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.5	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.6	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.7	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.8	-nan	7.16197e-06	3.05	0	7.16197e-06	0
5.9	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.1	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.2	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.3	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.4	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.5	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.6	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.7	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.8	-nan	7.16197e-06	3.05	0	7.16197e-06	0
6.9	-nan	7.16197e-06	3.05	0	7.16197e-06	0
7	0	0.0684999	3.05	0	7.16197e-06	0.138125
7.1	0	0.33587	3.05	0	7.16197e-06	0.690625
7.2	0	0.305112	3.05	0	7.16197e-06	0.690625
7.3	0	0.278806	3.05	0	7.16197e-06	0.690625
7.4	0	0.256364	3.05	0	7.16197e-06	0.690625
7.5	0	0.23728	3.05	0	7.16197e-06	0.690625
7.6	0	0.221126	3.05	0	7.16197e-06	0.690625
7.7	0	0.207539	3.05	0	7.16197e-06	0.690625
7.8	0	0.196215	3.05	0	7.16197e-06	0.690625
7.9	0	0.186899	3.05	0	7.16197e-06	0.690625
8	0	0.0857943	3.05	0	7.16197e-06	0.173002
8.03149	1.89716	0.122821	3.05	0.00127504	0.00033284	0.248002
8.06299	1.82953	0.112402	3.05	0.318097	0.0812577	0.240508
8.09448	1.72048	0.100209	3.05	0.634762	0.162143	0.228019
8.12598	1.61147	0.0866635	3.05	0.951193	0.242968	0.21054
8.15747	1.60354	0.0730611	3.05	1	0.242257	0.188074
8.18897	1.61483	0.0588009	3.05	1	0.226693	0.160628
8.22046	1.62778	0.0440657	3.05	1	0.211153	0.128206
8.25196	1.59642	0.0917329	3.05	1	0.198029	0.290168
8.28345	1.67595	0.173378	3.05	1	0.186071	0.555972
8.31494	1.79351	0.264512	3.05	1	0.17414	0.84692
8.34644	1.86034	0.288764	3.05	1	0.16357	0.948956
8.37793	1.86858	0.257316	3.05	1	0.154413	0.891808
8.40943	1.87782	0.22637	3.05	1	0.145284	0.829752
8.44092	1.887	0.196853	3.05	1	0.136759	0.762802
8.47242	1.89203	0.169655	3.05	1	0.12977	0.690977
8.50391	1.89761	0.143154	3.05	1	0.122807	0.614293
8.53541	1.90414	0.117591	3.05	1	0.115914	0.53277
8.5669	1.90588	0.0941026	3.05	1	0.1106	0.446427
8.59839	1.90779	0.0713811	3.05	1	0.105311	0.355286
8.62989	1.90994	0.0495613	3.05	1	0.100047	0.25937
8.66138	1.91103	0.0637612	3.05	1	0.0957016	0.348633
8.69288	1.98687	0.100234	3.05	1	0.0917074	0.550101
8.72437	2.08563	0.141887	3.05	1	0.0877357	0.775403
8.75587	2.14177	0.149296	3.05	1	0.0841427	0.828439
8.78736	2.13543	0.122875	3.05	1	0.0811553	0.709022
8.81886	2.12867	0.0973625	3.05	1	0.0781872	0.58499
8.85035	2.12143	0.0728439	3.05	1	0.0752392	0.456372
8.88185	2.13443	0.0799834	3.05	1	0.0730065	0.513283
8.91334	2.20016	0.100809	3.05	1	0.0708233	0.646946
8.94483	2.29955	0.135228	3.05	1	0.0686568	0.856523
8.97633	2.34234	0.140225	3.05	1	0.066762	0.896696
9.00782	2.3246	0.113011	3.05	1	0.0651984	0.745648
9.03932	2.30617	0.0866348	3.05	1	0.0636482	0.590222
9.07081	2.28702	0.0611468	3.05	1	0.0621119	0.430456
9.10231	2.30133	0.0612757	3.05	1	0.060967	0.436732
9.1338	2.37044	0.0781082	3.05	1	0.0599084	0.550022
9.1653	2.44048	0.102015	3.05	1	0.0588603	0.710179
9.19679	2.47653	0.108401	3.05	1	0.0578573	0.756541
9.22828	2.4681	0.0979542	3.05	1	0.0571957	0.693901
9.25978	2.50169	0.102121	3.05	1	0.0565412	0.721964
9.29127	2.57333	0.121146	3.05	1	0.0558942	0.842261
9.32277	2.64477	0.146294	3.05	1	0.0553145	1
9.35426	2.6048	0.115159	3.05	1	0.0549807	0.804106
9.38576	2.56457	0.0845533	3.05	1	0.0546511	0.603278
9.41725	2.52443	0.0546648	3.05	1	0.0543257	0.398601
9.44875	2.49466	0.0292077	3.05	1	0.0540323	0.216687
9.48024	2.56945	0.0364546	3.05	1	0.0539618	0.262921
9.51173	2.57261	0.0529884	3.05	1	0.0538924	0.382191
9.54323	2.57587	0.0549641	3.05	1	0.0538239	0.396443
9.57472	2.5792	0.0423502	3.05	1	0.0537564	0.30545
9.60622	2.60535	0.0357823	3.05	1	0.0538484	0.255053
9.63771	2.63523	0.0488044	3.05	1	0.0539836	0.343067
9.66921	2.62871	0.0548293	3.05	1	0.0541165	0.385424
9.7007	2.62245	0.0459586	3.05	1	0.0542472	0.32306
9.7322	2.61727	0.0254613	3.05	1	0.0543961	0.17884
9.76369	2.67046	0.0344599	3.05	1	0.0546853	0.23597
9.79518	2.71957	0.0651865	3.05	1	0.0549691	0.436052
9.82668	2.76941	0.0967356	3.05	1	0.0552473	0.632249
9.85817	2.81985	0.129084	3.05	1	0.0555199	0.824513
9.88967	2.8431	0.143422	3.05	1	0.0557914	0.904187
9.92116	2.78294	0.111667	3.05	1	0.0561775	0.714266
9.95266	2.7467	0.0955995	3.05	1	0.056555	0.615423
9.98415	2.75208	0.0949362	3.05	1	0.0569239	0.606004
10.0156	2.7569	0.097437	3.05	1	0.0572841	0.616976
10.0471	2.74013	0.0819101	3.05	1	0.0576356	0.518651
10.0786	2.70443	0.0544853	3.05	1	0.0580048	0.347328
10.1101	2.64761	0.0373787	3.05	1	0.0584234	0.241649
10.1416	2.67297	0.0582441	3.05	1	0.0588306	0.370386
10.1731	2.70579	0.0834719	3.05	1	0.0592263	0.520873
10.2046	2.73917	0.108903	3.05	1	0.0596104	0.66696
10.2361	2.7568	0.121544	3.05	1	0.059983	0.735019
10.2676	2.74036	0.0973187	3.05	1	0.0603437	0.588514
10.2991	2.68734	0.0629326	3.05	1	0.0607188	0.385682
10.3306	2.58918	0.0380143	3.05	1	0.0611023	0.240285
10.3621	2.5934	0.0526385	3.05	1	0.0614721	0.330183
10.3936	2.61714	0.0726795	3.05	1	0.0618282	0.449156
10.4251	2.64148	0.0925393	3.05	1	0.0621704	0.563501
10.4566	2.66523	0.112135	3.05	1	0.0624987	0.673189
10.4881	2.68824	0.131403	3.05	1	0.062813	0.778193
10.5196	2.71182	0.150355	3.05	1	0.0631132	0.878487
10.5511	2.73052	0.160942	3.05	1	0.0633993	0.929693
10.5825	2.69147	0.11525	3.05	1	0.0636807	0.672426
10.614	2.62049	0.0741736	3.05	1	0.0639523	0.4426
10.6455	2.49304	0.041589	3.05	1	0.0642087	0.25981
10.677	2.48158	0.0493395	3.05	1	0.0644499	0.308492
10.7085	2.49458	0.061317	3.05	1	0.0646758	0.380051
10.74	2.50818	0.0727073	3.05	1	0.0648864	0.446751
10.7715	2.51965	0.0833978	3.05	1	0.0650816	0.508577
