# unused	g3	z	x
0	2.74772	7	0
0	2.74836	6.999	0
0	2.74901	6.998	0
0	2.74965	6.997	0
0	2.75029	6.996	0
0	2.75094	6.995	0
0	2.75158	6.994	0
0	2.75223	6.993	0
0	2.75288	6.992	0
0	2.75353	6.991	0
0	2.75418	6.99	0
0	2.75483	6.989	0
0	2.75549	6.988	0
0	2.75614	6.987	0
0	2.7568	6.986	0
0	2.75746	6.985	0
0	2.75812	6.984	0
0	2.75878	6.983	0
0	2.75944	6.982	0
0	2.76011	6.981	0
0	2.76077	6.98	0
0	2.76144	6.979	0
0	2.7621	6.978	0
0	2.76277	6.977	0
0	2.76344	6.976	0
0	2.76411	6.975	0
0	2.76479	6.974	0
0	2.76546	6.973	0
0	2.76614	6.972	0
0	2.76681	6.971	0
0	2.76749	6.97	0
0	2.76817	6.969	0
0	2.76885	6.968	0
0	2.76953	6.967	0
0	2.77022	6.966	0
0	2.7709	6.965	0
0	2.77159	6.964	0
0	2.77227	6.963	0
0	2.77296	6.962	0
0	2.77365	6.961	0
0	2.77434	6.96	0
0	2.77503	6.959	0
0	2.77573	6.958	0
0	2.77642	6.957	0
0	2.77712	6.956	0
0	2.77781	6.955	0
0	2.77851	6.954	0
0	2.77921	6.953	0
0	2.77991	6.952	0
0	2.78061	6.951	0
0	2.78131	6.95	0
0	2.78202	6.949	0
0	2.78272	6.948	0
0	2.78343	6.947	0
0	2.78414	6.946	0
0	2.78485	6.945	0
0	2.78556	6.944	0
0	2.78627	6.943	0
0	2.78698	6.942	0
0	2.78769	6.941	0
0	2.78841	6.94	0
0	2.78912	6.939	0
0	2.78984	6.938	0
0	2.79056	6.937	0
0	2.79127	6.936	0
0	2.79199	6.935	0
0	2.79271	6.934	0
0	2.79344	6.933	0
0	2.79416	6.932	0
0	2.79488	6.931	0
0	2.79561	6.93	0
0	2.79634	6.929	0
0	2.79706	6.928	0
0	2.79779	6.927	0
0	2.79852	6.926	0
0	2.79925	6.925	0
0	2.79999	6.924	0
0	2.80072	6.923	0
0	2.80145	6.922	0
0	2.80219	6.921	0
0	2.80292	6.92	0
0	2.80366	6.919	0
0	2.8044	6.918	0
0	2.80514	6.917	0
0	2.80588	6.916	0
0	2.80662	6.915	0
0	2.80736	6.914	0
0	2.80811	6.913	0
0	2.80885	6.912	0
0	2.8096	6.911	0
0	2.81034	6.91	0
0	2.81109	6.909	0
0	2.81184	6.908	0
0	2.81259	6.907	0
0	2.81334	6.906	0
0	2.81409	6.905	0
0	2.81484	6.904	0
0	2.8156	6.903	0
0	2.81635	6.902	0
