# unused	g3	z	x
0	1.01866	-10	0
0	1.01866	-9.99	0
0	1.01866	-9.98	0
0	1.01867	-9.97	0
0	1.01867	-9.96	0
0	1.01868	-9.95	0
0	1.01868	-9.94	0
0	1.01869	-9.93	0
0	1.01869	-9.92	0
0	1.0187	-9.91	0
0	1.01871	-9.9	0
0	1.01871	-9.89	0
0	1.01872	-9.88	0
0	1.01873	-9.87	0
0	1.01874	-9.86	0
0	1.01874	-9.85	0
0	1.01875	-9.84	0
0	1.01876	-9.83	0
0	1.01877	-9.82	0
0	1.01878	-9.81	0
0	1.01879	-9.8	0
0	1.0188	-9.79	0
0	1.01881	-9.78	0
0	1.01882	-9.77	0
0	1.01883	-9.76	0
0	1.01884	-9.75	0
0	1.01885	-9.74	0
0	1.01886	-9.73	0
0	1.01887	-9.72	0
0	1.01889	-9.71	0
0	1.0189	-9.7	0
0	1.01891	-9.69	0
0	1.01892	-9.68	0
0	1.01894	-9.67	0
0	1.01895	-9.66	0
0	1.01896	-9.65	0
0	1.01898	-9.64	0
0	1.01899	-9.63	0
0	1.019	-9.62	0
0	1.01902	-9.61	0
0	1.01903	-9.6	0
0	1.01905	-9.59	0
0	1.01906	-9.58	0
0	1.01908	-9.57	0
0	1.01909	-9.56	0
0	1.01911	-9.55	0
0	1.01912	-9.54	0
0	1.01914	-9.53	0
0	1.01916	-9.52	0
0	1.01917	-9.51	0
0	1.01919	-9.5	0
0	1.0192	-9.49	0
0	1.01922	-9.48	0
0	1.01924	-9.47	0
0	1.01926	-9.46	0
0	1.01927	-9.45	0
0	1.01929	-9.44	0
0	1.01931	-9.43	0
0	1.01932	-9.42	0
0	1.01934	-9.41	0
0	1.01936	-9.4	0
0	1.01938	-9.39	0
0	1.01939	-9.38	0
0	1.01941	-9.37	0
0	1.01943	-9.36	0
0	1.01945	-9.35	0
0	1.01946	-9.34	0
0	1.01948	-9.33	0
0	1.0195	-9.32	0
0	1.01952	-9.31	0
0	1.01953	-9.3	0
0	1.01955	-9.29	0
0	1.01957	-9.28	0
0	1.01959	-9.27	0
0	1.0196	-9.26	0
0	1.01962	-9.25	0
0	1.01964	-9.24	0
0	1.01966	-9.23	0
0	1.01967	-9.22	0
0	1.01969	-9.21	0
0	1.01971	-9.2	0
0	1.01972	-9.19	0
0	1.01974	-9.18	0
0	1.01976	-9.17	0
0	1.01977	-9.16	0
0	1.01979	-9.15	0
0	1.01981	-9.14	0
0	1.01982	-9.13	0
0	1.01984	-9.12	0
0	1.01986	-9.11	0
0	1.01987	-9.1	0
0	1.01989	-9.09	0
0	1.0199	-9.08	0
0	1.01992	-9.07	0
0	1.01993	-9.06	0
0	1.01995	-9.05	0
0	1.01996	-9.04	0
0	1.01997	-9.03	0
0	1.01999	-9.02	0
0	1.02	-9.01	0
0	1.02001	-9	0
0	1.02003	-8.99	0
0	1.02004	-8.98	0
0	1.02006	-8.97	0
0	1.02007	-8.96	0
