# unused	g3	z	x
0	2.10086	7	0
0	2.10419	6.99	0
0	2.10205	6.98	0
0	2.10002	6.97	0
0	2.10218	6.96	0
0	2.10907	6.95	0
0	2.11078	6.94	0
0	2.10846	6.93	0
0	2.11053	6.92	0
0	2.11427	6.91	0
0	2.11282	6.9	0
0	2.11649	6.89	0
0	2.12543	6.88	0
0	2.13012	6.87	0
0	2.1277	6.86	0
0	2.13045	6.85	0
0	2.13739	6.84	0
0	2.13566	6.83	0
0	2.13891	6.82	0
0	2.14452	6.81	0
0	2.1501	6.8	0
0	2.14839	6.79	0
0	2.14947	6.78	0
0	2.15234	6.77	0
0	2.15402	6.76	0
0	2.15704	6.75	0
0	2.15709	6.74	0
0	2.1653	6.73	0
0	2.16961	6.72	0
0	2.16769	6.71	0
0	2.16756	6.7	0
0	2.16677	6.69	0
0	2.16973	6.68	0
0	2.17398	6.67	0
0	2.17458	6.66	0
0	2.17909	6.65	0
0	2.18444	6.64	0
0	2.18318	6.63	0
0	2.1816	6.62	0
0	2.18662	6.61	0
0	2.18631	6.6	0
0	2.1856	6.59	0
0	2.1892	6.58	0
0	2.19247	6.57	0
0	2.19032	6.56	0
0	2.19251	6.55	0
0	2.19801	6.54	0
0	2.20211	6.53	0
0	2.20303	6.52	0
0	2.1977	6.51	0
0	2.20143	6.5	0
0	2.20396	6.49	0
0	2.20807	6.48	0
0	2.20814	6.47	0
0	2.20826	6.46	0
0	2.20871	6.45	0
0	2.20522	6.44	0
0	2.20577	6.43	0
0	2.20675	6.42	0
0	2.20673	6.41	0
0	2.20574	6.4	0
0	2.21076	6.39	0
0	2.2105	6.38	0
0	2.20384	6.37	0
0	2.20419	6.36	0
0	2.20317	6.35	0
0	2.19751	6.34	0
0	2.198	6.33	0
0	2.20216	6.32	0
0	2.19845	6.31	0
0	2.19377	6.3	0
0	2.19379	6.29	0
0	2.18929	6.28	0
0	2.17975	6.27	0
0	2.17943	6.26	0
0	2.18647	6.25	0
0	2.18465	6.24	0
0	2.18009	6.23	0
0	2.17191	6.22	0
0	2.16576	6.21	0
0	2.16846	6.2	0
0	2.16387	6.19	0
0	2.1545	6.18	0
0	2.14966	6.17	0
0	2.13762	6.16	0
0	2.12783	6.15	0
0	2.12795	6.14	0
0	2.12363	6.13	0
0	2.11137	6.12	0
0	2.1015	6.11	0
0	2.09585	6.1	0
0	2.08636	6.09	0
0	2.07469	6.08	0
0	2.06911	6.07	0
0	2.06548	6.06	0
0	2.0621	6.05	0
0	2.04576	6.04	0
0	2.02818	6.03	0
0	2.02686	6.02	0
0	2.02109	6.01	0
0	2.01341	6	0
0	2.01036	5.99	0
0	2.00349	5.98	0
0	1.98627	5.97	0
0	1.97581	5.96	0
0	1.97067	5.95	0
0	1.96238	5.94	0
0	1.95816	5.93	0
0	1.94992	5.92	0
0	1.94112	5.91	0
0	1.93533	5.9	0
0	1.92345	5.89	0
0	1.92189	5.88	0
0	1.91831	5.87	0
0	1.90546	5.86	0
0	1.90361	5.85	0
0	1.904	5.84	0
0	1.89355	5.83	0
0	1.88681	5.82	0
0	1.88224	5.81	0
0	1.87388	5.8	0
0	1.87035	5.79	0
0	1.86674	5.78	0
0	1.85716	5.77	0
0	1.84475	5.76	0
0	1.84592	5.75	0
0	1.8502	5.74	0
0	1.84605	5.73	0
0	1.8392	5.72	0
0	1.828	5.71	0
0	1.82478	5.7	0
0	1.82271	5.69	0
0	1.81869	5.68	0
0	1.81997	5.67	0
0	1.81669	5.66	0
0	1.81447	5.65	0
0	1.80774	5.64	0
0	1.79877	5.63	0
0	1.80068	5.62	0
0	1.79662	5.61	0
0	1.78953	5.6	0
0	1.78968	5.59	0
0	1.78854	5.58	0
0	1.79277	5.57	0
0	1.79112	5.56	0
0	1.78849	5.55	0
0	1.7918	5.54	0
0	1.78646	5.53	0
0	1.781	5.52	0
0	1.78436	5.51	0
0	1.78993	5.5	0
0	1.78868	5.49	0
0	1.78669	5.48	0
0	1.79574	5.47	0
0	1.8005	5.46	0
0	1.79184	5.45	0
0	1.78858	5.44	0
0	1.79527	5.43	0
0	1.79684	5.42	0
0	1.79439	5.41	0
0	1.79539	5.4	0
0	1.7977	5.39	0
0	1.80032	5.38	0
0	1.80408	5.37	0
0	1.80638	5.36	0
0	1.80682	5.35	0
0	1.80315	5.34	0
0	1.805	5.33	0
0	1.82252	5.32	0
0	1.83512	5.31	0
0	1.83541	5.3	0
0	1.84149	5.29	0
0	1.84706	5.28	0
0	1.84025	5.27	0
0	1.84903	5.26	0
0	1.85961	5.25	0
