# version: 0.0.0-138-g2c17df3-dirty
# well_width: 1.3
# ff: 0.3
# N: 17
# walls: 0
# cell dimensions: (6.19164, 6.19164, 6.19164)
# seed: 4
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 96
# min_T: 0.2
# fractional_sample_error after initialization: 0.0125404
# min_important_energy after initialization: 80

# histogram method: simple flat
# init_iter_limit: 28900000
# iterations: 28900000
# working moves: 237045851
# total moves: 491300000
# acceptance rate: 0.482487

# energy	samples
41  0
42  1670436
43  900298
44  577135
45  394967
46  280577
47  205371
48  153539
49  117151
50  90996
51  71605
52  57010
53  46135
54  37650
55  30871
56  25614
57  21340
58  17928
59  15140
60  12827
61  10999
62  9443
63  8124
64  7051
65  6039
66  5261
67  4566
68  3975
69  3459
70  3003
71  2563
72  2151
73  1794
74  1420
75  1077
76  755
77  454
78  244
79  128
80  79
81  45
82  8
83  3
