# version: 0.0.0-138-g2c17df3-dirty
# well_width: 1.3
# ff: 0.3
# N: 18
# walls: 0
# cell dimensions: (6.31074, 6.31074, 6.31074)
# seed: 4
# de_g: 0.05
# de_density: 0.1
# translation_scale: 0.1
# neighbor_scale: 2
# energy_levels: 108
# min_T: 0.2
# fractional_sample_error after initialization: 0.209208
# min_important_energy after initialization: 90

# histogram method: simple flat
# init_iter_limit: 32400000
# iterations: 32400000
# working moves: 314025771
# total moves: 583200000
# acceptance rate: 0.538453

# energy	samples
44  0
45  2571183
46  1366329
47  869645
48  594267
49  421625
50  308147
51  230090
52  174902
53  135211
54  106434
55  84981
56  68044
57  55326
58  45188
59  37301
60  31150
61  26130
62  22039
63  18637
64  15849
65  13510
66  11548
67  9947
68  8503
69  7338
70  6262
71  5431
72  4679
73  4037
74  3397
75  2840
76  2380
77  1923
78  1362
79  571
80  179
81  77
82  27
83  11
84  1
85  1
